tus,erg,typ,adr,dau,det,kev,cal_abc,remove_VD
-998821.8888888889,54,0,1,1,1,534.2723,"0.005245, 8.415400, 64.546280",False
-998380.0555555555,216,0,1,1,1,2126.9834,"0.005245, 8.415400, 64.546280",False
-998072.0833333334,197,0,1,1,1,1925.9333,"0.005245, 8.415400, 64.546280",False
-997838.2777777778,32,0,1,1,1,339.21,"0.005245, 8.415400, 64.546280",False
-996327.8888888889,1727,0,1,1,1,30241.3067,"0.005245, 8.415400, 64.546280",False
-995336.2777777778,43,0,1,1,1,436.1065,"0.005245, 8.415400, 64.546280",False
-990509.4722222222,55,0,1,1,1,543.2594,"0.005245, 8.415400, 64.546280",False
-989101.6666666666,162,0,1,1,1,1565.4909,"0.005245, 8.415400, 64.546280",False
-988784.6111111111,86,0,1,1,1,827.0627,"0.005245, 8.415400, 64.546280",False
-983911.1388888889,25,0,1,1,1,278.2094,"0.005245, 8.415400, 64.546280",False
-982104.3333333334,32,0,1,1,1,339.21,"0.005245, 8.415400, 64.546280",False
-980170.0,51,0,1,1,1,507.3739,"0.005245, 8.415400, 64.546280",False
-979150.0833333334,186,0,1,1,1,1811.2667,"0.005245, 8.415400, 64.546280",False
-977581.5,45,0,1,1,1,453.8604,"0.005245, 8.415400, 64.546280",False
-977548.6666666666,666,0,1,1,1,7995.6539,"0.005245, 8.415400, 64.546280",False
-976337.5,31,0,1,1,1,330.4641,"0.005245, 8.415400, 64.546280",False
-973726.4166666666,59,0,1,1,1,579.3127,"0.005245, 8.415400, 64.546280",False
-973395.3611111111,28,0,1,1,1,304.2896,"0.005245, 8.415400, 64.546280",False
-972296.4722222222,205,0,1,1,1,2010.1244,"0.005245, 8.415400, 64.546280",False
-971680.3055555555,47,0,1,1,1,471.6563,"0.005245, 8.415400, 64.546280",False
-971241.1388888889,50,0,1,1,1,498.4288,"0.005245, 8.415400, 64.546280",False
-970780.4722222222,54,0,1,1,1,534.2723,"0.005245, 8.415400, 64.546280",False
-967915.5,153,0,1,1,1,1474.8827,"0.005245, 8.415400, 64.546280",False
-966777.1388888889,82,0,1,1,1,789.8765,"0.005245, 8.415400, 64.546280",False
-965366.2777777778,81,0,1,1,1,780.6061,"0.005245, 8.415400, 64.546280",False
-965227.6388888889,1804,0,1,1,1,32315.3398,"0.005245, 8.415400, 64.546280",False
-964769.4166666666,74,0,1,1,1,716.0075,"0.005245, 8.415400, 64.546280",False
-963929.1388888889,121,0,1,1,1,1159.6017,"0.005245, 8.415400, 64.546280",False
-963270.6111111111,1271,0,1,1,1,19233.5077,"0.005245, 8.415400, 64.546280",False
-962932.75,29,0,1,1,1,313.0039,"0.005245, 8.415400, 64.546280",False
-961952.8888888889,489,0,1,1,1,5433.8665,"0.005245, 8.415400, 64.546280",False
-959775.9166666666,29,0,1,1,1,313.0039,"0.005245, 8.415400, 64.546280",False
-959677.5833333334,32,0,1,1,1,339.21,"0.005245, 8.415400, 64.546280",False
-958896.3055555555,903,0,1,1,1,11940.4727,"0.005245, 8.415400, 64.546280",False
-958868.8888888889,52,0,1,1,1,516.3296,"0.005245, 8.415400, 64.546280",False
-957879.1666666666,263,0,1,1,1,2640.5879,"0.005245, 8.415400, 64.546280",False
-950714.7222222222,1820,0,1,1,1,32754.1123,"0.005245, 8.415400, 64.546280",False
-948570.3888888889,1891,0,1,1,1,34733.5635,"0.005245, 8.415400, 64.546280",False
-948279.2777777778,1862,0,1,1,1,33918.6669,"0.005245, 8.415400, 64.546280",False
-945044.9444444445,38,0,1,1,1,391.9053,"0.005245, 8.415400, 64.546280",False
-941948.8055555555,1820,0,1,1,1,32754.1123,"0.005245, 8.415400, 64.546280",False
-941714.9722222222,398,0,1,1,1,4244.7045,"0.005245, 8.415400, 64.546280",False
-939362.6666666666,46,0,1,1,1,462.7531,"0.005245, 8.415400, 64.546280",False
-938584.6666666666,93,0,1,1,1,892.5425,"0.005245, 8.415400, 64.546280",False
-936905.0555555555,1843,0,1,1,1,33389.5525,"0.005245, 8.415400, 64.546280",False
-935014.1944444445,1431,0,1,1,1,22847.4901,"0.005245, 8.415400, 64.546280",False
-934089.9166666666,42,0,1,1,1,427.2453,"0.005245, 8.415400, 64.546280",False
-933803.1388888889,41,0,1,1,1,418.3945,"0.005245, 8.415400, 64.546280",False
-933260.4722222222,1820,0,1,1,1,32754.1123,"0.005245, 8.415400, 64.546280",False
-931535.8055555555,190,0,1,1,1,1852.8168,"0.005245, 8.415400, 64.546280",False
-931186.2222222222,1808,0,1,1,1,32424.7812,"0.005245, 8.415400, 64.546280",False
-931172.1388888889,236,0,1,1,1,2342.7062,"0.005245, 8.415400, 64.546280",True
-929332.0833333334,236,0,1,1,1,2342.7062,"0.005245, 8.415400, 64.546280",False
-929129.9166666666,30,0,1,1,1,321.7288,"0.005245, 8.415400, 64.546280",False
-928634.0277777778,45,0,1,1,1,453.8604,"0.005245, 8.415400, 64.546280",False
-928484.5555555555,41,0,1,1,1,418.3945,"0.005245, 8.415400, 64.546280",False
-928050.25,957,0,1,1,1,12921.7121,"0.005245, 8.415400, 64.546280",False
-927031.3333333334,71,0,1,1,1,688.4797,"0.005245, 8.415400, 64.546280",False
-924549.8888888889,235,0,1,1,1,2331.8204,"0.005245, 8.415400, 64.546280",False
-923900.8611111111,305,0,1,1,1,3119.1594,"0.005245, 8.415400, 64.546280",False
-922561.1111111111,44,0,1,1,1,444.9782,"0.005245, 8.415400, 64.546280",False
-919663.8055555555,148,0,1,1,1,1424.912,"0.005245, 8.415400, 64.546280",False
-919325.9444444445,1817,0,1,1,1,32671.6379,"0.005245, 8.415400, 64.546280",False
-918476.1666666666,89,0,1,1,1,855.0625,"0.005245, 8.415400, 64.546280",False
-918311.9722222222,53,0,1,1,1,525.2957,"0.005245, 8.415400, 64.546280",False
-915320.5833333334,1770,0,1,1,1,31391.8648,"0.005245, 8.415400, 64.546280",False
-911689.5833333334,1560,0,1,1,1,25956.8023,"0.005245, 8.415400, 64.546280",False
-910388.6944444445,152,0,1,1,1,1464.8676,"0.005245, 8.415400, 64.546280",False
-907042.1944444445,52,0,1,1,1,516.3296,"0.005245, 8.415400, 64.546280",False
-906549.8333333334,83,0,1,1,1,799.1573,"0.005245, 8.415400, 64.546280",False
-902937.3611111111,26,0,1,1,1,286.8923,"0.005245, 8.415400, 64.546280",False
-901656.3055555555,36,0,1,1,1,374.2982,"0.005245, 8.415400, 64.546280",False
-901146.0833333334,23,0,1,1,1,260.8751,"0.005245, 8.415400, 64.546280",False
-899840.9166666666,672,0,1,1,1,8088.2532,"0.005245, 8.415400, 64.546280",False
-898547.4722222222,29,0,1,1,1,313.0039,"0.005245, 8.415400, 64.546280",False
-897917.25,1545,0,1,1,1,25586.2854,"0.005245, 8.415400, 64.546280",False
-897182.3888888889,54,0,1,1,1,534.2723,"0.005245, 8.415400, 64.546280",False
-894676.5833333334,1730,0,1,1,1,30320.9488,"0.005245, 8.415400, 64.546280",False
-887097.8888888889,30,0,1,1,1,321.7288,"0.005245, 8.415400, 64.546280",False
-885187.0,25,0,1,1,1,278.2094,"0.005245, 8.415400, 64.546280",False
-881268.5277777778,51,0,1,1,1,507.3739,"0.005245, 8.415400, 64.546280",False
-880225.3611111111,41,0,1,1,1,418.3945,"0.005245, 8.415400, 64.546280",False
-873585.9444444445,109,0,1,1,1,1044.1407,"0.005245, 8.415400, 64.546280",False
-872215.8611111111,50,0,1,1,1,498.4288,"0.005245, 8.415400, 64.546280",False
-870710.8888888889,147,0,1,1,1,1414.9493,"0.005245, 8.415400, 64.546280",False
-869811.8611111111,66,0,1,1,1,642.8099,"0.005245, 8.415400, 64.546280",False
-868411.6388888889,115,0,1,1,1,1101.6824,"0.005245, 8.415400, 64.546280",False
-863735.9444444445,33,0,1,1,1,347.9663,"0.005245, 8.415400, 64.546280",False
-862938.3611111111,1978,0,1,1,1,37231.1861,"0.005245, 8.415400, 64.546280",False
-862390.2222222222,1301,0,1,1,1,19890.6739,"0.005245, 8.415400, 64.546280",False
-861783.4722222222,32,0,1,1,1,339.21,"0.005245, 8.415400, 64.546280",False
-861283.5,1592,0,1,1,1,26755.1268,"0.005245, 8.415400, 64.546280",False
-858822.3888888889,28,0,1,1,1,304.2896,"0.005245, 8.415400, 64.546280",False
-858043.3333333334,76,0,1,1,1,734.4118,"0.005245, 8.415400, 64.546280",False
-857928.8333333334,1785,0,1,1,1,31797.7854,"0.005245, 8.415400, 64.546280",False
-857574.9166666666,27,0,1,1,1,295.5857,"0.005245, 8.415400, 64.546280",False
-857300.6666666666,276,0,1,1,1,2786.7398,"0.005245, 8.415400, 64.546280",False
-855876.75,170,0,1,1,1,1646.7448,"0.005245, 8.415400, 64.546280",False
-855348.5833333334,22,0,1,1,1,252.2237,"0.005245, 8.415400, 64.546280",False
-854557.5277777778,46,0,1,1,1,462.7531,"0.005245, 8.415400, 64.546280",False
-853840.2222222222,158,0,1,1,1,1525.1157,"0.005245, 8.415400, 64.546280",False
-852180.3611111111,25,0,1,1,1,278.2094,"0.005245, 8.415400, 64.546280",False
-852170.0555555555,106,0,1,1,1,1015.5115,"0.005245, 8.415400, 64.546280",False
-850729.9722222222,391,0,1,1,1,4156.8285,"0.005245, 8.415400, 64.546280",False
-846322.1388888889,175,0,1,1,1,1697.8694,"0.005245, 8.415400, 64.546280",False
-843898.5277777778,248,0,1,1,1,2474.154,"0.005245, 8.415400, 64.546280",False
-839278.3055555555,67,0,1,1,1,651.9229,"0.005245, 8.415400, 64.546280",False
-838926.1111111111,1845,0,1,1,1,33445.0704,"0.005245, 8.415400, 64.546280",False
-836193.4444444445,113,0,1,1,1,1082.4599,"0.005245, 8.415400, 64.546280",False
-834211.9722222222,65,0,1,1,1,633.7074,"0.005245, 8.415400, 64.546280",False
-833045.75,37,0,1,1,1,383.0965,"0.005245, 8.415400, 64.546280",False
-830831.6111111111,25,0,1,1,1,278.2094,"0.005245, 8.415400, 64.546280",False
-828747.0555555555,337,0,1,1,1,3496.2055,"0.005245, 8.415400, 64.546280",False
-825659.4166666666,176,0,1,1,1,1708.1258,"0.005245, 8.415400, 64.546280",False
-825522.5,317,0,1,1,1,3259.2929,"0.005245, 8.415400, 64.546280",False
-825120.7222222222,783,0,1,1,1,9869.4563,"0.005245, 8.415400, 64.546280",False
-823688.9722222222,1870,0,1,1,1,34142.5848,"0.005245, 8.415400, 64.546280",False
-822322.6944444445,1672,0,1,1,1,28797.9332,"0.005245, 8.415400, 64.546280",False
-822042.0555555555,1775,0,1,1,1,31526.9094,"0.005245, 8.415400, 64.546280",False
-819335.5833333334,34,0,1,1,1,356.7331,"0.005245, 8.415400, 64.546280",False
-817472.7222222222,91,0,1,1,1,873.7815,"0.005245, 8.415400, 64.546280",False
-816731.0833333334,1809,0,1,1,1,32452.1677,"0.005245, 8.415400, 64.546280",False
-816357.9444444445,2030,0,1,1,1,38761.9288,"0.005245, 8.415400, 64.546280",False
-815922.9722222222,36,0,1,1,1,374.2982,"0.005245, 8.415400, 64.546280",False
-812023.4722222222,603,0,1,1,1,7046.1617,"0.005245, 8.415400, 64.546280",False
-810970.9166666666,45,0,1,1,1,453.8604,"0.005245, 8.415400, 64.546280",False
-809036.8888888889,1057,0,1,1,1,14819.5951,"0.005245, 8.415400, 64.546280",False
-806646.2777777778,26,0,1,1,1,286.8923,"0.005245, 8.415400, 64.546280",False
-804737.7222222222,42,0,1,1,1,427.2453,"0.005245, 8.415400, 64.546280",False
-804046.9444444445,50,0,1,1,1,498.4288,"0.005245, 8.415400, 64.546280",False
-803755.8888888889,186,0,1,1,1,1811.2667,"0.005245, 8.415400, 64.546280",False
-802445.3888888889,52,0,1,1,1,516.3296,"0.005245, 8.415400, 64.546280",False
-802273.9166666666,118,0,1,1,1,1130.5949,"0.005245, 8.415400, 64.546280",False
-800057.9166666666,126,0,1,1,1,1208.1563,"0.005245, 8.415400, 64.546280",False
-799539.7222222222,38,0,1,1,1,391.9053,"0.005245, 8.415400, 64.546280",False
-799276.7777777778,1774,0,1,1,1,31499.8795,"0.005245, 8.415400, 64.546280",False
-798437.3888888889,252,0,1,1,1,2518.3056,"0.005245, 8.415400, 64.546280",False
-798425.1388888889,1722,0,1,1,1,30108.7797,"0.005245, 8.415400, 64.546280",False
-798349.8888888889,1848,0,1,1,1,33528.426,"0.005245, 8.415400, 64.546280",False
-794479.1944444445,311,0,1,1,1,3189.0373,"0.005245, 8.415400, 64.546280",False
-791376.6666666666,1707,0,1,1,1,29712.7721,"0.005245, 8.415400, 64.546280",False
-788203.1666666666,90,0,1,1,1,864.4168,"0.005245, 8.415400, 64.546280",False
-785853.1944444445,957,0,1,1,1,12921.7121,"0.005245, 8.415400, 64.546280",False
-785756.5555555555,23,0,1,1,1,260.8751,"0.005245, 8.415400, 64.546280",False
-785484.1111111111,224,0,1,1,1,2212.769,"0.005245, 8.415400, 64.546280",False
-785309.8888888889,38,0,1,1,1,391.9053,"0.005245, 8.415400, 64.546280",False
-785118.1666666666,1656,0,1,1,1,28384.001,"0.005245, 8.415400, 64.546280",False
-785074.8333333334,1725,0,1,1,1,30188.2644,"0.005245, 8.415400, 64.546280",False
-782425.0555555555,45,0,1,1,1,453.8604,"0.005245, 8.415400, 64.546280",False
-781747.1666666666,52,0,1,1,1,516.3296,"0.005245, 8.415400, 64.546280",False
-781708.5833333334,228,0,1,1,1,2255.9136,"0.005245, 8.415400, 64.546280",False
-780228.1111111111,30,0,1,1,1,321.7288,"0.005245, 8.415400, 64.546280",False
-779518.1944444445,45,0,1,1,1,453.8604,"0.005245, 8.415400, 64.546280",False
-778938.1666666666,30,0,1,1,1,321.7288,"0.005245, 8.415400, 64.546280",False
-778310.2777777778,397,0,1,1,1,4232.1193,"0.005245, 8.415400, 64.546280",False
-776227.5,1688,0,1,1,1,29214.5508,"0.005245, 8.415400, 64.546280",False
-775610.1388888889,21,0,1,1,1,243.5827,"0.005245, 8.415400, 64.546280",False
-775481.7222222222,90,0,1,1,1,864.4168,"0.005245, 8.415400, 64.546280",False
-775415.8888888889,50,0,1,1,1,498.4288,"0.005245, 8.415400, 64.546280",False
-775275.75,33,0,1,1,1,347.9663,"0.005245, 8.415400, 64.546280",False
-770355.2222222222,31,0,1,1,1,330.4641,"0.005245, 8.415400, 64.546280",False
-770147.0,96,0,1,1,1,920.7626,"0.005245, 8.415400, 64.546280",False
-770014.5833333334,89,0,1,1,1,855.0625,"0.005245, 8.415400, 64.546280",False
-768290.25,1755,0,1,1,1,30988.3044,"0.005245, 8.415400, 64.546280",False
-762080.0833333334,93,0,1,1,1,892.5425,"0.005245, 8.415400, 64.546280",False
-758859.3333333334,71,0,1,1,1,688.4797,"0.005245, 8.415400, 64.546280",False
-755716.1944444445,37,0,1,1,1,383.0965,"0.005245, 8.415400, 64.546280",False
-754159.7777777778,33,0,1,1,1,347.9663,"0.005245, 8.415400, 64.546280",False
-753007.7222222222,39,0,1,1,1,400.7245,"0.005245, 8.415400, 64.546280",False
-749211.6666666666,785,0,1,1,1,9902.7354,"0.005245, 8.415400, 64.546280",False
-749200.4444444445,48,0,1,1,1,480.57,"0.005245, 8.415400, 64.546280",True
-748990.75,128,0,1,1,1,1227.6516,"0.005245, 8.415400, 64.546280",False
-748436.6388888889,1774,0,1,1,1,31499.8795,"0.005245, 8.415400, 64.546280",False
-748145.8055555555,65,0,1,1,1,633.7074,"0.005245, 8.415400, 64.546280",False
-745361.4722222222,119,0,1,1,1,1140.2533,"0.005245, 8.415400, 64.546280",False
-744725.7777777778,294,0,1,1,1,2992.0307,"0.005245, 8.415400, 64.546280",False
-744243.5,584,0,1,1,1,6767.9786,"0.005245, 8.415400, 64.546280",False
-741534.5555555555,83,0,1,1,1,799.1573,"0.005245, 8.415400, 64.546280",False
-738743.3611111111,220,0,1,1,1,2169.7923,"0.005245, 8.415400, 64.546280",False
-738683.5277777778,1388,0,1,1,1,21849.8448,"0.005245, 8.415400, 64.546280",False
-738619.6111111111,398,0,1,1,1,4244.7045,"0.005245, 8.415400, 64.546280",False
-735656.75,1798,0,1,1,1,32151.4925,"0.005245, 8.415400, 64.546280",False
-733989.2777777778,28,0,1,1,1,304.2896,"0.005245, 8.415400, 64.546280",False
-733682.3055555555,548,0,1,1,1,6251.28,"0.005245, 8.415400, 64.546280",False
-728619.4444444445,1784,0,1,1,1,31770.6506,"0.005245, 8.415400, 64.546280",False
-727756.5833333334,544,0,1,1,1,6194.7082,"0.005245, 8.415400, 64.546280",False
-726764.4166666666,139,0,1,1,1,1335.6255,"0.005245, 8.415400, 64.546280",False
-726270.8333333334,1687,0,1,1,1,29188.4335,"0.005245, 8.415400, 64.546280",False
-725683.4166666666,1812,0,1,1,1,32534.3904,"0.005245, 8.415400, 64.546280",False
-725566.3888888889,74,0,1,1,1,716.0075,"0.005245, 8.415400, 64.546280",False
-724441.0555555555,598,0,1,1,1,6972.5885,"0.005245, 8.415400, 64.546280",False
-722569.6944444445,1826,0,1,1,1,32919.3443,"0.005245, 8.415400, 64.546280",False
-722233.9722222222,1687,0,1,1,1,29188.4335,"0.005245, 8.415400, 64.546280",False
-721022.5555555555,1855,0,1,1,1,33723.2894,"0.005245, 8.415400, 64.546280",False
-719614.75,22,0,1,1,1,252.2237,"0.005245, 8.415400, 64.546280",False
-718772.5,70,0,1,1,1,679.3248,"0.005245, 8.415400, 64.546280",False
-716666.8888888889,1829,0,1,1,1,33002.1019,"0.005245, 8.415400, 64.546280",False
-714520.5277777778,1804,0,1,1,1,32315.3398,"0.005245, 8.415400, 64.546280",False
-714321.7222222222,153,0,1,1,1,1474.8827,"0.005245, 8.415400, 64.546280",False
-712986.5277777778,70,0,1,1,1,679.3248,"0.005245, 8.415400, 64.546280",False
-712634.6944444445,73,0,1,1,1,706.8211,"0.005245, 8.415400, 64.546280",False
-711638.25,190,0,1,1,1,1852.8168,"0.005245, 8.415400, 64.546280",False
-709969.5555555555,1750,0,1,1,1,30854.3088,"0.005245, 8.415400, 64.546280",False
-708681.5833333334,1109,0,1,1,1,15847.9507,"0.005245, 8.415400, 64.546280",False
-706243.5833333334,73,0,1,1,1,706.8211,"0.005245, 8.415400, 64.546280",False
-702073.8888888889,1982,0,1,1,1,37347.9285,"0.005245, 8.415400, 64.546280",False
-699979.3611111111,58,0,1,1,1,570.2837,"0.005245, 8.415400, 64.546280",False
-696736.2777777778,163,0,1,1,1,1575.6109,"0.005245, 8.415400, 64.546280",False
-696618.0833333334,1303,0,1,1,1,19934.8207,"0.005245, 8.415400, 64.546280",False
-694846.7777777778,208,0,1,1,1,2041.8692,"0.005245, 8.415400, 64.546280",False
-693056.0555555555,1383,0,1,1,1,21735.0983,"0.005245, 8.415400, 64.546280",False
-691598.7222222222,1694,0,1,1,1,29371.4747,"0.005245, 8.415400, 64.546280",False
-691066.75,46,0,1,1,1,462.7531,"0.005245, 8.415400, 64.546280",False
-688973.7777777778,66,0,1,1,1,642.8099,"0.005245, 8.415400, 64.546280",False
-687420.0,238,0,1,1,1,2364.5093,"0.005245, 8.415400, 64.546280",False
-683838.7777777778,1876,0,1,1,1,34310.9638,"0.005245, 8.415400, 64.546280",False
-683035.4444444445,1212,0,1,1,1,17968.6224,"0.005245, 8.415400, 64.546280",False
-682529.0833333334,217,0,1,1,1,2137.6699,"0.005245, 8.415400, 64.546280",False
-682247.6111111111,191,0,1,1,1,1863.2305,"0.005245, 8.415400, 64.546280",False
-680965.5833333334,265,0,1,1,1,2662.9574,"0.005245, 8.415400, 64.546280",False
-680608.0277777778,491,0,1,1,1,5460.9775,"0.005245, 8.415400, 64.546280",False
-677969.5,39,0,1,1,1,400.7245,"0.005245, 8.415400, 64.546280",False
-677320.8888888889,79,0,1,1,1,762.0969,"0.005245, 8.415400, 64.546280",False
-673279.5833333334,31,0,1,1,1,330.4641,"0.005245, 8.415400, 64.546280",False
-671184.25,47,0,1,1,1,471.6563,"0.005245, 8.415400, 64.546280",False
-671070.3888888889,41,0,1,1,1,418.3945,"0.005245, 8.415400, 64.546280",False
-670985.7222222222,137,0,1,1,1,1315.8995,"0.005245, 8.415400, 64.546280",False
-667758.0833333334,51,0,1,1,1,507.3739,"0.005245, 8.415400, 64.546280",False
-667599.9722222222,246,0,1,1,1,2452.1411,"0.005245, 8.415400, 64.546280",False
-667599.75,216,3,1,1,1,-999.0,"0.005245, 8.415400, 64.546280",True
-667599.4166666666,1169,1,1,1,1,12847.9787,"0.005245, 8.415400, 64.546280",True
-663296.0277777778,1686,0,1,1,1,29162.3267,"0.005245, 8.415400, 64.546280",False
-662692.1944444445,22,0,1,1,1,252.2237,"0.005245, 8.415400, 64.546280",False
-660696.1666666666,29,0,1,1,1,313.0039,"0.005245, 8.415400, 64.546280",False
-658958.0555555555,31,0,1,1,1,330.4641,"0.005245, 8.415400, 64.546280",False
-656128.7777777778,60,0,1,1,1,588.3523,"0.005245, 8.415400, 64.546280",False
-655684.5555555555,189,0,1,1,1,1842.4135,"0.005245, 8.415400, 64.546280",False
-651080.5277777778,566,0,1,1,1,6507.9299,"0.005245, 8.415400, 64.546280",False
-650940.8888888889,22,0,1,1,1,252.2237,"0.005245, 8.415400, 64.546280",False
-648269.4166666666,1726,0,1,1,1,30214.7803,"0.005245, 8.415400, 64.546280",False
-647878.1666666666,80,0,1,1,1,771.3463,"0.005245, 8.415400, 64.546280",False
-645874.2777777778,1833,0,1,1,1,33112.5923,"0.005245, 8.415400, 64.546280",False
-643181.9722222222,126,0,1,1,1,1208.1563,"0.005245, 8.415400, 64.546280",False
-641381.3888888889,45,0,1,1,1,453.8604,"0.005245, 8.415400, 64.546280",False
-641285.7222222222,50,0,1,1,1,498.4288,"0.005245, 8.415400, 64.546280",False
-641180.4722222222,31,0,1,1,1,330.4641,"0.005245, 8.415400, 64.546280",False
-639496.1111111111,121,0,1,1,1,1159.6017,"0.005245, 8.415400, 64.546280",False
-639240.3611111111,495,0,1,1,1,5515.3254,"0.005245, 8.415400, 64.546280",False
-637028.8888888889,33,0,1,1,1,347.9663,"0.005245, 8.415400, 64.546280",False
-636306.6388888889,108,0,1,1,1,1034.5872,"0.005245, 8.415400, 64.546280",False
-630899.3888888889,40,0,1,1,1,409.5543,"0.005245, 8.415400, 64.546280",False
-628255.1388888889,52,0,1,1,1,516.3296,"0.005245, 8.415400, 64.546280",False
-627933.5277777778,242,0,1,1,1,2408.2413,"0.005245, 8.415400, 64.546280",False
-627016.2777777778,66,0,1,1,1,642.8099,"0.005245, 8.415400, 64.546280",False
-624565.4166666666,52,0,1,1,1,516.3296,"0.005245, 8.415400, 64.546280",False
-622779.2222222222,1735,0,1,1,1,30453.8954,"0.005245, 8.415400, 64.546280",False
-617607.5,1825,0,1,1,1,32891.7794,"0.005245, 8.415400, 64.546280",False
-617178.6666666666,290,0,1,1,1,2946.1168,"0.005245, 8.415400, 64.546280",False
-615781.2777777778,24,0,1,1,1,269.537,"0.005245, 8.415400, 64.546280",False
-613999.4166666666,1777,0,1,1,1,31581.0007,"0.005245, 8.415400, 64.546280",False
-611625.8055555555,36,0,1,1,1,374.2982,"0.005245, 8.415400, 64.546280",False
-610743.6666666666,87,0,1,1,1,836.3855,"0.005245, 8.415400, 64.546280",False
-609454.3333333334,1708,0,1,1,1,29739.0992,"0.005245, 8.415400, 64.546280",False
-608188.25,21,0,1,1,1,243.5827,"0.005245, 8.415400, 64.546280",False
-606766.3055555555,33,0,1,1,1,347.9663,"0.005245, 8.415400, 64.546280",False
-605479.3888888889,193,0,1,1,1,1884.0895,"0.005245, 8.415400, 64.546280",False
-604841.1666666666,53,0,1,1,1,525.2957,"0.005245, 8.415400, 64.546280",False
-604100.7777777778,24,0,1,1,1,269.537,"0.005245, 8.415400, 64.546280",False
-603990.7777777778,22,0,1,1,1,252.2237,"0.005245, 8.415400, 64.546280",False
-602705.8055555555,1844,0,1,1,1,33417.3062,"0.005245, 8.415400, 64.546280",False
-601976.2777777778,356,0,1,1,1,3725.159,"0.005245, 8.415400, 64.546280",False
-593956.9444444445,71,0,1,1,1,688.4797,"0.005245, 8.415400, 64.546280",False
-592818.6111111111,53,0,1,1,1,525.2957,"0.005245, 8.415400, 64.546280",False
-590351.4166666666,139,0,1,1,1,1335.6255,"0.005245, 8.415400, 64.546280",False
-589785.1388888889,186,0,1,1,1,1811.2667,"0.005245, 8.415400, 64.546280",False
-589709.3888888889,84,0,1,1,1,808.4486,"0.005245, 8.415400, 64.546280",False
-588534.0833333334,238,0,1,1,1,2364.5093,"0.005245, 8.415400, 64.546280",False
-582590.5,1561,0,1,1,1,25981.5873,"0.005245, 8.415400, 64.546280",False
-581384.3888888889,215,0,1,1,1,2116.3074,"0.005245, 8.415400, 64.546280",False
-581189.0277777778,22,0,1,1,1,252.2237,"0.005245, 8.415400, 64.546280",False
-579825.0555555555,1715,0,1,1,1,29923.6824,"0.005245, 8.415400, 64.546280",False
-579243.2222222222,283,0,1,1,1,2866.1713,"0.005245, 8.415400, 64.546280",False
-576812.0555555555,25,0,1,1,1,278.2094,"0.005245, 8.415400, 64.546280",False
-576154.1388888889,1807,0,1,1,1,32397.4051,"0.005245, 8.415400, 64.546280",False
-572118.6111111111,1745,0,1,1,1,30720.5754,"0.005245, 8.415400, 64.546280",False
-570620.6666666666,66,0,1,1,1,642.8099,"0.005245, 8.415400, 64.546280",False
-567710.1666666666,449,0,1,1,1,4900.4581,"0.005245, 8.415400, 64.546280",False
-567696.5555555555,41,0,1,1,1,418.3945,"0.005245, 8.415400, 64.546280",True
-566888.4722222222,343,0,1,1,1,3568.0975,"0.005245, 8.415400, 64.546280",False
-566306.8611111111,122,0,1,1,1,1169.2917,"0.005245, 8.415400, 64.546280",False
-565601.9444444445,36,0,1,1,1,374.2982,"0.005245, 8.415400, 64.546280",False
-564937.1666666666,84,0,1,1,1,808.4486,"0.005245, 8.415400, 64.546280",False
-564863.4444444445,1696,0,1,1,1,29423.8666,"0.005245, 8.415400, 64.546280",False
-564644.5,248,0,1,1,1,2474.154,"0.005245, 8.415400, 64.546280",False
-564544.9722222222,32,0,1,1,1,339.21,"0.005245, 8.415400, 64.546280",False
-559947.6666666666,32,0,1,1,1,339.21,"0.005245, 8.415400, 64.546280",False
-559511.1944444445,83,0,1,1,1,799.1573,"0.005245, 8.415400, 64.546280",False
-558357.0277777778,131,0,1,1,1,1256.9731,"0.005245, 8.415400, 64.546280",False
-557208.0555555555,48,0,1,1,1,480.57,"0.005245, 8.415400, 64.546280",False
-556535.2222222222,1486,0,1,1,1,24151.8187,"0.005245, 8.415400, 64.546280",False
-552522.5277777778,157,0,1,1,1,1515.0481,"0.005245, 8.415400, 64.546280",False
-551764.1388888889,371,0,1,1,1,3908.5867,"0.005245, 8.415400, 64.546280",False
-551281.7777777778,44,0,1,1,1,444.9782,"0.005245, 8.415400, 64.546280",False
-547995.4722222222,38,0,1,1,1,391.9053,"0.005245, 8.415400, 64.546280",False
-545783.8888888889,1638,0,1,1,1,27921.5373,"0.005245, 8.415400, 64.546280",False
-545271.6944444445,24,0,1,1,1,269.537,"0.005245, 8.415400, 64.546280",False
-544375.4722222222,211,0,1,1,1,2073.7083,"0.005245, 8.415400, 64.546280",False
-544353.6111111111,25,0,1,1,1,278.2094,"0.005245, 8.415400, 64.546280",False
-543041.9444444445,161,0,1,1,1,1555.3813,"0.005245, 8.415400, 64.546280",False
-541862.6666666667,37,0,1,1,1,383.0965,"0.005245, 8.415400, 64.546280",False
-539360.5833333333,431,0,1,1,1,4665.9001,"0.005245, 8.415400, 64.546280",False
-535404.5555555555,44,0,1,1,1,444.9782,"0.005245, 8.415400, 64.546280",False
-535261.4444444445,100,0,1,1,1,958.5363,"0.005245, 8.415400, 64.546280",False
-534561.6666666667,41,0,1,1,1,418.3945,"0.005245, 8.415400, 64.546280",False
