tus,erg,dau,det,a,b,c,keV
-147344.33333333334,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
-146946.94444444444,60,4,1,0.00306,12.1257,37.1393,775.6973
-146728.75,32,4,3,0.002252,12.9039,14.2497,429.480548
-146107.22222222222,22,3,3,-0.003606,24.6944,-0.866357,540.6651390000001
-146057.86111111112,29,1,3,0.002895,10.5845,33.544,342.929195
-145409.27777777778,79,4,2,0.001654,16.4206,-43.19642,1264.353594
-145354.0,109,2,2,0.004184,11.7314,29.3111,1357.743804
-145206.61111111112,285,1,2,-0.002817,22.3117,-7.48475,6122.538925000001
-144205.86111111112,659,1,2,-0.002817,22.3117,-7.48475,13472.555973
-144194.44444444444,431,1,3,0.002895,10.5845,33.544,5133.2415949999995
-143859.41666666666,89,1,3,0.002895,10.5845,33.544,998.4957949999999
-143700.61111111112,52,4,2,0.001654,16.4206,-43.19642,815.147196
-143687.66666666666,1766,2,2,0.004184,11.7314,29.3111,33795.838604000004
-143687.61111111112,1568,2,1,0.006566,6.6033,84.98722,26582.286804
-143687.47222222222,26,1,3,0.002895,10.5845,33.544,310.69802
-143687.47222222222,111,2,3,0.004798,9.72422,47.9505,1186.455078
-143531.27777777778,1719,2,2,0.004184,11.7314,29.3111,32559.144524000003
-143127.27777777778,116,4,1,0.00306,12.1257,37.1393,1484.89586
-143045.52777777778,1702,2,2,0.004184,11.7314,29.3111,32116.381836
-142870.13888888888,1519,3,3,-0.003606,24.6944,-0.866357,29189.583477000007
-142568.02777777778,52,4,1,0.00306,12.1257,37.1393,675.94994
-142494.97222222222,63,4,3,0.002252,12.9039,14.2497,836.1335879999999
-141833.38888888888,85,2,2,0.004184,11.7314,29.3111,1056.7095
-141766.77777777778,1726,4,3,0.002252,12.9039,14.2497,28995.260252000004
-141602.5,1599,3,2,-0.005435,28.0135,-20.6767,30876.696365
-141514.08333333334,163,4,2,0.001654,16.4206,-43.19642,2677.306506
-141475.19444444444,1900,4,3,0.002252,12.9039,14.2497,32661.3797
-141475.16666666666,1753,1,2,-0.002817,22.3117,-7.48475,30448.258996999994
-141475.16666666666,1586,4,2,0.001654,16.4206,-43.19642,30160.340164
-141475.05555555556,17,3,1,-0.002714,23.1905,0.891068,394.345222
-141475.02777777778,189,2,2,0.004184,11.7314,29.3111,2396.002364
-141475.0,39,1,1,0.005245,8.4154,64.54628,400.72452499999997
-141475.0,560,2,1,0.006566,6.6033,84.98722,5841.93282
-141475.0,503,1,3,0.002895,10.5845,33.544,6090.008554999999
-141475.0,1037,4,1,0.00306,12.1257,37.1393,15902.11934
-141033.19444444444,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
-140925.0,1999,1,3,0.002895,10.5845,33.544,32760.382395
-140925.0,1679,2,3,0.004798,9.72422,47.9505,29900.674598
-140925.0,1697,2,1,0.006566,6.6033,84.98722,30199.613213999997
-140924.97222222222,1635,1,1,0.005245,8.4154,64.54628,27844.790404999996
-140924.88888888888,1228,2,2,0.004184,11.7314,29.3111,20744.875356
-140924.88888888888,1323,1,2,-0.002817,22.3117,-7.48475,24580.217557
-140924.86111111112,161,3,1,-0.002714,23.1905,0.891068,3664.2119740000003
-140398.0,1828,2,3,0.004798,9.72422,47.9505,33856.744692
-140397.97222222222,1649,3,3,-0.003606,24.6944,-0.866357,30914.760437000004
-140397.97222222222,1824,4,3,0.002252,12.9039,14.2497,31043.313252
-140397.83333333334,132,1,1,0.005245,8.4154,64.54628,1266.76796
-140397.80555555556,154,2,2,0.004184,11.7314,29.3111,1935.174444
-140319.5,1672,3,3,-0.003606,24.6944,-0.866357,31207.294539000002
-140216.30555555556,1803,1,2,-0.002817,22.3117,-7.48475,31062.981397
-140216.16666666666,48,4,3,0.002252,12.9039,14.2497,638.825508
-140216.16666666666,376,1,3,0.002895,10.5845,33.544,4422.59952
-140216.16666666666,430,1,1,0.005245,8.4154,64.54628,4652.968779999999
-140113.47222222222,1686,4,2,0.001654,16.4206,-43.19642,32343.588964000002
-140113.47222222222,1910,1,3,0.002895,10.5845,33.544,30811.188500000004
-140113.47222222222,1764,1,1,0.005245,8.4154,64.54628,31230.1574
-140113.44444444444,1702,1,2,-0.002817,22.3117,-7.48475,29806.731781999995
-140113.41666666666,1542,2,1,0.006566,6.6033,84.98722,25879.674243999998
-140113.38888888888,1497,4,3,0.002252,12.9039,14.2497,24378.140268
-140113.30555555556,665,4,1,0.00306,12.1257,37.1393,9453.938300000002
-139958.88888888888,100,3,1,-0.002714,23.1905,0.891068,2292.801068
-139836.63888888888,67,4,3,0.002252,12.9039,14.2497,888.920228
-139836.61111111112,797,3,3,-0.003606,24.6944,-0.866357,17390.006789000003
-139599.27777777778,240,4,3,0.002252,12.9039,14.2497,3240.9009
-139599.25,113,2,1,0.006566,6.6033,84.98722,915.0013739999999
-139442.66666666666,1402,2,2,0.004184,11.7314,29.3111,24700.821036
-139442.58333333334,143,4,3,0.002252,12.9039,14.2497,1905.5585480000002
-139442.58333333334,146,2,3,0.004798,9.72422,47.9505,1569.9607879999999
-139421.05555555556,17,3,1,-0.002714,23.1905,0.891068,394.345222
-139255.97222222222,199,3,2,-0.005435,28.0135,-20.6767,5338.778365
-139255.94444444444,39,1,2,-0.002817,22.3117,-7.48475,858.386893
-139255.88888888888,47,3,1,-0.002714,23.1905,0.891068,1084.849342
-139225.55555555556,49,2,2,0.004184,11.7314,29.3111,614.1954840000001
-138816.61111111112,54,2,2,0.004184,11.7314,29.3111,675.0072440000001
-138816.58333333334,85,2,3,0.004798,9.72422,47.9505,909.1747500000001
-138763.33333333334,46,2,3,0.004798,9.72422,47.9505,505.417188
-138632.80555555556,69,3,3,-0.003606,24.6944,-0.866357,1685.879077
-138448.91666666666,91,3,3,-0.003606,24.6944,-0.866357,2216.4627570000002
-137841.77777777778,115,4,3,0.002252,12.9039,14.2497,1527.9809
-137820.72222222222,116,2,3,0.004798,9.72422,47.9505,1240.521908
-137530.02777777778,66,1,1,0.005245,8.4154,64.54628,642.8099
-137263.22222222222,45,1,2,-0.002817,22.3117,-7.48475,990.837325
-137263.19444444444,110,3,2,-0.005435,28.0135,-20.6767,2995.0448
-137263.16666666666,39,2,1,0.006566,6.6033,84.98722,352.502806
-137200.97222222222,35,1,1,0.005245,8.4154,64.54628,365.510405
-136341.47222222222,103,1,1,0.005245,8.4154,64.54628,986.9766850000001
-135981.02777777778,42,1,3,0.002895,10.5845,33.544,483.19978000000003
-135963.41666666666,43,2,1,0.006566,6.6033,84.98722,381.06965399999996
-135697.88888888888,17,3,3,-0.003606,24.6944,-0.866357,417.89630900000003
-135664.69444444444,1770,4,1,0.00306,12.1257,37.1393,31086.3023
-135359.5,90,2,2,0.004184,11.7314,29.3111,1119.0275
-135323.05555555556,1404,4,2,0.001654,16.4206,-43.19642,26271.717244000003
-135322.94444444444,246,4,1,0.00306,12.1257,37.1393,3205.24046
-135192.0,25,3,2,-0.005435,28.0135,-20.6767,676.263925
-135191.94444444444,670,1,1,0.005245,8.4154,64.54628,8057.344779999999
-135191.86111111112,17,3,3,-0.003606,24.6944,-0.866357,417.89630900000003
-134693.38888888888,31,2,3,0.004798,9.72422,47.9505,354.012198
-134187.72222222222,72,1,1,0.005245,8.4154,64.54628,697.64516
-134187.72222222222,85,1,2,-0.002817,22.3117,-7.48475,1868.6569249999998
-134187.63888888888,18,3,2,-0.005435,28.0135,-20.6767,481.80536
-133260.61111111112,62,2,1,0.006566,6.6033,84.98722,519.631524
-132262.41666666666,1641,1,1,0.005245,8.4154,64.54628,27998.378524999996
-132262.36111111112,1262,3,2,-0.005435,28.0135,-20.6767,26676.340160000003
-132262.27777777778,504,3,3,-0.003606,24.6944,-0.866357,11529.129546999999
-132112.80555555556,276,3,2,-0.005435,28.0135,-20.6767,7297.032740000001
-132099.44444444444,140,3,1,-0.002714,23.1905,0.891068,3194.366668
-131929.52777777778,65,3,2,-0.005435,28.0135,-20.6767,1777.2379250000001
-131929.5,40,1,1,0.005245,8.4154,64.54628,409.55427999999995
-131929.47222222222,31,2,1,0.006566,6.6033,84.98722,295.999446
-131929.47222222222,66,3,1,-0.002714,23.1905,0.891068,1519.641884
-131666.27777777778,1939,4,3,0.002252,12.9039,14.2497,33501.80349200001
-131666.25,1583,4,2,0.001654,16.4206,-43.19642,30095.353786
-131646.16666666666,314,1,3,0.002895,10.5845,33.544,3642.51242
-131241.72222222222,29,3,1,-0.002714,23.1905,0.891068,671.133094
-131107.52777777778,254,2,2,0.004184,11.7314,29.3111,3279.0216440000004
-130987.97222222222,108,4,1,0.00306,12.1257,37.1393,1382.4067400000001
-130721.94444444444,20,3,3,-0.003606,24.6944,-0.866357,491.579243
-129772.80555555556,223,2,3,0.004798,9.72422,47.9505,2455.051302
-129141.52777777778,59,1,3,0.002895,10.5845,33.544,668.106995
-129141.5,90,4,3,0.002252,12.9039,14.2497,1193.8419000000001
-128764.05555555556,258,2,2,0.004184,11.7314,29.3111,3334.516076
-128610.83333333333,44,1,3,0.002895,10.5845,33.544,504.86672
-128047.58333333333,216,4,1,0.00306,12.1257,37.1393,2799.05786
-128047.58333333333,79,2,3,0.004798,9.72422,47.9505,846.108198
-127646.63888888889,17,3,1,-0.002714,23.1905,0.891068,394.345222
-127518.66666666667,1681,2,3,0.004798,9.72422,47.9505,29952.365598
-127189.05555555556,34,4,3,0.002252,12.9039,14.2497,455.585612
-127144.36111111111,1733,1,2,-0.002817,22.3117,-7.48475,30198.426236999996
-126977.13888888889,48,2,1,0.006566,6.6033,84.98722,417.07368399999996
-126802.36111111111,46,3,3,-0.003606,24.6944,-0.866357,1127.445747
-126672.83333333333,62,2,1,0.006566,6.6033,84.98722,519.631524
-126672.72222222222,120,4,3,0.002252,12.9039,14.2497,1595.1465
-126645.5,508,1,1,0.005245,8.4154,64.54628,5693.115159999999
-126507.30555555556,32,4,3,0.002252,12.9039,14.2497,429.480548
-126371.30555555556,301,1,3,0.002895,10.5845,33.544,3481.768395
-125964.69444444444,584,4,2,0.001654,16.4206,-43.19642,10110.540604
-125803.88888888889,1931,4,3,0.002252,12.9039,14.2497,33328.850372
-125803.86111111111,1832,2,1,0.006566,6.6033,84.98722,34219.199604
-125803.86111111111,1679,2,2,0.004184,11.7314,29.3111,31521.199244
-125803.86111111111,1796,2,3,0.004798,9.72422,47.9505,32989.155188
-125803.83333333333,1680,4,1,0.00306,12.1257,37.1393,29044.8593
-125803.80555555556,1479,3,1,-0.002714,23.1905,0.891068,28362.925694
-125803.72222222222,180,4,2,0.001654,16.4206,-43.19642,2966.1011799999997
-125803.69444444444,1333,1,3,0.002895,10.5845,33.544,19286.776155000003
-125803.69444444444,141,1,1,0.005245,8.4154,64.54628,1355.393525
-125803.69444444444,150,1,2,-0.002817,22.3117,-7.48475,3275.8877499999994
-125764.75,39,1,1,0.005245,8.4154,64.54628,400.72452499999997
-125619.08333333333,225,4,1,0.00306,12.1257,37.1393,2920.3343
-125210.97222222222,227,2,3,0.004798,9.72422,47.9505,2502.5845820000004
-124957.44444444444,1970,4,3,0.002252,12.9039,14.2497,34174.7195
-124957.30555555556,211,4,2,0.001654,16.4206,-43.19642,3495.1879139999996
-124957.25,619,3,1,-0.002714,23.1905,0.891068,13315.911614
-124890.38888888889,55,4,3,0.002252,12.9039,14.2497,730.7765
-124476.44444444444,40,4,1,0.00306,12.1257,37.1393,527.0633
-124215.52777777778,1037,3,2,-0.005435,28.0135,-20.6767,23184.692285
-124183.02777777778,41,3,2,-0.005435,28.0135,-20.6767,1118.740565
-124179.02777777778,16,3,2,-0.005435,28.0135,-20.6767,426.14794
-123844.97222222222,21,3,1,-0.002714,23.1905,0.891068,486.694694
-123791.41666666667,22,1,2,-0.002817,22.3117,-7.48475,482.00922199999997
-123791.38888888889,956,2,1,0.006566,6.6033,84.98722,12398.645796
-123791.38888888889,42,1,1,0.005245,8.4154,64.54628,427.24526000000003
-123684.44444444444,217,4,2,0.001654,16.4206,-43.19642,3597.9589859999996
-123541.25,75,4,2,0.001654,16.4206,-43.19642,1197.6523300000001
-123437.47222222222,310,2,1,0.006566,6.6033,84.98722,2763.0028199999997
-123131.13888888889,60,2,3,0.004798,9.72422,47.9505,648.6765
-123033.05555555556,1718,3,1,-0.002714,23.1905,0.891068,31831.733932000003
-123033.02777777778,1768,4,3,0.002252,12.9039,14.2497,29867.700548
-123032.91666666667,42,3,2,-0.005435,28.0135,-20.6767,1146.30296
-123032.88888888889,189,3,3,-0.003606,24.6944,-0.866357,4537.5653170000005
-122474.38888888889,56,1,1,0.005245,8.4154,64.54628,552.2570000000001
-122239.72222222222,36,4,3,0.002252,12.9039,14.2497,481.708692
-122152.80555555556,25,1,2,-0.002817,22.3117,-7.48475,548.5471249999999
-122084.36111111111,1041,2,3,0.004798,9.72422,47.9505,15370.364958
-121470.58333333333,71,1,1,0.005245,8.4154,64.54628,688.4797249999999
-121131.08333333333,244,4,1,0.00306,12.1257,37.1393,3177.9902599999996
-120462.63888888889,57,3,1,-0.002714,23.1905,0.891068,1313.9317819999999
-120147.0,1734,4,3,0.002252,12.9039,14.2497,29160.826812
-119713.05555555556,28,1,1,0.005245,8.4154,64.54628,304.28956
-119548.19444444444,1096,3,2,-0.005435,28.0135,-20.6767,24153.510340000004
-119439.33333333333,33,2,2,0.004184,11.7314,29.3111,421.00367600000004
-119374.83333333333,1511,4,3,0.002252,12.9039,14.2497,24653.631092
-119374.77777777778,42,4,1,0.00306,12.1257,37.1393,551.81654
-119374.75,479,2,3,0.004798,9.72422,47.9505,5806.709798000001
-119211.08333333333,262,4,1,0.00306,12.1257,37.1393,3424.1233399999996
-119211.05555555556,82,3,1,-0.002714,23.1905,0.891068,1884.263132
-119110.08333333333,60,2,1,0.006566,6.6033,84.98722,504.82282
-118956.75,1901,1,2,-0.002817,22.3117,-7.48475,32226.979532999994
-118956.61111111111,177,1,1,0.005245,8.4154,64.54628,1718.3926849999998
-118956.58333333333,363,3,2,-0.005435,28.0135,-20.6767,9432.059285
-118740.88888888889,34,4,2,0.001654,16.4206,-43.19642,517.016004
-118682.08333333333,2069,1,2,-0.002817,22.3117,-7.48475,34096.518812999995
-118682.08333333333,2113,1,3,0.002895,10.5845,33.544,35324.098755000006
-118681.94444444444,39,2,2,0.004184,11.7314,29.3111,493.199564
-118681.94444444444,413,1,1,0.005245,8.4154,64.54628,4434.740884999999
-118681.91666666667,144,4,2,0.001654,16.4206,-43.19642,2355.667324
-118681.91666666667,245,2,1,0.006566,6.6033,84.98722,2096.91987
-118681.91666666667,204,4,3,0.002252,12.9039,14.2497,2740.3645319999996
-118681.88888888889,42,3,1,-0.002714,23.1905,0.891068,970.104572
-118407.55555555556,38,3,1,-0.002714,23.1905,0.891068,878.211052
-118096.33333333333,301,3,3,-0.003606,24.6944,-0.866357,7105.440837000001
-117734.33333333333,76,3,1,-0.002714,23.1905,0.891068,1747.693004
-117580.44444444444,105,2,3,0.004798,9.72422,47.9505,1121.89155
-117580.38888888889,39,2,1,0.006566,6.6033,84.98722,352.502806
-117569.11111111111,1836,2,1,0.006566,6.6033,84.98722,34341.949156
-117569.08333333333,1636,2,2,0.004184,11.7314,29.3111,30420.340764
-117568.94444444444,237,1,3,0.002895,10.5845,33.544,2704.6797549999997
-117194.36111111111,265,4,1,0.00306,12.1257,37.1393,3465.3383
-117070.41666666667,55,2,1,0.006566,6.6033,84.98722,468.03086999999994
-116204.33333333333,1855,4,3,0.002252,12.9039,14.2497,31700.1725
-116204.33333333333,1919,2,1,0.006566,6.6033,84.98722,36936.415446000006
-116204.33333333333,1865,4,1,0.00306,12.1257,37.1393,33294.9383
-116204.33333333333,1630,4,2,0.001654,16.4206,-43.19642,31116.894180000003
-116204.30555555556,1924,1,3,0.002895,10.5845,33.544,31114.76352
-116204.30555555556,1649,2,2,0.004184,11.7314,29.3111,30751.526684
-115990.13888888889,49,1,3,0.002895,10.5845,33.544,559.1353949999999
-115636.0,109,4,1,0.00306,12.1257,37.1393,1395.19646
-115596.80555555556,558,4,1,0.00306,12.1257,37.1393,7756.053739999999
-115414.91666666667,34,3,2,-0.005435,28.0135,-20.6767,925.49944
-114992.41666666667,57,3,1,-0.002714,23.1905,0.891068,1313.9317819999999
-114721.44444444444,17,3,1,-0.002714,23.1905,0.891068,394.345222
-113544.25,60,3,1,-0.002714,23.1905,0.891068,1382.5506679999999
-113501.11111111111,1833,3,1,-0.002714,23.1905,0.891068,33390.338822000005
-113501.11111111111,1729,3,2,-0.005435,28.0135,-20.6767,32167.052965000003
-113501.08333333333,2021,4,3,0.002252,12.9039,14.2497,35291.192732
-113501.05555555556,1681,2,1,0.006566,6.6033,84.98722,29739.081245999998
-113501.02777777778,1634,1,2,-0.002817,22.3117,-7.48475,28928.566998
-113501.02777777778,1775,1,3,0.002895,10.5845,33.544,27942.090875
-113500.97222222222,43,1,1,0.005245,8.4154,64.54628,436.106485
-113500.91666666667,263,2,2,0.004184,11.7314,29.3111,3404.072396
-113500.91666666667,916,4,2,0.001654,16.4206,-43.19642,16385.871804
-113500.86111111111,38,2,3,0.004798,9.72422,47.9505,424.399172
-113318.47222222222,39,3,3,-0.003606,24.6944,-0.866357,956.7305170000001
-113318.30555555556,161,3,2,-0.005435,28.0135,-20.6767,4348.6161649999995
-113176.83333333333,222,4,1,0.00306,12.1257,37.1393,2879.85374
-113038.72222222222,206,4,1,0.00306,12.1257,37.1393,2664.88766
-113006.13888888889,111,1,1,0.005245,8.4154,64.54628,1063.279325
-112987.19444444444,40,3,2,-0.005435,28.0135,-20.6767,1091.1673
-112905.91666666667,45,3,2,-0.005435,28.0135,-20.6767,1228.924925
-112905.05555555556,42,1,3,0.002895,10.5845,33.544,483.19978000000003
-112905.0,368,1,1,0.005245,8.4154,64.54628,3871.71236
-112890.02777777778,338,4,1,0.00306,12.1257,37.1393,4485.2125399999995
-112573.69444444444,37,2,3,0.004798,9.72422,47.9505,414.315102
-112563.77777777778,354,1,1,0.005245,8.4154,64.54628,3700.8803
-112563.75,836,1,2,-0.002817,22.3117,-7.48475,16676.306417999996
-112256.75,330,4,3,0.002252,12.9039,14.2497,4517.779500000001
-112256.72222222222,385,4,2,0.001654,16.4206,-43.19642,6523.89873
-111676.13888888889,1824,1,3,0.002895,10.5845,33.544,28971.26752
-111442.88888888889,28,3,1,-0.002714,23.1905,0.891068,648.097292
-111051.19444444444,33,1,1,0.005245,8.4154,64.54628,347.96628499999997
-110807.25,52,1,3,0.002895,10.5845,33.544,591.76608
-110622.33333333333,1900,4,3,0.002252,12.9039,14.2497,32661.3797
-110622.22222222222,1300,3,1,-0.002714,23.1905,0.891068,25561.881068000002
-110622.16666666667,1073,4,1,0.00306,12.1257,37.1393,16571.08214
-110622.16666666667,203,4,2,0.001654,16.4206,-43.19642,3358.345066
-110310.97222222222,41,1,1,0.005245,8.4154,64.54628,418.39452500000004
-110216.97222222222,42,2,2,0.004184,11.7314,29.3111,529.410476
-110023.05555555556,147,4,3,0.002252,12.9039,14.2497,1959.786468
-109750.63888888889,1769,2,3,0.004798,9.72422,47.9505,32264.769758
-108978.36111111111,47,3,2,-0.005435,28.0135,-20.6767,1283.9518850000002
-108547.72222222222,134,1,1,0.005245,8.4154,64.54628,1286.3891
-108074.38888888889,2122,1,3,0.002895,10.5845,33.544,35529.70218
-108074.38888888889,1999,2,1,0.006566,6.6033,84.98722,39522.72648600001
-108074.33333333333,1695,4,3,0.002252,12.9039,14.2497,28356.4125
-108074.22222222222,106,2,2,0.004184,11.7314,29.3111,1319.850924
-108074.22222222222,82,1,1,0.005245,8.4154,64.54628,789.8764600000001
-108074.16666666667,47,1,2,-0.002817,22.3117,-7.48475,1034.9423969999998
-107738.25,1385,2,3,0.004798,9.72422,47.9505,22719.63875
-107413.47222222222,1363,3,2,-0.005435,28.0135,-20.6767,28064.749285
-107413.38888888889,259,3,3,-0.003606,24.6944,-0.866357,6153.089157
-107097.25,17,3,1,-0.002714,23.1905,0.891068,394.345222
-106826.55555555556,71,4,1,0.00306,12.1257,37.1393,913.4894600000001
-106437.0,38,2,2,0.004184,11.7314,29.3111,481.145996
-106409.58333333333,797,3,3,-0.003606,24.6944,-0.866357,17390.006789000003
-106349.5,29,1,1,0.005245,8.4154,64.54628,313.003925
-106077.94444444444,21,3,1,-0.002714,23.1905,0.891068,486.694694
-105997.36111111111,621,2,3,0.004798,9.72422,47.9505,7936.9966380000005
-104745.69444444444,32,4,3,0.002252,12.9039,14.2497,429.480548
-104568.0,22,1,2,-0.002817,22.3117,-7.48475,482.00922199999997
-104268.88888888889,36,4,3,0.002252,12.9039,14.2497,481.708692
-103494.41666666667,1768,1,2,-0.002817,22.3117,-7.48475,30634.154641999998
-103494.25,37,2,1,0.006566,6.6033,84.98722,338.298174
-103494.25,168,2,3,0.004798,9.72422,47.9505,1817.0382120000002
-103427.80555555556,1661,4,2,0.001654,16.4206,-43.19642,31794.675514000002
-102933.47222222222,64,2,3,0.004798,9.72422,47.9505,689.9531880000001
-102893.55555555556,154,1,1,0.005245,8.4154,64.54628,1484.9083
-102485.22222222222,121,2,2,0.004184,11.7314,29.3111,1510.068444
-102485.16666666667,19,3,1,-0.002714,23.1905,0.891068,440.530814
-102467.41666666667,1690,3,3,-0.003606,24.6944,-0.866357,31433.573043000004
-102467.41666666667,1748,2,2,0.004184,11.7314,29.3111,33320.027036
-102467.33333333333,1497,2,3,0.004798,9.72422,47.9505,25357.469022
-102467.33333333333,1410,2,1,0.006566,6.6033,84.98722,22449.50482
-102467.30555555556,1402,4,3,0.002252,12.9039,14.2497,22532.057708
-102467.27777777778,47,1,3,0.002895,10.5845,33.544,537.410555
-102467.27777777778,348,3,1,-0.002714,23.1905,0.891068,7742.508812
-102467.27777777778,331,3,2,-0.005435,28.0135,-20.6767,8656.327765000002
-101783.88888888889,1614,2,2,0.004184,11.7314,29.3111,29863.093964
-101601.05555555556,82,3,2,-0.005435,28.0135,-20.6767,2239.88536
-101601.02777777778,73,2,1,0.006566,6.6033,84.98722,602.018334
-101196.69444444444,1614,2,3,0.004798,9.72422,47.9505,28241.612388
-101196.66666666667,1539,2,1,0.006566,6.6033,84.98722,25799.174806
-101196.63888888889,1387,2,2,0.004184,11.7314,29.3111,24349.812396
-101196.55555555556,210,1,3,0.002895,10.5845,33.544,2383.9584999999997
-101092.86111111111,39,2,1,0.006566,6.6033,84.98722,352.502806
-100849.36111111111,54,1,1,0.005245,8.4154,64.54628,534.2723
-100594.63888888889,1803,1,3,0.002895,10.5845,33.544,28528.489555
-100508.77777777778,240,3,1,-0.002714,23.1905,0.891068,5410.284668
-100358.5,57,2,2,0.004184,11.7314,29.3111,711.594716
-100171.08333333333,17,3,2,-0.005435,28.0135,-20.6767,453.98208500000004
-100159.30555555556,105,3,3,-0.003606,24.6944,-0.866357,2552.289493
-99864.94444444444,294,1,1,0.005245,8.4154,64.54628,2992.0307
-99864.86111111111,25,1,3,0.002895,10.5845,33.544,299.965875
-99753.75,39,2,1,0.006566,6.6033,84.98722,352.502806
-99657.55555555556,57,2,1,0.006566,6.6033,84.98722,482.708254
-99638.72222222222,157,1,1,0.005245,8.4154,64.54628,1515.048085
-99638.69444444444,26,1,2,-0.002817,22.3117,-7.48475,570.715158
-99638.63888888889,49,2,1,0.006566,6.6033,84.98722,424.31388599999997
-99199.41666666667,1790,1,1,0.005245,8.4154,64.54628,31933.61678
-99199.16666666667,18,3,3,-0.003606,24.6944,-0.866357,442.46449900000005
-99127.77777777778,1506,3,3,-0.003606,24.6944,-0.866357,29010.362227
-99127.66666666667,58,3,2,-0.005435,28.0135,-20.6767,1585.8229600000002
-98998.80555555556,65,2,1,0.006566,6.6033,84.98722,541.94307
-98944.16666666667,1748,1,1,0.005245,8.4154,64.54628,30800.783959999997
-98944.11111111111,1459,2,3,0.004798,9.72422,47.9505,24448.998918
-98944.02777777778,191,3,2,-0.005435,28.0135,-20.6767,5131.627565000001
-98944.02777777778,114,4,2,0.001654,16.4206,-43.19642,1850.247364
-98944.02777777778,179,1,2,-0.002817,22.3117,-7.48475,3896.0500529999995
-98944.02777777778,63,3,3,-0.003606,24.6944,-0.866357,1540.5686289999999
-98944.02777777778,289,2,2,0.004184,11.7314,29.3111,3769.137564
-98944.0,290,2,1,0.006566,6.6033,84.98722,2552.14482
-98944.0,1003,1,3,0.002895,10.5845,33.544,13562.193555
-98909.13888888889,33,3,1,-0.002714,23.1905,0.891068,763.222022
-98909.0,93,4,2,0.001654,16.4206,-43.19642,1498.2248260000001
-98584.86111111111,270,1,1,0.005245,8.4154,64.54628,2719.06478
-98524.30555555556,36,3,2,-0.005435,28.0135,-20.6767,980.76554
-98224.47222222222,40,3,1,-0.002714,23.1905,0.891068,924.168668
-98094.55555555556,89,4,2,0.001654,16.4206,-43.19642,1431.338314
-98094.47222222222,35,2,2,0.004184,11.7314,29.3111,445.03550000000007
-98040.11111111111,44,2,1,0.006566,6.6033,84.98722,388.244196
-98039.61111111111,124,2,1,0.006566,6.6033,84.98722,1004.755236
-97753.0,117,4,1,0.00306,12.1257,37.1393,1497.73454
-97672.83333333333,282,3,3,-0.003606,24.6944,-0.866357,6676.190899
-97542.94444444444,1591,3,1,-0.002714,23.1905,0.891068,30027.079934
-97542.83333333333,232,4,3,0.002252,12.9039,14.2497,3129.166148
-97542.80555555556,32,4,2,0.001654,16.4206,-43.19642,483.95647600000007
-97332.52777777778,67,3,3,-0.003606,24.6944,-0.866357,1637.471109
-97284.47222222222,1260,1,1,0.005245,8.4154,64.54628,18994.91228
-97284.41666666667,28,1,2,-0.002817,22.3117,-7.48475,615.034322
-97284.38888888889,32,4,3,0.002252,12.9039,14.2497,429.480548
-97284.38888888889,39,2,3,0.004798,9.72422,47.9505,434.492838
-97185.97222222222,42,3,3,-0.003606,24.6944,-0.866357,1029.937459
-97075.69444444444,202,3,1,-0.002714,23.1905,0.891068,4574.630012
-96594.11111111111,1711,4,2,0.001654,16.4206,-43.19642,32894.569914
-96594.11111111111,1973,4,3,0.002252,12.9039,14.2497,34240.070108
-96594.11111111111,1772,4,1,0.00306,12.1257,37.1393,31132.230739999995
-96594.08333333333,1671,3,1,-0.002714,23.1905,0.891068,31174.074494
-96593.94444444444,232,1,2,-0.002817,22.3117,-7.48475,5017.207442
-96593.88888888889,27,3,3,-0.003606,24.6944,-0.866357,663.2536690000001
-96593.88888888889,69,1,1,0.005245,8.4154,64.54628,670.180325
-96551.19444444444,163,2,3,0.004798,9.72422,47.9505,1760.476422
-96456.97222222222,21,3,1,-0.002714,23.1905,0.891068,486.694694
-96368.33333333333,30,1,3,0.002895,10.5845,33.544,353.6845
-96368.27777777778,42,2,2,0.004184,11.7314,29.3111,529.410476
-96248.36111111111,65,3,3,-0.003606,24.6944,-0.866357,1589.0342930000002
-96248.33333333333,49,1,1,0.005245,8.4154,64.54628,489.49412500000005
-95915.88888888889,1564,4,2,0.001654,16.4206,-43.19642,29684.464764
-95809.61111111111,23,3,3,-0.003606,24.6944,-0.866357,565.1972690000001
-95806.08333333333,1475,3,1,-0.002714,23.1905,0.891068,28302.232318000006
-95630.63888888889,78,4,2,0.001654,16.4206,-43.19642,1247.673316
-94905.33333333333,1550,4,2,0.001654,16.4206,-43.19642,29382.46858
-94905.33333333333,1656,4,1,0.00306,12.1257,37.1393,28508.84666
-94905.22222222222,82,2,3,0.004798,9.72422,47.9505,877.5982920000001
-94905.13888888889,84,2,1,0.006566,6.6033,84.98722,685.994116
-94870.0,21,1,1,0.005245,8.4154,64.54628,243.58272499999998
-94844.91666666667,86,1,3,0.002895,10.5845,33.544,965.22242
-94844.88888888889,332,2,2,0.004184,11.7314,29.3111,4385.313116
-94698.25,39,1,3,0.002895,10.5845,33.544,450.742795
-94577.66666666667,43,4,3,0.002252,12.9039,14.2497,573.281348
