tus,dau,det,typ,erg
-408194,3,2,0,792
-407900,0,2,0,292
-407900,1,0,0,255
-407900,2,2,0,699
-407900,2,0,0,251
-407900,0,1,0,32
-407899,2,1,0,20
-407486,1,1,0,37
-406961,3,0,0,38
-406950,0,2,0,1786
-406922,3,0,0,51
-406894,3,1,0,336
-406850,0,0,0,1774
-406849,3,0,0,97
-406849,0,1,0,271
-406790,2,2,0,1681
-406686,0,2,0,58
-406686,0,1,0,36
-406104,1,0,0,80
-405944,0,0,0,1705
-405442,0,2,0,366
-405442,1,2,0,48
-405442,3,0,0,159
-405442,1,1,0,188
-405442,3,1,0,178
-405442,0,1,0,781
-405374,2,1,0,1781
-405374,0,0,0,1738
-405374,1,2,0,39
-405374,0,1,0,1754
-405374,1,0,0,44
-405374,2,2,0,1524
-405374,0,2,0,1933
-405374,2,0,0,169
-405374,1,1,0,238
-404376,2,0,0,35
-404221,0,2,0,1507
-404221,2,0,0,436
-404220,1,0,0,42
-403757,3,2,0,597
-403723,2,0,0,1173
-403690,2,2,0,96
-403564,2,2,0,683
-403115,0,2,0,27
-402772,0,1,0,62
-402760,2,1,0,639
-402734,2,0,0,27
-402734,3,2,0,1045
-402615,3,2,0,1712
-402473,2,2,0,678
-402401,0,2,0,2023
-402401,1,0,0,1724
-402401,2,0,0,1531
-402401,3,0,0,1505
-402401,0,0,0,1980
-402401,1,1,0,890
-402401,3,1,0,63
-402401,0,1,0,1910
-402401,3,2,0,1581
-401534,1,1,0,1610
-401477,2,1,0,184
-401477,2,2,0,20
-401449,1,0,0,1657
-401449,0,0,0,1643
-401449,2,1,0,57
-401449,0,1,0,60
-401449,1,1,0,1554
-401449,2,2,0,345
-401449,0,2,0,1673
-401449,1,2,0,1469
-401449,2,0,0,68
-401225,0,2,0,53
-401185,2,1,0,67
-400874,0,0,0,1632
-400874,2,0,0,20
-400874,2,1,0,437
-400874,2,2,0,362
-399576,3,2,0,1831
-399575,0,1,0,85
-399297,2,2,0,1617
-399156,2,2,0,63
-399156,0,2,0,40
-398935,0,2,0,1849
-398935,1,0,0,168
-398698,1,2,0,1632
-398698,1,0,0,61
-398698,1,1,0,921
-398477,1,2,0,1529
-398477,0,2,0,72
-398477,1,1,0,60
-398361,1,1,0,75
-397998,3,2,0,1918
-397998,2,0,0,1262
-397630,0,0,0,1001
-397376,1,1,0,1626
-397376,1,2,0,190
-397372,2,0,0,105
-397002,1,0,0,43
-396826,1,2,0,38
-396703,2,2,0,19
-396478,1,1,0,188
-396478,2,2,0,16
-396478,1,2,0,631
-396149,0,0,0,77
-396149,1,0,0,43
-396149,0,2,0,29
-395972,0,0,0,54
-395826,0,2,0,653
-395742,3,2,0,41
-394279,0,1,0,1824
-394279,0,2,0,959
-394057,0,2,0,66
-392837,0,1,0,57
-392837,2,1,0,19
-392683,0,1,0,21
-391279,1,1,0,213
-391143,3,0,0,1523
-391142,1,2,0,72
-391142,3,1,0,93
-391142,3,2,0,1059
-390053,2,1,0,64
-389893,2,1,0,19
-389574,0,2,0,688
-389574,1,2,0,40
-389568,3,1,0,43
-389462,0,0,0,151
-389462,1,1,0,1731
-389462,2,1,0,1633
-389462,3,2,0,1845
-389462,2,0,0,26
-389220,0,0,0,1758
-389220,2,2,0,36
-389220,0,1,0,311
-389220,0,2,0,317
-389175,0,2,0,2240
-389175,2,0,0,81
-389175,1,1,0,167
-389175,0,1,0,274
-389175,1,0,0,580
-389172,0,2,1,166
-389172,0,2,3,74
-388929,0,2,0,28
-388850,2,1,0,79
-388746,2,1,0,17
-388746,1,0,0,47
-388694,2,1,0,50
-388694,0,0,0,51
-388656,0,0,0,61
-387775,1,1,0,36
-387322,0,0,0,42
-387244,1,0,0,1738
-387244,0,1,0,28
-387244,0,2,0,111
-386987,1,1,0,46
-386987,2,1,0,32
-386973,0,2,0,125
-386783,1,2,0,1693
-386783,1,0,0,606
-385871,1,2,0,33
-385513,2,1,0,76
-385342,1,2,0,1916
-385341,0,0,0,273
-385341,1,1,0,225
-385208,0,2,0,640
-385129,1,2,0,57
-385015,0,0,0,1829
-385015,1,0,0,36
-385015,0,1,0,1704
-384924,0,2,0,28
-384863,2,0,0,16
-384720,1,0,0,102
-384640,0,0,0,484
-384640,1,0,0,35
-384640,2,2,0,378
-384640,2,0,0,29
-384640,0,1,0,42
-384460,1,2,0,57
-383580,3,2,0,37
-382786,2,0,0,1834
-382786,3,2,0,1803
-382786,0,1,0,188
-382786,0,0,0,30
-382786,2,1,0,1738
-382786,2,2,0,736
-382627,1,2,0,93
-381937,2,2,0,25
-381768,3,1,0,117
-381447,1,0,0,1643
-381447,1,1,0,978
-381425,1,0,0,1611
-381425,0,2,0,428
-381425,1,1,0,1431
-381425,1,2,0,31
-380872,2,2,0,1775
-380872,2,0,0,42
-380872,2,1,0,262
-380789,3,1,0,39
-380061,0,2,0,2181
-380061,1,0,0,1828
-380061,0,0,0,37
-380061,0,1,0,741
-379293,0,1,0,42
-379184,2,0,0,1381
-378884,3,2,0,36
-378770,2,0,0,88
-377938,0,0,0,72
-377883,2,0,0,21
-377880,3,1,0,53
-377703,3,2,0,1021
-377315,1,2,0,156
-377315,3,1,0,32
-377315,3,2,0,37
-377000,0,0,0,40
-376451,3,1,0,207
-375994,2,2,0,517
-375481,1,1,0,109
-375273,3,0,0,2009
-375273,3,2,0,1814
-375272,1,0,0,31
-375272,3,1,0,1194
-375272,1,1,0,41
-375272,1,2,0,84
-375148,2,1,0,1616
-375148,2,2,0,76
-375146,2,1,1,70
-375146,2,1,3,67
-373556,3,0,0,36
-373556,3,2,0,175
-373370,1,0,0,1525
-373370,0,2,0,21
-373370,1,2,0,170
-373270,3,2,0,74
-373245,1,2,0,1468
-373245,3,0,0,1432
-373245,1,1,0,1234
-373245,3,1,0,79
-373129,2,0,0,1539
-373129,0,2,0,188
-372783,3,2,0,124
-372537,0,1,0,211
-372537,0,2,0,111
-372501,0,0,0,72
-372501,0,1,0,78
-372458,3,1,0,302
-371582,1,0,0,54
-371582,3,2,0,65
-371582,1,1,0,177
-371581,0,1,0,97
-371581,0,0,0,74
-371444,2,0,0,21
-371359,2,2,0,1682
-371358,0,0,0,44
-371235,2,0,0,101
-370944,0,1,0,1802
-370943,2,0,0,106
-370943,0,2,0,27
-370943,2,1,0,155
-370514,2,1,0,50
-370514,2,0,0,62
-369477,3,2,0,1838
-368968,1,0,0,2017
-368968,0,2,0,130
-368968,2,0,0,26
-368968,0,0,0,30
-368968,1,1,0,1764
-368968,1,2,0,245
-368846,2,1,0,57
-368696,3,0,0,273
-368431,3,0,0,61
-367979,3,2,0,89
-367169,2,2,0,1617
-367169,0,0,0,56
-366901,1,1,0,1695
-366901,1,2,0,1787
-366901,1,0,0,1761
-366786,1,2,0,40
-366577,2,2,0,1571
-366577,0,1,0,1644
-366577,0,0,0,164
-366556,0,0,0,212
-366556,0,2,0,455
-366533,1,2,0,1751
-366369,0,2,0,1990
-365839,3,0,0,61
-365787,0,1,0,377
-365787,0,2,0,55
-365787,0,0,0,43
-365741,2,2,0,357
-365245,0,0,0,1678
-364842,0,2,0,1906
-364842,1,0,0,59
-364842,0,1,0,23
-364687,3,1,0,33
-364687,3,0,0,882
-364669,0,1,0,40
-364495,2,2,0,54
-364488,0,1,0,45
-363867,0,0,0,119
-363128,3,1,0,205
-363052,3,2,0,1428
-362246,1,1,0,50
-362027,1,0,0,31
-361390,0,1,0,1632
-361121,1,0,0,200
-360807,2,2,0,47
-360352,0,2,0,1957
-360352,1,0,0,653
-360352,2,2,0,24
-360352,0,1,0,112
-360352,1,1,0,63
-360330,1,0,0,141
-360034,0,2,0,1924
-359869,0,1,0,201
-359333,2,2,0,46
-359319,3,2,0,97
-359287,1,0,0,123
-358625,1,2,0,92
-358624,0,0,0,266
-358515,3,1,0,1499
-358124,0,1,0,1696
-357984,0,1,0,110
-357984,1,1,0,1697
-357984,3,1,0,1852
-357984,1,2,0,1821
-357984,3,2,0,284
-357984,0,2,0,359
-357984,3,0,0,33
-357984,1,0,0,1744
-357984,3,0,3,22
-357983,3,0,1,234
-357954,2,0,0,1537
-357741,3,2,0,145
-357668,1,1,0,39
-357651,2,2,0,38
-357424,1,2,0,41
-357090,1,1,0,77
-356749,3,2,0,143
-356747,1,0,0,57
-356747,0,2,0,39
-356359,1,0,0,74
-356085,2,2,0,42
-355392,1,1,0,264
-355392,1,2,0,70
-355278,2,0,0,296
-355278,3,2,0,46
-355121,2,1,0,19
-355049,1,2,0,31
-355017,1,0,0,81
-354773,1,0,0,190
-354266,3,2,0,104
-354011,0,0,0,108
-354011,1,0,0,49
-354011,2,1,0,28
-354011,3,1,0,31
-353791,0,2,0,1746
-353627,2,2,0,33
-353014,0,1,0,134
-353014,1,0,0,1688
-353014,1,1,0,1851
-353014,0,2,0,70
-353014,1,2,0,1741
-352978,2,2,0,281
-352813,1,0,0,114
-352716,0,0,0,61
-352710,1,2,0,120
-352704,2,0,0,18
-352299,3,0,0,73
-352158,1,2,0,52
-352059,1,0,0,43
-350909,2,0,0,20
-350729,0,2,0,1880
-350729,2,1,0,18
-350729,2,0,0,58
-350152,2,2,0,71
-349755,3,2,0,235
-349549,0,0,0,1821
-348960,1,0,0,94
-348416,2,2,0,135
-348129,0,0,0,1941
-348129,1,0,0,37
-348129,2,1,0,19
-348129,0,1,0,1842
-348129,1,1,0,52
-348129,2,2,0,125
-348129,0,2,0,158
-347726,1,1,0,1615
-347715,1,0,0,68
-347715,1,2,0,1442
-347715,1,1,0,531
-347208,0,1,0,175
-347208,2,2,0,73
-347208,1,0,0,57
-347208,0,2,0,137
-347208,2,1,0,48
-346834,2,1,0,435
-346128,0,2,0,56
-345655,1,1,0,54
-345046,0,2,0,1891
-344908,3,2,0,57
-344828,1,2,0,1655
-344701,3,2,0,1874
-344613,1,2,0,125
-344427,0,1,0,1549
-344427,2,2,0,1681
-344427,0,2,0,64
-344427,0,0,0,27
-344178,1,0,0,1788
-343938,3,1,0,477
-343938,3,0,0,404
-343856,2,0,0,1373
-343856,2,1,0,602
-343739,1,2,0,76
-343697,1,0,0,364
-343244,3,1,0,1570
-342713,2,2,0,172
-342413,3,2,0,92
-342233,2,2,0,117
-342032,0,2,0,200
-342032,1,0,0,1709
-341912,1,0,0,32
-341460,2,0,0,73
-340881,1,1,0,36
-340612,1,0,0,33
-340016,1,0,0,119
-339429,3,2,0,48
-339063,0,0,0,692
-338644,3,2,0,32
-338301,2,2,0,23
-338268,0,1,0,487
-338189,3,2,0,126
-337839,3,1,0,115
-337715,0,1,0,757
-336518,2,0,0,67
-335994,1,1,0,1632
-335994,3,1,0,36
-335994,1,2,0,1481
-335630,2,2,0,1799
-335630,0,0,0,123
-335630,0,1,0,348
-335630,2,1,0,19
-335625,2,2,3,62
-335624,2,2,1,65
-335503,1,0,0,206
-335280,3,0,0,92
-335279,0,0,0,106
-334355,0,0,0,1815
-334302,0,0,0,1819
-334302,1,2,0,1834
-334302,2,2,0,1840
-334302,3,2,0,1898
-334302,0,1,0,673
-334302,1,0,0,1874
-334302,2,0,0,1647
-334302,3,1,0,1068
-334302,1,1,0,1456
-334302,2,1,0,1514
-334302,3,0,0,983
-334302,0,2,0,1225
-334076,0,0,0,96
-334076,2,2,0,346
-334027,2,2,0,52
-333774,0,2,0,26
-333763,2,2,0,37
-333551,0,0,0,161
-332639,3,1,0,57
-332039,3,0,0,136
-331595,0,0,0,1791
-331594,1,0,0,31
-331594,2,0,0,105
-331594,3,2,0,1177
-331594,0,1,0,876
-331594,2,1,0,321
-331594,0,2,0,604
-331594,2,2,0,41
-331255,2,2,0,48
-331178,0,2,0,44
-331121,2,2,0,25
-330814,2,0,0,89
-330420,0,2,0,1692
-329605,0,0,0,95
-329470,2,0,0,46
-329397,3,0,0,641
-329225,3,1,0,748
-329073,2,2,0,365
-329073,2,1,0,17
-328724,0,0,0,38
-328582,0,0,0,28
-327964,0,2,0,1979
-327748,2,0,0,152
-327561,1,1,0,220
-327561,1,0,0,53
-327522,0,0,0,193
-327427,0,1,0,49
-326736,3,2,0,419
-326676,3,2,0,37
-326639,1,0,0,47
-326337,1,0,0,241
-326337,2,0,0,1786
-326337,3,2,0,152
-326337,2,1,0,381
-326337,3,1,0,132
-326337,2,2,0,86
-326257,2,0,0,83
-326186,1,2,0,1730
-326186,1,1,0,69
-325173,3,0,0,39
-325061,1,0,0,1527
-325061,1,1,0,1274
-324774,1,0,0,103
-324609,1,2,0,1333
-323462,0,0,0,258
-323450,1,0,0,179
-323385,2,1,0,119
-323353,1,1,0,1366
-323353,3,2,0,187
-323353,1,0,0,743
-322955,0,2,0,27
-322633,0,0,0,25
-322439,0,0,0,350
-322179,2,2,0,41
-321125,0,1,0,226
-321102,1,1,0,1210
-321102,1,2,0,45
-320983,0,0,0,25
-320887,2,1,0,42
-320367,3,2,0,55
-320095,0,0,0,96
-320016,0,0,0,26
-320016,2,2,0,35
-319890,3,0,0,34
-319621,0,0,0,138
-319541,0,1,0,1450
-319320,1,1,0,1712
-319201,2,1,0,28
-318444,1,1,0,39
-318377,1,1,0,1616
-318377,3,2,0,1858
-318377,1,2,0,58
-318377,3,1,0,504
-318377,1,0,0,444
-318235,2,1,0,1787
-318235,3,2,0,251
-318235,2,2,0,462
-318235,2,0,0,151
-317323,2,1,0,191
-317323,1,1,0,77
-317323,2,0,0,557
-317272,0,0,0,239
-317179,1,1,0,322
-317093,1,1,0,71
-317093,2,2,0,16
-317093,0,0,0,113
-317093,2,0,0,47
-317093,2,1,0,19
-317092,3,1,0,35
-316725,0,1,0,33
-316725,0,2,0,45
-316372,1,2,0,1773
-316372,3,1,0,59
-316338,3,2,0,39
-316078,0,2,0,105
-316078,0,1,0,24
-315820,3,1,0,57
-315652,2,1,0,1103
-315652,2,2,0,64
-315652,2,0,0,271
-315518,3,0,0,118
-315498,0,0,0,43
-315434,3,0,0,36
-315387,3,2,0,1844
-315387,0,0,0,1643
-315387,1,0,0,54
-315387,2,1,0,944
-315387,0,1,0,64
-315387,2,2,0,485
-315387,3,1,0,1519
-315387,2,0,0,622
-315325,2,0,0,1497
-315325,3,2,0,1751
-315062,2,1,0,97
-315062,2,0,0,42
-315001,3,0,0,32
-314631,3,0,0,55
-314512,2,2,0,18
-314409,0,2,0,64
-313917,2,2,0,25
-313827,1,2,0,44
-313550,0,0,0,1802
-313550,0,1,0,101
-313189,0,1,0,25
-312893,0,0,0,66
-312893,3,2,0,39
-312460,0,2,0,43
-312431,0,0,0,1899
-312431,0,1,0,91
-312378,3,2,0,396
-312115,0,2,0,21
-312115,2,2,0,58
-312014,0,0,0,1820
-311571,0,0,0,50
-311571,0,1,0,25
-311266,0,2,0,331
-310849,2,0,0,242
-310849,0,0,0,54
-310599,1,0,0,1809
-310599,3,2,0,1691
-310599,0,2,0,154
-310599,2,0,0,1535
-310599,1,1,0,1659
-310599,3,0,0,38
-310599,3,1,0,167
-310598,2,2,0,18
-310596,1,2,0,1696
-310487,2,2,0,39
-310195,1,0,0,1542
-310195,3,2,0,192
-310195,3,1,0,61
-310160,3,0,0,364
-310100,2,1,0,16
-310084,0,1,0,1681
-310084,0,2,0,1687
-310084,0,0,0,984
-310075,2,2,0,22
-309940,3,2,0,101
-309940,2,0,0,21
-309925,0,1,0,426
-309163,0,0,0,46
-309145,3,1,0,68
-308675,2,2,0,1358
-308675,3,0,0,619
-308570,0,2,0,396
-308517,0,2,0,123
-308517,1,0,0,238
-308201,1,1,0,1504
-308201,3,2,0,1867
-308201,2,0,0,310
-308201,1,2,0,32
-308201,2,1,0,121
-308201,3,1,0,478
-308201,2,2,0,52
-308023,0,0,0,1731
-307785,0,2,0,255
-307785,1,0,0,99
-307592,0,2,0,1995
-307439,1,2,0,1720
-307439,3,0,0,377
-304345,1,2,0,95
-304344,0,1,0,21
-304121,1,2,0,113
-303908,1,2,0,1515
-303780,2,0,0,1683
-303780,0,1,0,1139
-303780,2,1,0,1587
-303758,0,2,0,62
-303758,1,0,0,98
-303758,2,0,0,1384
-303758,1,1,0,156
-303565,1,1,0,508
-302650,2,2,0,59
-302559,2,1,0,34
-302385,2,0,0,1640
-302385,3,2,0,1553
-302385,0,2,0,46
-302082,0,1,0,47
-301811,1,0,0,37
-301258,0,1,0,34
-300952,2,2,0,16
-300720,3,1,0,44
-300720,2,0,0,20
-300720,3,2,0,276
-300720,3,0,0,419
-300513,3,2,0,63
-300185,2,2,0,827
-299950,1,2,0,1660
-299702,2,2,0,18
-299699,2,2,0,109
-299586,1,0,0,60
-299586,1,1,0,334
-299573,0,2,0,126
-299573,0,1,0,54
-298420,3,1,0,49
-298270,1,1,0,138
-298145,1,1,0,32
-297425,3,1,0,33
-296828,0,0,0,1850
-296566,0,0,0,706
-296566,1,0,0,33
-296108,2,1,0,17
-295514,3,0,0,144
-295514,3,1,0,32
-295211,2,2,0,47
-295167,3,1,0,38
-295094,3,2,0,40
-294742,0,1,0,114
-294742,1,2,0,1701
-294742,1,1,0,1349
-294005,2,1,0,57
-293494,2,0,0,26
-293044,1,1,0,98
-292771,2,2,0,1328
-292657,2,2,0,19
-292624,3,1,0,119
-292069,0,2,0,214
-291294,3,2,0,38
-291030,1,0,0,1503
-291030,1,1,0,1603
-290909,2,0,0,107
-290869,0,2,0,1928
-290869,1,0,0,56
-290802,0,0,0,34
-290471,3,2,0,69
-289992,1,1,0,34
-289538,1,2,0,1663
-288964,2,1,0,18
-288875,1,0,0,99
-288710,0,0,0,1769
-288710,2,2,0,265
-288710,0,1,0,1961
-288710,0,2,0,158
-288709,2,1,0,47
-287687,2,2,0,196
-287550,1,2,0,37
-287550,3,0,0,391
-287550,1,1,0,569
-287483,1,1,0,59
-287472,2,1,0,65
-287396,0,0,0,46
-287274,1,0,0,1673
-286988,2,0,0,27
-286988,3,1,0,165
-286954,3,0,0,55
-286922,1,2,0,36
-285959,1,1,0,40
-285927,1,2,0,64
-285801,0,1,0,1666
-285801,0,2,0,25
-285801,0,0,0,65
-285621,0,0,0,84
-285137,0,1,0,21
-284486,1,1,0,77
-284384,1,0,0,174
-284310,0,0,0,48
-284254,1,0,0,51
-283772,2,1,0,118
-281279,1,0,0,51
-281167,0,0,0,48
-280441,2,1,0,21
-280241,2,0,0,19
-280188,0,2,0,23
-280166,0,0,0,69
-279613,0,0,0,33
-279533,2,0,0,41
-278972,3,2,0,642
-278173,1,1,0,1678
-277380,1,0,0,159
-277380,2,0,0,1784
-277380,3,2,0,72
-277145,2,2,0,76
-276741,0,0,0,28
-276714,0,2,0,87
-276714,1,0,0,67
-276486,0,2,0,39
-276412,3,2,0,1212
-275884,3,1,0,52
-275846,0,2,0,44
-275713,1,0,0,89
-275157,1,2,0,91
-274709,3,1,0,36
-274679,3,1,0,476
-274679,3,0,0,452
-274640,2,1,0,18
-274613,3,0,0,1725
-273671,1,0,0,88
-273625,0,1,0,37
-273625,1,0,0,67
-273625,0,2,0,21
-273625,0,0,0,71
-273619,2,2,0,376
-273324,2,2,0,85
-273254,0,1,0,318
-273254,2,1,0,885
-273254,0,2,0,87
-273254,2,0,0,23
-273245,2,0,0,19
-273061,1,0,0,1695
-273061,2,0,0,1784
-273061,0,0,0,515
-273061,3,2,0,797
-273061,2,1,0,1628
-273061,0,2,0,202
-273061,1,1,0,92
-273061,2,2,0,186
-273059,2,0,3,54
-273058,2,0,1,71
-272823,1,2,0,1767
-272823,3,0,0,35
-272823,1,1,0,231
-272691,1,1,0,55
-272433,2,2,0,26
-272076,1,1,0,66
-271916,3,2,0,36
-271340,1,2,0,44
-270733,1,1,0,35
-269794,0,2,0,25
-269463,3,2,0,32
-269425,3,1,0,35
-269340,0,0,0,1590
-269053,2,2,0,108
-268591,2,0,0,16
-267164,2,0,0,39
-267164,3,0,0,1764
-267164,0,0,0,86
-267164,1,2,0,255
-267164,3,1,0,1637
-267164,2,1,0,386
-267164,2,2,0,69
-267164,3,2,0,1824
-266714,0,0,0,55
-266183,3,1,0,1687
-266183,3,2,0,32
-266183,3,0,0,54
-265872,2,2,0,22
-265858,2,1,0,16
-265193,2,0,0,30
-265193,3,1,0,269
-265193,3,0,0,90
-265120,2,1,0,1610
-265120,2,0,0,20
-265091,1,0,0,38
-264969,2,1,0,75
-264669,3,0,0,1706
-264595,0,1,0,104
-264535,1,0,0,41
-263751,0,0,0,36
-263751,0,1,0,26
-262563,0,2,0,55
-262563,1,0,0,252
-261309,2,0,0,76
-261295,2,0,0,39
-261241,1,2,0,90
-261219,2,0,0,19
-261103,2,2,0,1776
-261102,3,2,0,63
-261102,2,1,0,95
-261102,2,0,0,55
-260599,0,1,0,561
-260289,3,1,0,32
-259849,2,1,0,186
-259289,3,1,0,1583
-259289,2,0,0,228
-259289,3,2,0,1787
-257990,3,1,0,31
-257514,1,1,0,33
-257267,0,1,0,25
-257206,0,0,0,50
-257177,3,2,0,107
-257177,2,0,0,667
-256995,0,0,0,1421
-256792,2,0,0,1505
-256792,3,2,0,176
-256792,0,0,0,53
-256792,2,1,0,44
-256792,2,2,0,98
-256004,0,2,0,41
-255684,0,0,0,1774
-255684,3,1,0,53
-255684,3,2,0,133
-255683,1,2,0,293
-255683,1,0,0,35
-255308,2,2,0,50
-255102,0,0,0,1509
-254257,3,1,0,60
-254257,2,0,0,37
-253857,1,0,0,79
-253573,1,2,0,1714
-253573,1,0,0,427
-253573,1,1,0,1646
-253371,0,0,0,1405
-253255,3,1,0,1736
-253255,1,0,0,223
-253255,2,0,0,26
-253255,0,1,0,24
-253255,3,2,0,1908
-253255,1,1,0,1170
-253255,3,0,0,1851
-253255,1,2,0,496
-253253,3,0,1,156
-253253,3,0,3,70
-253123,2,0,0,21
-253006,3,2,0,40
-253006,3,0,0,161
-252851,1,1,0,529
-251968,3,0,0,98
-251881,2,0,0,32
-251881,3,2,0,160
-251881,2,2,0,830
-251427,2,2,0,20
-251405,0,1,0,52
-251346,0,1,0,24
-251021,0,0,0,75
-251021,0,1,0,110
-250977,0,0,0,81
-250578,0,1,0,24
-250291,3,0,0,816
-250291,1,2,0,401
-250036,3,0,0,1910
-250036,1,0,0,284
-250036,2,0,0,21
-250036,3,2,0,42
-249576,0,0,0,1750
-249576,0,1,0,74
-249310,3,1,0,1735
-249310,1,0,0,119
-249310,2,0,0,95
-249310,3,2,0,233
-249310,1,1,0,420
-249310,3,0,0,1741
-249271,0,1,0,441
-249254,0,2,0,36
-249129,1,2,0,55
-249115,1,1,0,105
-248084,2,0,0,34
-248028,2,1,0,950
-247843,1,2,0,57
-247478,1,2,0,39
-247257,0,2,0,375
-247257,0,0,0,68
-246800,2,0,0,33
-246779,0,2,0,28
-246612,1,0,0,45
-246524,1,0,0,37
-246238,2,2,0,17
-245927,2,2,0,1700
-245927,3,1,0,53
-245927,0,2,0,42
-245927,2,1,0,1647
-245927,3,2,0,823
-245927,2,0,0,569
-245924,2,2,3,64
-245923,2,2,1,66
-245733,2,0,0,1495
-245733,3,2,0,1673
-244824,3,2,0,1809
-244824,3,0,0,1669
-244824,3,1,0,1635
-244784,1,1,0,343
-244676,3,0,0,36
-244576,1,1,0,1353
-244395,0,0,0,1413
-244122,0,0,0,48
-244095,3,2,0,1914
-244095,1,0,0,465
-244095,2,0,0,54
-244095,3,1,0,111
-243981,2,1,0,1505
-243981,0,1,0,1970
-243981,0,2,0,210
-243981,0,0,0,1342
-243865,0,0,0,1697
-243865,0,1,0,75
-243159,3,1,0,1734
-243159,3,0,0,1754
-243158,1,0,0,141
-243158,3,2,0,62
-242912,0,0,0,1842
-242912,0,1,0,1357
-242912,0,2,0,704
-242509,0,0,0,251
-242085,3,0,0,37
-241929,1,0,0,55
-241677,1,0,0,454
-241648,1,0,0,242
-241033,1,2,0,44
-240297,1,0,0,39
-239271,2,1,0,27
-238635,3,2,0,41
-238285,0,2,0,148
-237975,2,0,0,22
-237965,2,2,0,60
-237760,1,0,0,1654
-237760,0,2,0,767
-237760,2,0,0,117
-237760,3,2,0,578
-237760,1,1,0,32
-237360,3,2,0,1881
-236314,3,1,0,32
-236243,2,2,0,101
-236231,2,1,0,39
-236092,2,1,0,76
-235650,3,1,0,66
-235525,1,2,0,32
-235230,2,2,0,1599
-235230,3,1,0,219
-235230,2,1,0,935
-235230,3,2,0,1243
-234346,0,1,0,1802
-234346,0,0,0,709
-234216,2,0,0,1688
-234216,0,2,0,93
-234216,1,1,0,107
-234216,3,1,0,60
-233079,1,2,0,614
-232658,3,0,0,1685
-232658,2,1,0,37
-232605,2,1,0,94
-232605,2,2,0,87
-232251,0,2,0,1945
-232251,2,1,0,246
-232251,0,1,0,21
-231994,2,2,0,28
-231837,3,1,0,180
-231371,1,0,0,1671
-231277,3,1,0,1121
-231169,3,1,0,129
-230433,0,2,0,47
-230328,1,2,0,1633
-230181,2,2,0,389
-229824,2,0,0,20
-229541,1,1,0,32
-229528,1,1,0,126
-228878,0,1,0,23
-228878,2,1,0,43
-228878,0,0,0,52
-228751,1,2,0,324
-228495,3,2,0,1881
-228495,0,1,0,197
-228495,3,0,0,37
-228495,3,1,0,1450
-228301,3,1,0,176
-228301,3,0,0,802
-227974,3,2,0,1808
-227834,3,0,0,64
-227831,0,0,0,26
-227665,3,0,0,36
-227088,1,2,0,71
-226603,1,2,0,46
-226358,1,2,0,35
-226293,2,2,0,30
-226195,1,0,0,1028
-226076,3,1,0,131
-225521,0,2,0,31
