tus,dau,det,typ,erg
-62433,2,2,0,1750
-62433,0,0,0,769
-62433,2,1,0,1441
-61993,2,0,0,17
-60743,1,2,0,107
-59667,1,2,0,42
-59667,3,1,0,95
-59460,2,0,0,32
-58601,2,0,0,16
-58408,0,1,0,22
-58340,3,2,0,69
-57842,3,1,0,32
-56576,3,0,0,144
-56312,2,0,0,41
-56143,3,0,0,103
-56097,2,1,0,18
-55577,0,0,0,390
-55310,2,0,0,1646
-55310,1,2,0,57
-55303,0,0,0,481
-55126,2,0,0,26
-55126,0,0,0,158
-54740,0,1,0,87
-53855,3,0,0,91
-53776,3,1,0,38
-53432,0,2,0,1916
-53381,2,1,0,69
-51891,1,2,0,602
-51746,1,0,0,92
-51073,1,0,0,113
-49888,3,1,0,138
-49026,0,0,0,40
-48438,1,0,0,77
-47998,0,0,0,91
-47924,1,0,0,275
-47524,3,1,0,33
-47090,1,1,0,1686
-46587,0,1,0,40
-46305,2,2,0,39
-45659,0,2,0,125
-45603,0,1,0,21
-45227,1,2,0,110
-43765,3,1,0,34
-42014,0,0,0,35
-39839,0,0,0,107
-37992,2,1,0,17
-37526,3,1,0,42
-37392,2,2,0,22
-36990,3,0,0,1878
-36912,1,1,0,608
-36226,1,1,0,33
-36031,2,2,0,1734
-36031,2,1,0,67
-36031,2,0,0,44
-35978,3,2,0,71
-35266,1,2,0,98
-35101,3,2,0,84
-34495,1,1,0,62
-34247,2,0,0,74
-34247,3,1,0,106
-33807,1,0,0,141
-33774,2,1,0,63
-33774,0,2,0,22
-33017,3,1,0,111
-32999,0,0,0,56
-31176,0,2,0,57
-31176,1,1,0,201
-31176,2,1,0,16
-31176,2,0,0,47
-31159,1,0,0,116
-31149,3,0,0,31
-31049,0,1,0,30
-30313,1,2,0,1160
-28611,1,0,0,1708
-28611,0,2,0,81
-28555,3,0,0,85
-27745,1,1,0,61
-26737,2,2,0,111
-26483,3,0,0,1894
-26483,3,1,0,1652
-26481,2,0,0,1357
-26481,2,1,0,22
-26408,1,1,0,42
-26408,3,0,0,39
-26168,0,1,0,24
-25721,0,2,0,2356
-25721,1,1,0,1937
-25721,2,1,0,1683
-25721,3,0,0,1796
-25721,3,1,0,1655
-25721,0,0,0,2100
-25721,1,2,0,1930
-25721,2,2,0,1751
-25721,0,1,0,2184
-25721,1,0,0,2055
-25721,2,0,0,149
-25721,3,2,0,1788
-25199,0,1,0,96
-24518,3,0,0,1658
-24507,2,1,0,319
-24507,3,0,1,1034
-24507,0,2,0,55
-24507,3,1,0,169
-24507,0,0,0,112
-24507,2,2,0,131
-24507,0,1,0,62
-24507,3,0,3,25
-24478,2,2,0,630
-24478,2,0,0,21
-24455,0,2,0,2147
-24455,1,0,0,1919
-24455,0,0,0,243
-24455,1,1,0,1779
-24455,0,1,0,439
-24455,1,2,0,47
-24099,0,2,0,57
-23907,3,0,0,78
-23269,3,0,0,41
-21789,3,1,0,598
-21204,2,2,0,26
-20760,0,2,0,85
-20686,3,0,0,1804
-20686,3,1,0,1447
-20493,2,1,0,1270
-18364,2,0,0,35
-17717,2,0,0,1571
-17630,0,1,0,41
-17326,2,2,0,1615
-15735,2,2,0,20
-15568,0,2,0,36
-14786,3,2,0,44
-13695,3,0,0,94
-13212,0,1,0,37
-12639,0,1,0,24
-12639,2,2,0,249
-11972,0,1,0,129
-11972,0,0,0,69
-11568,0,2,0,132
-11568,1,0,0,42
-10376,0,2,0,58
-10376,1,0,0,87
-9064,2,2,0,41
-8613,1,0,0,63
-8576,0,0,0,1927
-8576,0,1,0,138
-8575,2,2,0,259
-7969,1,2,0,121
-7969,3,0,0,34
-7969,1,1,0,160
-7821,2,1,0,23
-7821,2,2,0,298
-7815,0,0,0,53
-7815,2,1,0,20
-7645,2,1,0,19
-7538,1,1,0,139
-7408,0,2,0,31
-7408,1,0,0,121
-7210,2,0,0,19
-7171,2,0,0,16
-6431,1,0,0,239
-6326,0,1,0,33
-6269,2,2,0,1596
-6268,2,1,0,45
-6215,1,1,0,293
-5994,0,2,0,28
-5694,3,1,0,366
-5471,2,0,0,52
-5170,1,1,0,1579
-5170,3,1,0,37
-5170,3,2,0,202
-5143,2,2,0,54
-4824,0,0,0,787
-4824,1,2,0,83
-4647,0,1,0,21
-4463,0,1,0,22
-3703,2,2,0,45
-3615,0,0,0,88
-3073,2,1,0,23
-3073,2,2,0,42
-2243,2,2,0,524
-1001,3,2,0,1828
-1001,0,2,0,239
-1001,1,2,0,97
-1001,2,0,0,77
-1001,1,0,0,957
-1001,1,1,0,448
-563,0,0,0,41
-308,0,0,0,30
2199,3,0,0,446
2584,0,0,0,138
2932,2,0,0,37
3487,3,0,0,36
3549,1,2,0,49
4324,3,2,0,32
4768,0,0,0,944
4844,1,0,0,1132
4844,1,1,0,910
5202,3,2,0,89
5713,0,1,0,24
5713,0,2,0,120
5835,0,0,0,21
6107,0,2,0,233
6107,2,0,0,40
6120,1,0,0,118
6882,3,0,0,1772
7073,3,0,0,36
8170,2,0,0,18
8986,0,2,0,46
9729,1,2,0,44
9826,0,2,0,29
10307,1,1,0,125
11054,2,0,0,22
11054,2,1,0,64
11570,3,2,0,1862
11571,2,0,0,93
12771,2,1,0,30
12868,0,2,0,71
12875,0,0,0,41
13392,0,2,0,25
13722,0,2,0,38
13722,1,1,0,1359
13722,2,1,0,1616
13722,3,1,0,1738
13722,2,2,0,1448
13722,3,2,0,102
13722,0,0,0,155
13722,1,2,0,252
13722,3,0,0,757
13722,0,1,0,231
13722,2,0,0,902
13939,0,1,0,40
13984,3,2,0,176
14524,0,2,0,23
15039,1,1,0,172
15433,2,2,0,55
15979,2,0,0,19
16201,2,0,0,78
16689,0,0,0,23
16691,3,1,0,81
17013,0,1,0,25
17897,0,2,0,1633
18274,0,2,0,25
19193,3,1,0,35
19559,1,1,0,250
20422,1,1,0,1782
20423,3,0,0,508
20423,1,0,0,49
20423,1,2,0,819
21441,3,0,0,46
22259,2,0,0,35
23574,1,1,0,91
24066,3,1,0,51
24066,1,1,0,105
24347,1,1,0,39
25603,2,1,0,48
25620,3,1,0,32
27192,3,0,0,108
27561,3,1,0,34
27896,3,2,0,89
28507,0,0,0,133
28507,0,1,0,30
28662,2,2,0,20
29329,0,0,0,143
29329,0,1,0,66
30604,1,1,0,34
31098,2,1,0,20
31637,3,0,0,54
31638,3,0,1,204
31638,3,0,3,36
31825,1,2,0,42
31862,2,1,0,16
32563,1,0,0,41
32977,2,1,0,21
33544,0,2,0,37
33615,2,2,0,1565
34547,3,0,0,54
34547,3,1,0,147
34762,2,1,0,83
34868,0,2,0,23
35281,0,0,0,23
36153,2,1,0,134
36602,2,0,0,56
37079,0,0,0,57
37299,1,1,0,41
37299,3,0,0,281
37299,3,1,0,255
37299,1,2,0,161
37427,2,2,0,42
39451,2,0,0,1464
39808,3,0,0,152
40527,3,1,0,88
41046,3,1,0,84
43353,0,0,0,1740
43425,1,2,0,36
43850,0,1,0,108
44536,1,1,0,33
44824,0,0,0,61
45274,0,1,0,21
45427,2,2,0,61
45479,3,1,0,184
45650,2,1,0,26
45674,0,1,0,62
46020,1,1,0,39
46289,1,0,0,70
46588,2,1,0,16
46588,2,2,0,529
46588,2,0,0,113
46800,3,1,0,42
48238,1,2,0,41
48272,3,1,0,50
51436,2,2,0,1639
51436,2,1,0,18
51439,2,2,1,73
51439,2,2,3,70
51550,3,1,0,1752
51550,1,1,0,37
51550,3,0,0,420
51747,1,2,0,66
51961,0,0,0,36
51961,3,1,0,1618
52309,0,2,0,43
52586,1,0,0,87
53308,3,0,0,41
53349,3,0,0,34
54030,1,1,0,106
54610,1,1,0,105
55281,2,1,0,19
55423,0,0,0,770
55464,3,1,0,33
55465,1,1,0,37
55692,3,2,0,33
56956,1,1,0,529
57534,1,0,0,232
57902,2,1,0,26
58585,0,1,0,1804
58585,2,1,0,1222
58585,1,0,0,93
58585,3,2,0,99
58585,0,0,0,73
58585,2,2,0,30
58933,1,1,0,67
59235,0,2,0,45
59717,1,1,0,40
59879,1,1,0,105
60264,3,1,0,115
61050,2,2,0,45
61137,2,1,0,17
61318,1,0,0,144
61318,2,1,0,18
61867,0,0,0,1680
61867,1,0,0,300
61867,2,2,0,1552
61867,3,1,0,55
61867,0,1,0,267
61867,2,0,0,222
61867,3,2,0,35
61867,2,1,0,289
62306,1,2,0,286
62428,1,2,0,43
62646,3,0,0,1605
62924,1,0,0,498
62924,1,1,0,451
63158,0,0,0,53
63158,0,1,0,161
63358,0,0,0,652
63569,1,1,0,1145
64411,1,1,0,143
64666,2,2,0,19
64857,0,0,0,1809
64967,0,0,0,1871
65839,3,1,0,103
66871,2,0,0,33
66963,1,0,0,54
67209,2,1,0,554
69253,1,0,0,53
70217,1,1,0,34
70384,1,1,0,252
71265,2,2,0,738
71265,2,1,0,18
72554,2,2,0,32
73054,3,1,0,34
73371,3,1,0,34
75275,2,2,0,53
75426,2,2,0,34
75867,2,1,0,47
76227,2,0,0,55
76239,3,0,0,230
76349,2,2,0,18
77490,3,1,0,58
78902,3,0,0,112
79271,3,1,0,81
79587,2,2,0,25
81725,0,1,0,163
81725,0,2,0,133
82336,1,1,0,50
83872,0,2,0,1889
83872,0,0,0,86
83872,0,1,0,739
84141,2,2,0,65
84801,1,0,0,70
85049,2,0,0,56
85578,2,0,0,18
86392,1,2,0,67
86392,3,0,0,137
86682,2,1,0,1467
86682,2,0,0,30
86836,3,0,0,53
86978,0,0,0,67
87552,1,2,0,249
87850,1,2,0,1699
87850,3,0,0,101
88033,0,2,0,1928
88386,2,1,0,99
89249,3,0,0,53
89700,1,2,0,47
90719,1,0,0,440
90947,3,0,0,47
90947,3,1,0,62
91363,1,0,0,109
91450,3,1,0,32
91907,0,0,0,1893
92210,1,1,0,109
92210,3,1,0,78
92210,1,0,0,58
92227,3,0,0,34
92918,2,0,0,27
92941,3,1,0,1533
93018,0,1,0,50
93196,0,1,0,38
93209,0,2,0,38
93698,0,0,0,135
94309,3,0,0,42
94455,0,2,0,50
94665,0,0,0,62
94757,1,2,0,142
95514,1,0,0,81
95651,1,2,0,1675
96078,0,0,0,58
96078,2,1,0,108
96078,3,1,0,107
96078,2,2,0,18
96355,2,1,0,20
96531,3,2,0,33
96821,0,0,0,53
97423,0,2,0,1989
97423,0,1,0,334
98547,2,1,0,130
98547,0,0,0,32
98547,1,0,0,44
98547,2,0,0,47
98932,3,2,0,84
99119,1,2,0,1770
99119,3,0,0,1707
100085,2,1,0,1435
100085,2,0,0,75
100155,0,0,0,21
100700,1,0,0,149
101114,1,0,0,107
101169,0,1,0,50
101478,0,2,0,168
101816,0,0,0,179
101816,1,0,0,1543
101945,3,0,0,1269
102117,2,0,0,55
102293,1,2,0,71
102783,0,0,0,39
104164,2,0,0,25
104321,1,1,0,39
104419,0,1,0,62
104589,0,2,0,68
105201,1,2,0,49
105427,3,2,0,1470
105427,1,0,0,448
105747,0,0,0,55
106021,0,1,0,854
106632,0,0,0,33
106716,3,0,0,150
106716,3,1,0,152
107193,1,0,0,101
107193,1,1,0,120
107339,0,0,0,131
107339,2,1,0,31
107339,2,2,0,219
107339,2,0,0,24
107862,2,0,0,16
109351,2,0,0,1070
109351,3,2,0,1764
109628,2,1,0,1328
109955,0,2,0,47
110443,2,1,0,1667
111321,3,0,0,244
111539,3,2,0,38
111854,3,0,0,55
112386,0,1,0,23
113159,0,1,0,1456
113226,1,2,0,42
113248,2,2,0,151
113248,2,0,0,197
113716,3,1,0,1697
116487,2,0,0,39
116892,2,0,0,1618
116892,2,1,0,1558
116892,2,2,0,1386
117249,0,1,0,61
117249,2,1,0,19
117981,1,0,0,62
117981,0,2,0,695
118666,0,0,0,65
119239,2,0,0,108
120047,1,0,0,42
120844,2,0,0,47
121201,3,2,0,91
121913,2,1,0,24
122463,3,0,0,153
122495,0,1,0,33
122834,1,2,0,44
122882,2,0,0,21
123000,2,0,0,21
123141,0,1,0,23
123419,3,1,0,67
123784,3,1,0,1720
123784,2,0,0,1342
123784,3,2,0,1974
123784,3,0,0,216
124504,0,2,0,23
124556,0,2,0,1394
124787,0,2,0,116
124796,2,2,0,53
125620,2,1,0,24
126127,3,0,0,1866
126127,1,1,0,380
126127,2,0,0,31
126127,3,1,0,399
126127,3,2,0,169
126205,0,1,0,1690
126205,0,0,0,329
126206,2,2,0,37
126723,2,0,0,1672
126723,3,2,0,1762
126723,0,2,0,178
126723,2,1,0,1558
126723,2,2,0,772
127044,0,2,0,21
128040,3,0,0,1941
129005,0,0,0,137
129071,2,0,0,57
129071,2,1,0,628
129578,1,2,0,1639
129578,3,0,0,80
129578,1,1,0,41
131033,1,0,0,62
131119,3,0,0,1633
131119,3,1,0,1505
131159,0,2,0,44
131159,1,0,0,1740
131159,1,1,0,326
131761,0,1,0,21
131834,2,1,0,29
131874,0,1,0,1873
132128,1,0,0,148
132753,2,2,0,271
132753,2,0,0,37
132753,2,1,0,777
134108,0,2,0,380
134153,2,0,0,334
134271,1,0,0,241
134271,0,2,0,83
135389,3,2,0,128
135973,0,2,0,129
136186,0,0,0,1439
136186,0,1,0,27
136478,1,0,0,522
136615,0,0,0,36
137425,2,0,0,40
137637,0,2,0,23
138934,2,0,0,37
139590,2,0,0,16
140964,3,2,0,71
141022,1,1,0,57
141199,0,2,0,41
142056,2,2,0,22
142865,0,0,0,21
142997,3,2,0,39
142997,1,1,0,91
143244,3,0,0,135
143905,2,0,0,16
144084,3,2,0,63
144625,0,1,0,53
144625,0,0,0,100
144845,2,1,0,20
146014,3,2,0,38
146192,3,1,0,106
146230,1,2,0,189
146613,3,1,0,82
147322,0,1,0,72
147323,0,0,0,95
147426,0,0,0,110
148123,2,0,0,28
149038,0,1,0,50
149052,2,0,0,98
149457,0,2,0,54
149457,0,0,0,791
149508,3,1,0,53
149664,1,0,0,89
149915,1,0,0,57
151314,3,2,0,94
151386,0,2,0,34
151386,1,2,0,64
151495,2,0,0,72
151495,2,1,0,1042
151949,1,1,0,46
152713,3,0,0,315
152824,2,2,0,43
153046,0,1,0,39
153196,2,1,0,26
153345,3,1,0,471
153610,0,1,0,35
153893,2,0,0,22
155883,2,2,0,29
156272,1,2,0,55
158133,3,2,0,44
158501,0,0,0,1851
158501,1,1,0,148
158501,2,1,0,1508
158501,3,2,0,183
158501,0,1,0,1621
158501,0,2,0,276
158974,1,0,0,71
159338,2,2,0,31
159745,0,0,0,1874
159745,0,1,0,1779
159798,0,1,0,40
159798,0,0,0,91
159860,1,0,0,51
159860,1,1,0,94
160022,1,0,0,112
160022,2,0,0,32
160022,3,1,0,117
160022,3,2,0,56
160796,1,0,0,1640
160796,0,2,0,1178
160796,1,1,0,32
161136,3,1,0,1108
161622,0,2,0,246
161622,1,0,0,39
162012,3,1,0,183
162012,3,2,0,127
162773,1,2,0,41
162856,0,1,0,21
163492,1,1,0,55
163668,0,2,0,42
163678,1,1,0,174
163870,1,2,0,72
163997,2,2,0,246
164009,0,2,0,41
164009,1,2,0,72
164281,1,0,0,182
164341,2,2,0,116
164613,0,1,0,24
164910,0,2,0,49
164910,0,0,0,41
166181,1,2,0,33
167402,0,0,0,205
167402,2,2,0,31
167402,0,2,0,47
167552,0,0,0,79
167916,0,0,0,31
167916,2,2,0,17
167940,1,2,0,33
167940,1,0,0,55
168311,1,2,0,239
169354,0,0,0,113
169370,3,1,0,164
171218,2,1,0,35
171263,2,0,0,585
171453,3,1,0,44
171594,0,2,0,208
171621,2,1,0,29
171642,2,2,0,85
172458,0,2,0,36
172458,0,0,0,62
172609,0,0,0,30
172609,1,0,0,724
172609,2,1,0,55
172609,0,2,0,558
172609,2,0,0,36
173456,0,0,0,1866
173456,1,2,0,1748
173456,2,0,0,1697
173456,0,1,0,1880
173456,1,0,0,1727
173456,2,1,0,1620
173456,2,2,0,1640
173456,0,2,0,1903
173456,1,1,0,1682
173480,1,1,0,104
174858,3,0,0,1747
175900,3,2,0,1896
176304,1,0,0,53
176304,0,1,0,27
177543,1,1,0,120
177797,2,2,0,680
177842,3,2,0,1846
177844,3,2,3,75
177845,3,2,1,177
177845,3,1,0,560
179356,2,1,0,53
179430,2,0,0,51
181042,0,0,0,497
181630,1,0,0,59
181710,2,2,0,23
182550,1,1,0,35
183257,0,1,0,132
183282,2,1,0,17
183282,2,0,0,43
183420,1,2,0,189
183856,0,2,0,245
183896,2,0,0,53
184199,0,0,0,82
185203,0,2,0,23
185456,1,1,0,34
185709,1,1,0,1638
185709,1,0,0,1136
186137,0,0,0,44
186718,2,0,0,1414
186718,2,1,0,148
187362,2,2,0,22
188340,1,0,0,50
188381,0,0,0,1870
188381,2,0,0,1594
188381,0,1,0,1368
188582,3,0,0,41
189383,1,2,0,60
190231,1,2,0,203
190257,2,0,0,28
190294,0,0,0,108
190762,3,0,0,51
190762,1,2,0,69
191726,2,2,0,22
192584,0,2,0,187
192584,1,0,0,1755
192584,3,1,0,79
192584,1,1,0,1759
192584,3,0,0,50
192584,1,2,0,1126
192813,0,0,0,47
192929,3,1,0,121
194087,3,0,0,50
194615,3,2,0,843
195444,0,0,0,188
196341,0,0,0,138
196341,2,1,0,20
196598,0,2,0,68
197323,1,1,0,1683
197323,3,0,0,81
197323,2,1,0,83
197325,1,1,3,64
197326,1,1,1,146
197326,1,0,0,59
197498,3,0,0,1836
197498,0,2,0,1471
197498,1,0,0,106
197498,3,1,0,1701
197513,3,1,0,1291
197513,1,1,0,173
197513,2,1,0,40
197513,2,0,0,747
197513,3,0,0,1236
197513,1,2,0,824
197513,3,2,0,689
197513,1,0,0,989
197515,0,2,0,355
199015,2,2,0,1317
199015,3,1,0,47
199015,1,0,0,1335
199015,1,1,0,456
199015,2,0,0,1124
199015,3,2,0,369
199015,2,1,0,45
199737,2,1,0,136
199737,2,2,0,1169
200646,0,0,0,1819
200646,0,2,0,200
200646,0,1,0,774
200647,2,1,0,20
200647,0,2,1,1042
200647,0,2,3,144
201624,0,1,0,82
201959,1,0,0,284
202149,3,0,0,72
203868,0,1,0,52
204132,2,0,0,34
204754,2,0,0,19
205276,2,1,0,1559
205276,3,0,0,166
205276,2,0,0,1417
205872,0,0,0,202
206378,0,0,0,47
206598,0,1,0,53
206799,0,0,0,34
207521,3,1,0,54
208192,3,2,0,100
208230,0,0,0,89
209032,1,0,0,48
209517,1,2,0,53
209611,2,0,0,39
209644,3,1,0,89
210012,0,2,0,313
210012,2,2,0,21
210012,2,0,0,46
210012,0,1,0,121
210582,3,0,0,96
210670,3,1,0,34
210994,0,1,0,80
211155,0,1,0,24
212109,3,0,0,60
212640,3,0,0,73
213167,1,2,0,64
213167,3,2,0,92
213400,1,1,0,37
213400,3,1,0,35
214326,2,1,0,28
215470,1,1,0,36
215493,2,1,0,39
215518,1,2,0,68
215551,3,1,0,88
215590,3,1,0,144
215755,0,2,0,33
216200,3,0,0,1750
216200,3,2,0,42
216200,3,1,0,31
216390,2,2,0,22
217247,0,1,0,184
217323,3,1,0,132
217809,0,1,0,1872
217809,2,0,0,186
217809,0,2,0,344
217809,0,0,0,28
218523,2,0,0,22
218523,3,2,0,35
218748,3,1,0,107
219055,1,1,0,107
219994,2,2,0,72
220662,0,1,0,76
220662,2,2,0,1519
220662,1,1,0,46
220662,2,0,0,1612
220662,0,0,0,242
220838,2,0,0,22
220838,3,2,0,68
221888,2,2,0,111
222050,2,2,0,172
222669,0,2,0,25
222975,0,0,0,39
223080,1,2,0,81
223332,1,2,0,1665
223406,1,0,0,103
223772,3,2,0,79
223786,0,0,0,1824
223786,1,0,0,180
223786,0,1,0,384
223786,0,2,0,1719
224433,2,2,0,127
224641,2,1,0,25
224815,1,1,0,1239
225685,1,1,0,39
226163,0,0,0,53
227426,0,0,0,39
228216,3,2,0,34
229060,1,1,0,192
230597,2,2,0,18
230645,1,1,0,41
230645,3,1,0,89
231128,1,0,0,374
233416,3,2,0,56
233799,0,1,0,1516
233799,2,1,0,1593
233799,0,0,0,266
233799,2,2,0,1192
234955,1,0,0,1704
234955,2,1,0,1350
234955,0,2,0,59
234955,0,1,0,676
234955,2,2,0,595
235694,1,0,0,36
235694,3,2,0,65
235724,2,0,0,35
235890,1,1,0,32
236434,3,1,0,128
237183,2,1,0,24
237542,1,0,0,224
238592,2,0,0,149
238592,3,1,0,1641
238592,3,2,0,44
239456,0,0,0,110
239477,0,0,0,145
239522,2,2,0,22
239613,1,1,0,84
239744,1,0,0,45
239912,0,0,0,59
239987,1,2,0,34
240694,0,0,0,318
241102,0,2,0,1603
241102,1,0,0,110
241277,1,2,0,169
241533,3,1,0,84
242408,1,2,0,75
242594,2,2,0,24
242594,3,1,0,54
242598,2,1,0,53
242852,3,1,0,35
243430,3,1,0,69
243587,0,0,0,201
243658,1,2,0,1696
243658,2,1,0,1555
243658,2,0,0,36
244259,3,1,0,232
245129,1,2,0,31
246083,1,2,0,33
246144,1,1,0,177
246263,0,0,0,41
247231,1,0,0,148
248445,3,2,0,241
248708,2,2,0,45
249410,3,1,0,70
250254,0,1,0,27
250254,1,0,0,146
250254,2,0,0,1709
250254,3,0,0,1728
250254,3,1,0,238
250254,0,2,0,245
250254,1,2,0,113
250254,3,2,0,1708
250254,0,0,0,229
250714,2,0,0,16
250729,3,1,0,1667
250730,3,2,0,1137
250730,3,0,0,560
250779,2,1,0,97
251257,2,1,0,1570
251540,2,0,0,52
251928,3,0,0,56
252539,1,1,0,74
254610,0,1,0,53
254652,1,2,0,1493
254652,3,0,0,251
254652,3,1,0,251
256002,0,2,0,1971
256002,0,1,0,201
257792,2,0,0,40
258701,3,2,0,51
258711,3,0,0,65
259232,1,2,0,41
260149,0,2,0,50
260865,3,1,0,175
261037,2,2,0,41
261746,3,1,0,1641
261893,1,2,0,259
262461,0,2,0,21
262652,3,0,0,1655
262652,1,2,0,46
264543,1,0,0,62
264543,2,1,0,107
264543,2,2,0,220
265124,3,1,0,124
265500,2,1,0,303
265500,2,2,0,642
265620,3,1,0,194
266694,3,0,0,283
267303,0,2,0,1928
267303,2,0,0,1365
267303,3,2,0,1978
267303,2,2,0,48
267305,1,0,0,49
267339,0,2,0,1867
267339,1,1,0,1641
267339,3,0,0,2116
267340,1,2,0,544
267340,3,1,0,1238
267340,3,2,0,100
267638,0,2,0,1925
267638,3,0,0,1386
267638,0,0,0,1910
267638,3,1,0,72
