       Ti        Tf      G1      G2      G3
   -0.512    -0.496   18.10    5.01    2.01
   -0.496    -0.480   16.08    8.09    5.02
   -0.480    -0.464   25.21   10.04    2.01
   -0.464    -0.448   20.15    8.03    4.01
   -0.448    -0.432   20.16   11.06    3.01
   -0.432    -0.416   16.10    6.03    4.02
   -0.416    -0.400   20.15   10.04    3.01
   -0.400    -0.384   22.21   12.06    5.02
   -0.384    -0.368   15.08    6.02    3.01
   -0.368    -0.352   16.12   11.05    3.01
   -0.352    -0.336   18.12   10.05    2.01
   -0.336    -0.320   18.10    6.02    3.01
   -0.320    -0.304   17.12   17.11    2.01
   -0.304    -0.288   24.18    9.04    5.02
   -0.288    -0.272   20.15   10.07    7.04
   -0.272    -0.256   25.20   13.07    3.01
   -0.256    -0.240   20.15   11.07    8.03
   -0.240    -0.224   26.19    9.03    4.01
   -0.224    -0.208   20.15   10.06    6.02
   -0.208    -0.192   17.11    8.04    4.02
   -0.192    -0.176   23.16   11.06    4.02
   -0.176    -0.160   17.12   14.07    4.01
   -0.160    -0.144   17.14   16.12    8.04
   -0.144    -0.128   21.18   14.10    2.01
   -0.128    -0.112   23.21   18.12    1.00
   -0.112    -0.096   23.18   14.08    5.02
   -0.096    -0.080   15.10   16.10    5.02
   -0.080    -0.064   24.20   13.07    7.03
   -0.064    -0.048   20.17    9.04    4.03
   -0.048    -0.032   18.12   12.08    5.02
   -0.032    -0.016   21.19   12.09    9.03
   -0.016     0.000   19.14   15.13    3.01
    0.000     0.016   22.17    6.04    9.05
    0.016     0.032   29.32   16.11    9.04
    0.032     0.048   14.14   12.07    7.04
    0.048     0.064   20.12    4.03    7.02
    0.064     0.080   26.21   12.06    4.02
    0.080     0.096   23.23   14.09    6.03
    0.096     0.112   21.16    7.03    7.03
    0.112     0.128   22.18   12.09   10.05
    0.128     0.144    9.05   13.09    6.02
    0.144     0.160   15.10   12.06    5.02
    0.160     0.176   21.18   11.08   13.10
    0.176     0.192   23.22   14.10    8.04
    0.192     0.208   17.12   16.11    5.02
    0.208     0.224   15.12    6.05   17.11
    0.224     0.240   20.20   19.13    6.02
    0.240     0.256   22.17   11.05    5.02
    0.256     0.272   25.28   17.18   12.07
    0.272     0.288   15.16   23.19    7.03
    0.288     0.304   22.15   12.07    3.01
    0.304     0.320   19.18   20.17    7.03
    0.320     0.336   18.15   11.11   16.12
    0.336     0.352   34.37   15.12    8.06
    0.352     0.368   20.22   20.15    9.06
    0.368     0.384   29.33   18.14    6.03
    0.384     0.400   18.16   15.13   11.06
    0.400     0.416   23.26   20.19    8.04
    0.416     0.432   21.18   19.20    6.02
    0.432     0.448   26.21    8.03    8.04
    0.448     0.464   34.42   18.14    6.02
    0.464     0.480   14.16   29.35   11.06
    0.480     0.496   20.22   14.12    5.02
    0.496     0.512   21.22   19.17   12.06
    0.512     0.528   24.22   18.12    9.03
    0.528     0.544   29.26   14.08    8.02
    0.544     0.560   25.21   16.09    6.01
    0.560     0.576   17.11   12.06    8.02
    0.576     0.592   32.36   23.18    8.02
    0.592     0.608   21.17   19.11    5.01
    0.608     0.624   29.26   14.07    7.02
    0.624     0.640   30.28   15.09    8.02
    0.640     0.656   24.18   12.06    7.02
    0.656     0.672   29.27   17.10    7.02
    0.672     0.688   23.22   19.15   12.05
    0.688     0.704   29.30   22.17    8.02
    0.704     0.720   30.29   12.07   12.05
    0.720     0.736   22.18   14.08   10.03
    0.736     0.752   33.89   20.17   13.06
    0.752     0.768   27.25   18.12    8.02
    0.768     0.784   19.15   13.08   12.05
    0.784     0.800   23.20   14.10   13.06
    0.800     0.816   23.20   16.10   10.03
    0.816     0.832   22.19   17.11    9.03
    0.832     0.848   21.15   12.06    8.02
    0.848     0.864   14.11   23.17    7.02
    0.864     0.880   20.18   20.16   11.04
    0.880     0.896   23.21   20.14    8.02
    0.896     0.912   22.18   16.10    8.02
    0.912     0.928   16.10   17.09    4.01
    0.928     0.944   30.31   18.13   10.03
    0.944     0.960   22.21   15.12   17.09
    0.960     0.976   25.23   19.13    9.03
    0.976     0.992   32.31   20.11    2.00
    0.992     1.008   27.24   16.10    8.02
    1.008     1.024   27.20   12.05    4.01
    1.024     1.040   18.12   12.06    9.03
    1.040     1.056   15.08   11.04    4.01
    1.056     1.072   24.17   10.04    7.02
    1.072     1.088   15.10   19.11    3.00
    1.088     1.104   26.21   12.06    7.02
    1.104     1.120   25.23   23.16    5.01
    1.120     1.136   24.19   14.07    7.02
    1.136     1.152   25.19   12.05    6.01
    1.152     1.168   23.17   12.06    7.02
    1.168     1.184   20.13   14.06    3.00
    1.184     1.200   22.21   20.17   13.06
    1.200     1.216   23.21   14.10   14.06
    1.216     1.232   17.12   16.09    6.01
    1.232     1.248   22.17   12.06    9.03
    1.248     1.264   26.24   15.10   12.05
    1.264     1.280   16.13   19.14   10.03
    1.280     1.296   19.15   22.15    5.01
    1.296     1.312   20.13   11.04    5.01
    1.312     1.328   17.11   13.07    7.02
    1.328     1.344   30.25   12.05    5.01
    1.344     1.360   26.22   18.09    3.00
    1.360     1.376   20.14   18.09    3.00
    1.376     1.392   24.23   19.14   11.04
    1.392     1.408   24.26   25.23   12.05
    1.408     1.424   24.19   14.07    7.02
    1.424     1.440   20.17   17.12   10.03
    1.440     1.456   28.32   25.23   11.04
    1.456     1.472   22.20   21.16    9.03
    1.472     1.488   23.22   19.14   11.04
    1.488     1.504   25.27   23.20   12.05
    1.504     1.520   15.12   24.19    7.02
    1.520     1.536   17.16   22.19   13.06
    1.536     1.552   24.19   17.09    3.00
    1.552     1.568   20.17   20.14    7.02
    1.568     1.584   23.26   29.31   13.06
    1.584     1.600   28.30   24.20    9.03
    1.600     1.616   22.20   24.18    6.01
    1.616     1.632   28.25   15.08    7.02
    1.632     1.648   32.37   24.21   10.03
    1.648     1.664   25.23   23.16    5.01
    1.664     1.680   21.22   23.22   15.07
    1.680     1.696   20.20   26.24   10.03
    1.696     1.712   25.24   21.16    9.03
    1.712     1.728   26.25   20.15    9.03
    1.728     1.744   33.85   16.10   10.03
    1.744     1.760   17.12   16.10    8.02
    1.760     1.776   24.22   21.14    6.01
    1.776     1.792   23.18   13.07    8.02
    1.792     1.808   32.33   17.11    9.03
    1.808     1.824   21.14   11.05    6.01
    1.824     1.840   24.25   23.20   12.05
    1.840     1.856   14.13   31.30    7.02
    1.856     1.872   24.21   19.12    6.01
    1.872     1.888   25.20   13.07    8.02
    1.888     1.904   23.24   19.17   17.09
    1.904     1.920   22.22   26.23    9.03
    1.920     1.936   24.19   17.09    5.01
    1.936     1.952   15.11   20.14    7.02
    1.952     1.968   20.16   17.11    9.03
    1.968     1.984   30.35   26.23    9.03
    1.984     2.000   25.26   24.21   10.03
    2.000     2.016   30.29   15.09    9.03
    2.016     2.032   12.07   17.09    5.01
    2.032     2.048   26.21   12.06    8.02
    2.048     2.064   26.26   21.16    9.03
    2.064     2.080   18.15   21.15    8.02
    2.080     2.096   26.24   16.11   11.04
    2.096     2.112   26.27   23.19   10.03
    2.112     2.128   26.27   18.15   14.06
    2.128     2.144   20.19   24.20    9.03
    2.144     2.160   19.15   18.12    9.03
    2.160     2.176   32.31   14.08    9.03
    2.176     2.192   26.21   12.06    8.02
    2.192     2.208   28.24   15.08    6.01
    2.208     2.224   27.25   23.15    3.00
    2.224     2.240   24.19   15.08    7.02
    2.240     2.256   13.09   20.14    7.02
    2.256     2.272   22.18   16.10    9.03
    2.272     2.288   20.17   16.11   11.04
    2.288     2.304   31.30   14.08    9.03
    2.304     2.320   27.28   19.15   13.06
    2.320     2.336   22.20   22.17    8.02
    2.336     2.352   28.25   16.09    7.02
    2.352     2.368   18.15   22.16    7.02
    2.368     2.384   19.17   22.18   11.04
    2.384     2.400   14.10   21.15    7.02
    2.400     2.416   29.31   19.15   12.05
    2.416     2.432   22.22   26.22    8.02
    2.432     2.448   27.30   23.20   12.05
    2.448     2.464   14.09   14.08   10.03
    2.464     2.480   19.20   21.21   19.12
    2.480     2.496   18.14   22.15    5.01
    2.496     2.512   28.27   18.12    9.03
    2.512     2.528   13.08   16.08    5.01
    2.528     2.544   25.19   11.05    7.02
    2.544     2.560   40.04   26.25   12.05
    2.560     2.576   24.25   27.25    9.03
    2.576     2.592   23.22   19.15   12.05
    2.592     2.608   28.29   25.20    6.01
    2.608     2.624   22.16   11.06    9.03
    2.624     2.640   14.10   21.13    4.01
    2.640     2.656   18.14   20.14    7.02
    2.656     2.672   23.21   23.16    5.01
    2.672     2.688   17.16   24.21   11.04
    2.688     2.704   29.30   17.13   13.06
    2.704     2.720   35.92   20.16   12.05
    2.720     2.736   24.21   21.14    5.01
    2.736     2.752   28.28   18.13   11.04
    2.752     2.768   17.17   23.23   16.08
    2.768     2.784   22.26   32.36   13.06
    2.784     2.800   22.24   26.26   13.06
    2.800     2.816   31.44   30.37   19.12
    2.816     2.832   24.22   19.13    9.03
    2.832     2.848   23.27   39.94    5.01
    2.848     2.864   26.28   23.20   11.04
    2.864     2.880   28.28   16.12   13.06
    2.880     2.896   20.23   31.35   14.06
    2.896     2.912   16.14   22.18   10.03
    2.912     2.928   31.42   30.35   16.08
    2.928     2.944   32.33   20.14    7.02
    2.944     2.960   20.20   30.28    7.02
    2.960     2.976   28.29   18.14   13.06
    2.976     2.992   19.18   21.19   15.07
    2.992     3.008   33.86   17.12   11.04
    3.008     3.024   25.25   18.14   13.06
    3.024     3.040   26.36   33.95   19.12
    3.040     3.056   19.19   26.26   13.06
    3.056     3.072   20.20   24.22   12.05
    3.072     3.088   25.23   21.15    7.02
    3.088     3.104   26.24   19.13    8.02
    3.104     3.120   24.27   28.28   11.04
    3.120     3.136   29.34   26.25   12.05
    3.136     3.152   21.20   24.20    9.03
    3.152     3.168   24.25   26.23    9.03
    3.168     3.184   25.25   24.19    8.02
    3.184     3.200   22.23   21.20   16.08
    3.200     3.216   25.27   24.22   13.06
    3.216     3.232   31.41   30.33   14.06
    3.232     3.248   26.28   24.21   10.03
    3.248     3.264   32.41   30.30   10.03
    3.264     3.280   28.32   30.28    7.02
    3.280     3.296   24.27   27.27   13.06
    3.296     3.312   25.26   24.21   10.03
    3.312     3.328   23.22   25.20    7.02
    3.328     3.344   23.21   20.15    9.03
    3.344     3.360   28.31   28.24    6.01
    3.360     3.376   24.27   25.25   14.06
    3.376     3.392   22.21   22.18   10.03
    3.392     3.408   31.35   17.14   15.07
    3.408     3.424   32.35   20.15   10.03
    3.424     3.440   18.17   28.26    9.03
    3.440     3.456   27.32   30.30    9.03
    3.456     3.472   23.23   23.19   10.03
    3.472     3.488   25.28   28.27   10.03
    3.488     3.504   36.06   38.01   16.08
    3.504     3.520   19.21   30.33   13.06
    3.520     3.536   29.38   27.30   17.09
    3.536     3.552   28.31   31.27    4.01
    3.552     3.568   37.95   24.18    6.01
    3.568     3.584   27.31   26.24   11.04
    3.584     3.600   21.20   22.19   12.05
    3.600     3.616   23.22   26.21    6.01
    3.616     3.632   29.36   32.34   10.03
    3.632     3.648   31.41   33.87   10.03
    3.648     3.664   26.27   24.19    8.02
    3.664     3.680   35.94   25.22   10.03
    3.680     3.696   25.23   15.11   13.06
    3.696     3.712   28.28   19.14   10.03
    3.712     3.728   27.36   33.91   15.07
    3.728     3.744   21.20   18.15   14.06
    3.744     3.760   33.83   13.08   10.03
    3.760     3.776   27.28   24.19    7.02
    3.776     3.792   25.32   33.89   13.06
    3.792     3.808   27.28   22.17    9.03
    3.808     3.824   24.26   24.22   13.06
    3.824     3.840   33.90   24.21   10.03
    3.840     3.856   30.36   25.23   12.05
    3.856     3.872   32.37   27.23    7.02
    3.872     3.888   28.37   32.38   15.07
    3.888     3.904   25.29   29.30   12.05
    3.904     3.920   24.26   26.25   12.05
    3.920     3.936   26.34   35.94   13.06
    3.936     3.952   24.22   18.12    9.03
    3.952     3.968   24.20   16.09    7.02
    3.968     3.984   28.28   27.20    2.00
    3.984     4.000   19.19   28.28   11.04
    4.000     4.016   18.17   24.22   12.05
    4.016     4.032   27.30   26.23    9.03
    4.032     4.048   25.25   24.19    8.02
    4.048     4.064   23.22   20.16   11.04
    4.064     4.080   23.19   18.10    5.01
    4.080     4.096   24.23   23.17    7.02
    4.096     4.112   23.26   33.85    8.02
    4.112     4.128   30.30   21.14    6.01
    4.128     4.144   31.38   26.26   13.06
    4.144     4.160   33.96   33.88   11.04
    4.160     4.176   21.25   33.90   14.06
    4.176     4.192   25.25   22.17    9.03
    4.192     4.208   28.29   20.15   10.03
    4.208     4.224   35.94   29.26    6.01
    4.224     4.240   21.24   28.30   15.07
    4.240     4.256   25.26   23.20   11.04
    4.256     4.272   26.29   24.23   14.06
    4.272     4.288   19.18   24.22   12.05
    4.288     4.304   25.26   22.18   11.04
    4.304     4.320   27.31   29.28    9.03
    4.320     4.336   26.30   28.28   12.05
    4.336     4.352   30.39   32.35   11.04
    4.352     4.368   24.25   28.25    7.02
    4.368     4.384   31.33   22.16    7.02
    4.384     4.400   30.44   38.01   16.08
    4.400     4.416   27.36   35.93   12.05
    4.416     4.432   24.25   23.20   11.04
    4.432     4.448   36.01   31.36   15.07
    4.448     4.464   20.18   20.15   10.03
    4.464     4.480   24.21   19.12    7.02
    4.480     4.496   21.23   27.28   14.06
    4.496     4.512   30.33   21.17   12.05
    4.512     4.528   25.24   23.17    7.02
    4.528     4.544   26.28   24.21   10.03
    4.544     4.560   28.33   30.30    9.03
    4.560     4.576   35.96   27.26   11.04
    4.576     4.592   28.35   32.35   11.04
    4.592     4.608   29.35   29.29   11.04
    4.608     4.624   27.31   19.18   18.11
    4.624     4.640   27.30   23.20   12.05
    4.640     4.656   31.31   19.12    7.02
    4.656     4.672   33.86   17.12   11.04
    4.672     4.688   25.25   22.18   10.03
    4.688     4.704   30.33   27.22    5.01
    4.704     4.720   30.33   29.24    4.01
    4.720     4.736   29.34   26.25   12.05
    4.736     4.752   26.28   20.17   14.06
    4.752     4.768   26.23   18.11    7.02
    4.768     4.784   29.27   19.11    5.01
    4.784     4.800   23.20   21.14    6.01
    4.800     4.816   27.29   25.21    8.02
    4.816     4.832   26.28   24.21   11.04
    4.832     4.848   30.30   20.14    7.02
    4.848     4.864   20.20   23.21   14.06
    4.864     4.880   27.29   24.20    9.03
    4.880     4.896   22.21   19.16   14.06
    4.896     4.912   23.22   24.18    6.01
    4.912     4.928   22.16   16.07    2.00
    4.928     4.944   33.91   26.24   10.03
    4.944     4.960   23.22   17.13   13.06
    4.960     4.976   24.21   20.13    6.01
    4.976     4.992   22.17   16.09    6.01
    4.992     5.008   23.19   20.12    4.01
    5.008     5.024   18.17   29.27    8.02
    5.024     5.040   20.19   23.19   10.03
    5.040     5.056   13.08   18.10    5.01
    5.056     5.072   30.29   16.10    9.03
    5.072     5.088   18.16   23.19    9.03
    5.088     5.104   17.12   16.09    7.02
    5.104     5.120   23.20   19.12    7.02
    5.120     5.136   21.14   10.04    7.02
    5.136     5.152   21.17   20.13    5.01
    5.152     5.168   24.19   16.09    6.01
    5.168     5.184   23.21   21.15    8.02
    5.184     5.200   20.18   27.22    5.01
    5.200     5.216   25.24   22.17    8.02
    5.216     5.232   16.10   17.08    2.00
    5.232     5.248   18.11    7.03   10.03
    5.248     5.264   24.19   16.09    6.01
    5.264     5.280   28.24   16.08    5.01
    5.280     5.296   28.29   24.18    6.01
    5.296     5.312   15.11   19.12    7.02
    5.312     5.328   26.22   16.09    6.01
    5.328     5.344   24.19   18.10    4.01
    5.344     5.360   22.20   16.12   14.06
    5.360     5.376   21.18   21.14    6.01
    5.376     5.392   28.26   17.10    7.02
    5.392     5.408   26.27   23.19   10.03
    5.408     5.424   17.13   22.16    6.01
    5.424     5.440   24.20   16.10    8.02
    5.440     5.456   16.11   19.11    5.01
    5.456     5.472   33.88   19.14   11.04
    5.472     5.488   30.28   19.11    3.00
    5.488     5.504   31.35   21.17   12.05
    5.504     5.520   25.22   19.12    6.01
    5.520     5.536   32.28   11.05    6.01
    5.536     5.552   25.21   17.10    6.01
    5.552     5.568   24.20   16.09    7.02
    5.568     5.584   29.26   14.07    7.02
    5.584     5.600   23.19   20.13    5.01
    5.600     5.616   32.30   16.08    5.01
    5.616     5.632   27.26   21.14    6.01
    5.632     5.648   28.32   25.23   12.05
    5.648     5.664   15.12   19.15   12.05
    5.664     5.680   25.22   22.14    3.00
    5.680     5.696   23.19   18.11    6.01
    5.696     5.712   25.24   23.17    7.02
    5.712     5.728   26.26   21.16    9.03
    5.728     5.744   32.29   14.07    5.01
    5.744     5.760   29.27   16.09    7.02
    5.760     5.776   16.10   14.07    5.01
    5.776     5.792   19.15   22.14    3.00
    5.792     5.808   18.15   26.20    4.01
    5.808     5.824   17.13   17.11    8.02
    5.824     5.840   25.23   17.11    9.03
    5.840     5.856   28.27   18.12    8.02
    5.856     5.872   31.33   21.16    9.03
    5.872     5.888   12.09   23.17    6.01
    5.888     5.904   37.92   20.13    6.01
    5.904     5.920   27.25   22.14    4.01
    5.920     5.936   28.27   19.12    7.02
    5.936     5.952   18.11   14.06    4.01
    5.952     5.968   23.17   14.07    6.01
    5.968     5.984   20.20   30.27    6.01
    5.984     6.000   21.18   20.14    8.02
    6.000     6.016   32.35   21.15    8.02
    6.016     6.032   22.18   20.13    5.01
    6.032     6.048   29.26   14.08    8.02
    6.048     6.064   30.26   13.06    6.01
    6.064     6.080   27.22   10.05    9.03
    6.080     6.096   20.14   14.07    5.01
    6.096     6.112   15.11   19.12    6.01
    6.112     6.128   24.19   19.10    2.00
    6.128     6.144   15.10   20.12    4.01
    6.144     6.160   27.25   19.12    7.02
    6.160     6.176   26.24   20.14    7.02
    6.176     6.192   33.90   20.17   14.06
    6.192     6.208   23.20   16.10   10.03
    6.208     6.224   24.28   31.33   11.04
    6.224     6.240   27.25   16.10    9.03
    6.240     6.256   19.17   22.17    9.03
    6.256     6.272   33.89   22.18   11.04
    6.272     6.288   23.30   37.97   12.05
    6.288     6.304   25.21   13.08   10.03
    6.304     6.320   29.38   32.36   12.05
    6.320     6.336   30.32   18.14   13.06
    6.336     6.352   34.01   40.03   13.06
    6.352     6.368   20.18   25.20    7.02
    6.368     6.384   24.29   33.88   11.04
    6.384     6.400   33.96   32.36   12.05
    6.400     6.416   33.95   30.32   12.05
    6.416     6.432   26.30   33.83    6.01
    6.432     6.448   27.34   29.33   16.08
    6.448     6.464   33.92   29.28    9.03
    6.464     6.480   23.28   29.34   17.09
    6.480     6.496   33.94   28.28   12.05
    6.496     6.512   27.30   28.25    7.02
    6.512     6.528   29.38   29.32   15.07
    6.528     6.544   23.27   31.34   13.06
    6.544     6.560   36.02   31.37   16.08
    6.560     6.576   25.32   35.92   11.04
    6.576     6.592   34.03   36.00   20.13
    6.592     6.608   29.35   29.29   11.04
    6.608     6.624   22.30   40.05   15.07
    6.624     6.640   40.14   32.41   19.12
    6.640     6.656   30.44   35.98   18.11
    6.656     6.672   40.15   33.95   20.13
    6.672     6.688   27.43   44.19   19.12
    6.688     6.704   36.12   48.25   15.07
    6.704     6.720   44.24   31.41   21.14
    6.720     6.736   29.41   42.04   10.03
    6.736     6.752   29.44   40.06   16.08
    6.752     6.768   32.55   48.28   17.09
    6.768     6.784   40.13   40.01   11.04
    6.784     6.800   26.29   31.30    7.02
    6.800     6.816   31.45   35.96   16.08
    6.816     6.832   33.95   33.86    9.03
    6.832     6.848   44.19   31.36   15.07
