tus,dau,det,typ,erg,adr,keV,st,dt,flag
2.452268,2,2,0,1477,5,26738.6115,22.39089012145996,2963.0,False
2.452597,4,2,0,1518,11,28837.433,23.0,1614.0,False
2.452804,2,3,0,36,6,471.7304,0.717303991317749,1241.0,False
2.452804,3,1,0,301,7,7430.8379,10.72335147857666,8586.0,False
2.452804,1,3,0,36,3,447.3266,0.47326600551605225,2875.0,False
2.452804,2,2,0,315,5,4354.6476,14.418590545654297,536.0,False
2.452804,4,3,0,890,12,13728.2009,21.0,1533.0,False
2.453296,1,2,0,197,2,4253.9991,6.01599645614624,5936.0,False
2.453323,1,3,0,50,3,609.9448,1.8795584440231323,519.0,False
2.453505,3,2,0,1597,8,30914.6434,20.097572326660156,4360.0,False
2.454093,4,1,0,110,10,1612.3528,4.632940769195557,2557.0,False
2.454093,4,2,0,1459,11,27624.4006,23.0,1496.0,False
2.454177,4,1,0,1414,10,23994.141,21.0,84.0,False
2.454501,2,3,0,100,6,967.661,5.676609992980957,1697.0,False
2.454998,1,1,0,28,1,299.0423,0.0,5143.0,False
2.455778,1,1,0,1774,1,31182.1122,25.47284507751465,780.0,False
2.455855,1,3,0,49,3,598.2968,1.7863744497299194,2532.0,False
2.456082,4,1,0,71,10,1043.8893,3.1170382499694824,1905.0,False
2.456485,2,1,0,45,4,418.5905,0.3718099892139435,4881.0,False
2.4565580000000002,3,2,0,20,8,574.179,0.14835800230503082,3053.0,False
2.4565580000000002,3,3,0,148,9,3888.9522,5.0,11879.0,False
2.456878,3,2,0,40,8,1174.8286,1.1165523529052734,320.0,False
2.456889,2,3,0,57,6,628.5782,2.2857820987701416,2388.0,False
2.457725,1,1,0,660,1,7782.2459,21.0,1947.0,False
2.457941,1,3,0,27,3,343.3026,0.0,2086.0,False
2.4579649999999997,2,2,0,83,5,1106.102,4.353673458099365,5161.0,False
2.458325,1,1,0,1744,1,30381.2568,25.152502059936523,600.0,False
2.458325,1,2,0,1818,2,31187.1411,21.474857330322266,5029.0,False
2.458325,1,3,0,1961,3,31981.9413,23.792776107788086,384.0,False
2.458428,1,2,0,1244,2,23311.1539,19.0,103.0,False
2.458428,1,1,0,1836,1,32867.1538,26.146862030029297,103.0,False
2.4586,3,1,0,35,7,903.0554,1.0,5796.0,False
2.458752,2,3,0,177,6,1635.0175,8.116724967956543,1863.0,False
2.459141,1,2,0,1670,2,29330.6634,20.46453094482422,713.0,False
2.459141,3,2,0,16,8,453.3836,0.0,2263.0,False
2.459141,1,1,0,1587,1,26344.2186,24.075374603271484,713.0,False
2.459141,3,3,0,216,9,5607.032,8.21406364440918,2583.0,False
2.4592359999999998,3,2,0,44,8,1294.293,1.196195363998413,95.0,False
2.459241,1,1,0,100,1,939.9195,2.7596778869628906,100.0,False
2.459728,3,2,0,194,8,5614.0806,6.228161334991455,492.0,False
2.460048,2,1,0,759,4,9260.1953,22.40815544128418,3563.0,False
2.460198,2,1,0,46,4,426.6244,0.5324879884719849,150.0,False
2.460488,3,2,0,66,8,1947.3824,1.6315882205963135,760.0,False
2.461039,1,3,0,40,3,493.6892,0.9368919730186462,2714.0,False
2.461059,1,1,0,204,1,1961.7087,8.12911319732666,1818.0,False
2.461715,2,1,0,62,4,556.826,2.5682599544525146,1517.0,False
2.461805,3,3,0,23,9,608.7653,0.21753059327602386,2664.0,False
2.461825,1,3,0,49,3,598.2968,1.7863744497299194,786.0,False
2.462025,1,2,0,96,2,2095.1496,2.730099678039551,2884.0,False
2.462436,3,1,0,421,7,10170.7826,15.136626243591309,3836.0,False
2.462436,4,3,0,58,12,835.489,1.6709779500961304,9632.0,False
2.462479,2,1,0,63,4,565.0673,2.6506729125976562,764.0,False
2.462522,2,2,0,111,5,1476.6108,5.58870267868042,4557.0,False
2.462703,4,3,0,89,12,1272.3874,2.9079580307006836,267.0,False
2.4630989999999997,2,3,0,31,6,435.2321,0.35232099890708923,4347.0,False
2.463438,4,2,0,31,11,464.7831,0.0,9345.0,False
2.463503,2,3,0,80,6,806.953,4.069530010223389,404.0,False
2.463507,4,3,0,39,12,569.376,1.1387519836425781,804.0,False
2.46361,3,3,0,85,9,2255.4829,1.8369885683059692,1805.0,False
2.4637320000000003,3,2,0,29,8,845.1576,0.6903151869773865,3244.0,False
2.463909,4,2,0,1685,11,32310.0324,24.848026275634766,471.0,False
2.464207,4,1,0,48,10,711.3895,1.8455580472946167,8125.0,False
2.464343,3,1,0,25,7,645.4398,1.0,1907.0,False
2.464409,1,3,0,1994,3,32683.682,24.07347297668457,2584.0,False
2.464573,1,1,0,82,1,774.5982,2.0983927249908447,3514.0,False
2.464829,3,1,0,24,7,619.6295,1.0,486.0,False
2.464829,1,2,0,74,2,1617.4257,2.4116170406341553,2804.0,False
2.464829,1,3,0,2224,3,37725.4641,28.270557403564453,420.0,False
2.464829,4,3,0,44,12,639.2831,1.2785662412643433,1322.0,False
2.464829,4,2,0,62,11,1009.5166,1.0380663871765137,920.0,False
2.464829,2,2,0,43,5,587.069,1.522413969039917,2307.0,False
2.46483,2,1,0,619,4,7036.3513,21.0,2351.0,False
2.46483,1,1,0,25,1,273.5201,0.0,257.0,False
2.464887,2,2,0,49,5,664.1541,1.984924554824829,58.0,False
2.464989,3,1,0,45,7,1159.7862,1.2130482196807861,160.0,False
2.465301,1,2,0,32,2,697.9779,1.3959558010101318,472.0,False
2.465595,4,3,0,84,12,1201.6923,2.6723077297210693,766.0,False
2.4656700000000003,4,1,0,1465,10,25002.6677,21.002134323120117,1463.0,False
2.466521,4,2,0,62,11,1009.5166,1.0380663871765137,1692.0,False
2.466583,1,1,0,405,1,4258.3027,15.0,1753.0,False
2.466828,4,3,0,41,12,597.3283,1.1946566104888916,1233.0,False
2.467228,2,1,0,1874,4,35507.4068,27.405925750732422,2398.0,False
2.467228,2,3,0,325,6,3134.5449,11.538179397583008,3725.0,False
2.467228,1,1,0,1750,1,30540.672,25.21626853942871,645.0,False
2.467228,3,1,0,20,7,516.3002,1.0,2239.0,False
2.467228,1,3,0,2008,3,32983.0312,24.193212509155273,2399.0,False
2.467228,1,2,0,26,2,565.8321,1.1316641569137573,1927.0,False
2.46733,4,3,0,35,12,513.5133,1.027026653289795,502.0,False
2.467404,2,2,0,37,5,510.2557,1.0615341663360596,2517.0,False
2.4677379999999998,2,1,0,66,4,589.8644,2.898643970489502,510.0,False
2.467775,3,1,0,20,7,516.3002,1.0,547.0,False
2.467807,4,3,0,1573,12,26123.8402,23.0,477.0,False
2.467807,4,2,0,108,11,1821.5003,4.286001205444336,1286.0,False
2.467981,4,2,0,80,11,1326.7272,2.3069088459014893,174.0,False
2.467981,4,3,0,183,12,2617.7503,7.0,174.0,False
2.4680020000000003,1,3,0,198,3,2388.8474,6.851796627044678,774.0,False
2.468207,1,2,0,43,2,939.7282,1.8794564008712769,979.0,False
2.468207,3,1,0,37,7,954.4723,1.0,432.0,False
2.468207,4,3,0,153,12,2185.0173,5.950057506561279,226.0,False
2.468288,2,3,0,345,6,3359.0607,12.436243057250977,1060.0,False
2.4683159999999997,1,1,0,26,1,282.017,0.0,1088.0,False
2.468357,3,3,0,31,9,823.4288,0.6468576192855835,4747.0,False
2.468435,3,3,0,20,9,528.0997,0.05619940161705017,78.0,False
2.468458,1,1,0,30,1,316.1096,0.0,142.0,False
2.468704,3,3,0,72,9,1913.4234,1.6089489459991455,269.0,False
2.469087,3,2,0,20,8,574.179,0.14835800230503082,5355.0,False
2.469257,4,1,0,74,10,1087.4091,3.233090877532959,3587.0,False
2.469376,4,2,0,31,11,464.7831,0.0,1395.0,False
2.469376,4,1,0,157,10,2305.2131,6.4805684089660645,119.0,False
2.469468,3,1,0,1152,7,24109.5257,17.0,1261.0,False
2.469864,4,3,0,37,12,541.4376,1.0828752517700195,1657.0,False
2.469933,3,3,0,48,9,1277.4402,1.184960126876831,1229.0,False
2.470121,4,1,0,107,10,1568.4167,4.515778064727783,745.0,False
2.470387,3,3,0,20,9,528.0997,0.05619940161705017,454.0,False
2.470955,2,1,0,308,4,2951.8328,16.807331085205078,3217.0,False
2.470955,1,3,0,139,3,1666.5943,5.888792514801025,2953.0,False
2.470955,3,3,0,631,9,15079.1228,17.0,568.0,False
2.4710039999999998,4,1,0,36,10,538.7207,1.154882788658142,883.0,False
2.471037,3,3,0,36,9,957.2648,0.9145296216011047,82.0,False
2.471133,4,1,0,478,10,7264.9343,17.0,129.0,False
2.471133,4,2,0,442,11,7848.6973,17.27895736694336,1757.0,False
2.4712870000000002,4,3,0,34,12,499.5564,0.9955639839172363,1423.0,False
2.4712870000000002,1,2,0,345,2,7315.6029,11.0,3080.0,False
2.4712870000000002,2,1,0,1679,4,29822.7473,24.858198165893555,332.0,False
2.4712870000000002,1,3,0,2132,3,35677.0875,25.8125057220459,332.0,False
2.4712870000000002,3,1,0,823,7,18421.2473,17.0,1819.0,False
2.4712870000000002,3,2,0,158,8,4605.7806,3.4231224060058594,2200.0,False
2.4719379999999997,4,2,0,32,11,482.324,0.0,805.0,False
2.472009,1,3,0,1827,3,29188.2594,23.0,722.0,False
2.472449,1,3,0,52,3,633.2558,2.0660464763641357,440.0,False
2.4725159999999997,3,1,0,94,7,2404.9773,2.873303174972534,1229.0,False
2.47282,1,1,0,45,1,445.4527,0.45452699065208435,4362.0,False
2.4728399999999997,3,3,0,233,9,6029.2475,9.0,1803.0,False
2.4728399999999997,3,2,0,1537,8,30391.2327,19.469478607177734,1553.0,False
2.472847,2,1,0,205,4,1859.1985,11.582391738891602,1560.0,False
2.472847,4,3,0,75,12,1074.6617,2.2488722801208496,1560.0,False
2.473024,2,3,0,125,6,1175.8709,6.586236476898193,4736.0,False
2.47314,2,3,0,417,6,4210.4464,15.841785430908203,116.0,False
2.473193,4,1,0,46,10,682.5728,1.7302912473678589,2060.0,False
2.473369,3,2,0,17,8,483.6033,0.0,529.0,False
2.4737080000000002,3,3,0,86,9,2281.7244,1.854482889175415,868.0,False
2.4742189999999997,1,1,0,54,1,524.1924,1.0967695713043213,1399.0,False
2.474294,4,1,0,839,10,13317.1206,21.0,1101.0,False
2.474396,3,3,0,1139,9,24303.6662,18.44293212890625,688.0,False
2.475042,1,1,0,51,1,497.8514,0.9785140156745911,823.0,False
2.475253,4,3,0,31,12,457.7066,0.5770660042762756,2406.0,False
2.475253,4,2,0,163,11,2798.1054,8.192421913146973,3315.0,False
2.4754329999999998,1,1,0,107,1,1005.1297,3.027358293533325,391.0,False
2.475572,1,3,0,22,3,285.6861,0.0,3123.0,False
2.47633,4,2,0,885,11,16199.4564,21.0,1077.0,False
2.47675,1,3,0,131,3,1569.9984,5.759997844696045,1178.0,False
2.476809,3,3,0,57,9,1516.6163,1.3444108963012695,2413.0,False
2.476941,1,3,0,1969,3,32151.5614,23.860624313354492,191.0,False
2.476942,1,2,0,24,2,521.7393,1.0434786081314087,5655.0,False
2.4769550000000002,1,2,0,1725,2,30034.7085,21.013883590698242,13.0,False
2.4769550000000002,1,1,0,1785,1,31478.1265,25.591251373291016,1522.0,False
2.4769550000000002,2,1,0,109,4,957.3553,6.573553085327148,4108.0,False
2.4769550000000002,2,3,0,71,6,736.3338,3.363337993621826,3815.0,False
2.4769550000000002,2,2,0,1632,5,30494.8298,23.19793128967285,9551.0,False
2.477121,2,3,0,105,6,1008.6519,6.028839588165283,166.0,False
2.47757,1,1,0,42,1,419.3951,0.19395099580287933,615.0,False
2.477641,3,3,0,1650,9,30950.5012,19.760400772094727,832.0,False
2.477642,2,2,0,69,5,923.0667,3.538400173187256,687.0,False
2.477642,1,1,0,677,1,8041.4468,21.0,72.0,False
2.477642,2,3,0,111,6,1058.2707,6.194235801696777,521.0,False
2.477642,3,2,0,241,8,6903.4307,7.0,4273.0,False
2.477706,2,3,0,44,6,530.8048,1.3080480098724365,64.0,False
2.477828,4,1,0,45,10,668.1703,1.672681212425232,3534.0,False
2.477903,3,1,0,46,7,1185.4106,1.2472140789031982,5387.0,False
2.478096,4,1,0,39,10,581.8358,1.327343225479126,268.0,False
2.478364,1,3,0,140,3,1678.6912,5.904921531677246,1409.0,False
2.478471,3,3,0,17,9,447.3431,0.0,830.0,False
2.478668,4,3,0,162,12,2314.5062,6.381687164306641,3415.0,False
2.478668,1,1,0,1807,1,32073.9659,25.829586029052734,1026.0,False
2.478668,3,2,0,1577,8,30745.7188,19.89486312866211,1026.0,False
2.478771,4,2,0,34,11,517.4122,0.03482440114021301,2441.0,False
2.478941,2,1,0,113,4,992.6873,6.926873207092285,1986.0,False
2.478957,3,3,0,19,9,501.191,0.0023819999769330025,486.0,False
2.478957,3,2,0,746,8,18824.7213,18.529888153076172,289.0,False
2.479072,1,2,0,197,2,4253.9991,6.01599645614624,2117.0,False
2.4791790000000002,1,1,0,22,1,248.0924,0.0,511.0,False
2.479189,3,3,0,44,9,1170.8768,1.1139178276062012,232.0,False
2.479221,4,1,0,1664,10,29033.7675,23.0,1125.0,False
2.479596,4,1,0,36,10,538.7207,1.154882788658142,375.0,False
2.479596,2,3,0,1859,6,35476.548,25.571857452392578,1890.0,False
2.479596,2,2,0,1699,5,32174.6199,23.869848251342773,1954.0,False
2.479596,1,3,0,375,3,4659.786,15.0,1232.0,False
2.479596,2,1,0,1722,4,31036.418,25.414567947387695,655.0,False
2.480037,1,1,0,39,1,393.432,0.0,858.0,False
2.4802109999999997,4,3,0,205,12,2937.0911,7.0,1543.0,False
2.480239,2,1,0,1016,4,13964.9144,23.0,643.0,False
2.480617,1,3,0,74,3,890.9933,4.127946376800537,1021.0,False
2.480617,3,2,0,73,8,2153.7764,1.7691842317581177,1660.0,False
2.480617,1,2,0,67,2,1464.8616,2.3099076747894287,1545.0,False
2.480769,1,2,0,1627,2,28768.5807,20.014863967895508,152.0,False
2.480769,1,1,0,1754,1,30647.1588,25.25886344909668,732.0,False
2.48167,1,3,0,27,3,343.3026,0.0,1053.0,False
2.481728,4,2,0,94,11,1573.9107,3.295642852783203,2957.0,False
2.481728,4,1,0,96,10,1407.6145,4.086972236633301,2132.0,False
2.482145,4,1,0,1188,10,19645.6176,21.0,417.0,False
2.482166,3,1,0,1556,7,29784.4361,19.0,4263.0,False
2.4826610000000002,3,1,0,138,7,3505.0051,4.010010242462158,495.0,False
2.482978,2,2,0,36,5,497.4799,0.9747989773750305,3382.0,False
2.482978,2,1,0,131,4,1154.0969,7.821850299835205,2739.0,False
2.483031,2,1,0,1428,4,23188.4408,23.0,53.0,False
2.483183,3,3,0,60,9,1596.1597,1.3974398374557495,3994.0,False
2.483278,4,2,0,62,11,1009.5166,1.0380663871765137,1550.0,False
2.483315,4,1,0,1360,10,22937.2153,21.0,1170.0,False
2.484203,3,1,0,1228,7,25287.3645,17.229890823364258,1542.0,False
2.484203,1,3,0,93,3,1115.5277,5.154036998748779,2533.0,False
2.484253,4,1,0,166,10,2438.8597,6.836959362030029,938.0,False
2.484329,1,1,0,64,1,612.6782,1.45071280002594,3560.0,False
2.484329,1,2,0,29,2,631.9299,1.263859748840332,3560.0,False
2.484539,4,2,0,1705,11,32729.7872,25.18383026123047,1261.0,False
2.484539,4,1,0,34,10,509.9965,1.03998601436615,286.0,False
2.484539,4,3,0,152,12,2170.6471,5.902156829833984,4328.0,False
2.484783,3,3,0,240,9,6202.2517,9.0,1600.0,False
2.485185,3,1,0,18,7,464.5824,0.6458240151405334,982.0,False
2.485185,3,3,0,97,9,2569.7135,2.1394269466400146,402.0,False
2.485185,3,2,0,1581,8,30779.9473,19.935935974121094,4568.0,False
2.485215,3,1,0,18,7,464.5824,0.6458240151405334,30.0,False
2.485321,2,1,0,608,4,6871.7528,21.0,2290.0,False
2.485321,1,3,0,457,3,5764.8269,15.0,1118.0,False
2.485352,2,1,0,93,4,817.9793,5.179792881011963,31.0,False
2.485759,4,1,0,37,10,553.0885,1.2123539447784424,1220.0,False
2.48585,2,1,0,186,4,1671.7844,10.582850456237793,498.0,False
2.486255,1,3,0,24,3,308.7177,0.0,934.0,False
2.486291,4,2,0,33,11,499.8671,0.0,1752.0,False
2.4863910000000002,2,3,0,1697,6,30613.8691,23.245548248291016,6795.0,False
2.4863910000000002,2,2,0,1689,5,31921.7538,23.768701553344727,3413.0,False
2.4863910000000002,2,1,0,1793,4,33089.7593,26.235902786254883,541.0,False
2.4866,3,2,0,1651,8,31343.0397,20.611648559570312,1415.0,False
2.4866,3,3,0,607,9,14578.7753,17.0,1415.0,False
2.486618,3,3,0,1410,9,28157.4772,19.0,18.0,False
2.486858,2,3,0,34,6,457.092,0.5709199905395508,467.0,False
2.487038,2,1,0,1683,4,29934.6953,24.947755813598633,647.0,False
2.487178,1,1,0,1861,1,33558.0226,26.423208236694336,2849.0,False
2.487178,3,3,0,1691,9,31369.4042,20.095523834228516,560.0,False
2.487322,1,1,0,166,1,1575.1982,6.067723751068115,144.0,False
2.48733,3,2,0,45,8,1324.1245,1.21608304977417,730.0,False
2.48735,1,1,0,1706,1,29380.4033,25.0,28.0,False
2.48735,3,2,0,42,8,1234.5886,1.1563924551010132,20.0,False
2.48735,1,3,0,241,3,2926.1739,10.409391403198242,1095.0,False
2.48735,1,2,0,2033,2,33668.3348,22.467334747314453,3021.0,False
2.48735,3,1,0,21,7,542.1458,1.0,2135.0,False
2.487351,3,3,0,23,9,608.7653,0.21753059327602386,173.0,False
2.487477,2,1,0,91,4,800.7769,5.0077691078186035,439.0,False
2.487477,3,2,0,1117,8,25329.8665,19.0,127.0,False
2.487682,1,1,0,27,1,290.5244,0.0,332.0,False
2.487932,1,1,0,34,1,350.3702,0.0,250.0,False
2.488106,3,1,0,19,7,490.4457,0.9044569730758667,756.0,False
2.488426,3,3,0,17,9,447.3431,0.0,1075.0,False
2.488575,4,1,0,439,10,6641.1582,17.0,2816.0,False
2.488876,3,3,0,28,9,743.0058,0.4860115945339203,450.0,False
2.48911,4,1,0,31,10,466.9391,0.6693909764289856,535.0,False
2.48911,2,2,0,36,5,497.4799,0.9747989773750305,2719.0,False
2.48911,2,3,0,473,6,4919.3062,17.0,2252.0,False
2.489705,2,2,0,966,5,15639.5985,21.0,595.0,False
2.489705,3,1,0,341,7,8358.3096,12.373295783996582,1599.0,False
2.489743,1,1,0,326,1,3305.0714,14.220285415649414,1811.0,False
2.490142,3,2,0,22,8,634.4935,0.2689869999885559,2665.0,False
2.490681,1,1,0,116,1,1089.7273,3.478545665740967,938.0,False
2.490977,1,1,0,36,1,367.5634,0.0,296.0,False
2.491133,1,3,0,122,3,1461.7097,5.615612983703613,3783.0,False
2.491142,4,1,0,79,10,1160.0193,3.426718235015869,2032.0,False
2.491155,3,3,0,28,9,743.0058,0.4860115945339203,2279.0,False
2.491155,3,1,0,455,7,10923.9362,15.73914909362793,1450.0,False
2.491155,1,1,0,137,1,1290.4284,4.548951625823975,178.0,False
2.491344,4,3,0,127,12,1812.5314,4.708437919616699,6805.0,False
2.491374,1,2,0,24,2,521.7393,1.0434786081314087,4024.0,False
2.491431,4,1,0,255,10,3777.2833,12.109132766723633,289.0,False
2.492179,1,2,0,594,2,12193.3147,16.75465202331543,805.0,False
2.492179,1,3,0,137,3,1642.4154,5.85655403137207,1046.0,False
2.492423,4,3,0,119,12,1698.3966,4.327988624572754,1079.0,False
2.492522,4,3,0,53,12,765.3367,1.5306733846664429,99.0,False
2.492522,3,1,0,24,7,619.6295,1.0,1367.0,False
2.49256,3,2,0,19,8,544.0009,0.0880018025636673,2418.0,False
2.492719,1,1,0,47,1,462.877,0.6287699937820435,1564.0,False
2.492733,3,2,0,1186,8,26329.2627,19.0,173.0,False
2.492877,4,2,0,63,11,1027.1218,1.1084872484207153,6586.0,False
2.493246,1,2,0,1825,2,31271.9485,21.508779525756836,1067.0,False
2.493247,1,1,0,1316,1,19984.6489,21.0,528.0,False
2.493349,1,2,0,24,2,521.7393,1.0434786081314087,103.0,False
2.493538,3,3,0,88,9,2334.177,1.8894513845443726,2383.0,False
2.493628,2,3,0,36,6,471.7304,0.717303991317749,4518.0,False
2.493941,3,3,0,17,9,447.3431,0.0,403.0,False
2.4949399999999997,4,2,0,96,11,1609.2557,3.4370226860046387,2063.0,False
2.495213,2,3,0,51,6,583.1785,1.831784963607788,1585.0,False
2.495313,3,3,0,68,9,1807.8306,1.5385537147521973,1372.0,False
2.495683,3,3,0,1705,9,31508.5519,20.20684242248535,370.0,False
2.495791,3,2,0,18,8,513.809,0.02761800028383732,3058.0,False
2.496124,1,1,0,200,1,1920.3095,7.908317565917969,2877.0,False
2.496124,1,2,0,1881,2,31940.6566,21.776262283325195,2775.0,False
2.496205,3,3,0,1647,9,30919.1825,19.7353458404541,519.0,False
2.496205,3,2,0,58,8,1710.6718,1.4737812280654907,414.0,False
2.496205,1,3,0,1868,3,30033.5331,23.013412475585938,4026.0,False
2.496205,1,2,0,1870,2,31810.6714,21.724267959594727,81.0,False
2.496205,3,1,0,153,7,3876.0993,4.752198696136475,3683.0,False
2.496205,1,1,0,1738,1,30222.2195,25.08888816833496,81.0,False
2.496312,2,3,0,218,6,2021.8633,9.406210899353027,1099.0,False
2.496313,1,2,0,35,2,763.9761,1.5279521942138672,108.0,False
2.496313,1,1,0,1719,1,29721.0946,25.0,108.0,False
2.496506,1,1,0,91,1,856.8337,2.427334785461426,193.0,False
2.49656,2,2,0,64,5,858.0555,3.1483330726623535,6855.0,False
2.496865,4,1,0,294,10,4373.4031,13.0,5434.0,False
2.496865,3,1,0,1689,7,31336.6951,20.06935691833496,660.0,False
2.496865,4,3,0,1146,12,18182.8917,22.273157119750977,4343.0,False
2.496865,2,3,0,33,6,449.7923,0.49792298674583435,553.0,False
2.496865,3,2,0,29,8,845.1576,0.6903151869773865,660.0,False
2.496865,4,2,0,367,11,6475.1605,16.90064239501953,1925.0,False
2.496867,3,2,0,75,8,2212.6213,1.8084142208099365,2.0,False
2.496911,3,1,0,1529,7,29450.2042,19.0,44.0,False
2.496911,3,2,0,1657,8,31388.1437,20.665773391723633,44.0,False
2.496911,1,3,0,888,3,12124.4603,21.0,706.0,False
2.4970689999999998,1,1,0,102,1,958.4985,2.833993911743164,563.0,False
2.4970689999999998,3,3,0,225,9,5830.9219,8.661844253540039,864.0,False
2.4970689999999998,1,3,0,21,3,274.1778,0.0,158.0,False
2.497092,1,1,0,46,1,454.1596,0.541595995426178,23.0,False
2.497092,4,3,0,36,12,527.4737,1.0549473762512207,227.0,False
2.49778,1,3,0,30,3,377.9324,0.0,711.0,False
2.4979240000000003,1,3,0,42,3,516.9004,1.135203242301941,144.0,False
2.498189,4,2,0,1643,11,31431.245,24.144996643066406,1324.0,False
2.498189,4,1,0,1836,10,32640.8999,24.056360244750977,1324.0,False
2.498253,3,3,0,554,9,13453.212,17.0,1184.0,False
2.498253,3,2,0,888,8,21539.976,19.0,1342.0,False
2.4984919999999997,1,2,0,35,2,763.9761,1.5279521942138672,2179.0,False
2.498544,3,1,0,46,7,1185.4106,1.2472140789031982,1633.0,False
2.498583,1,1,0,29,1,307.5707,0.0,1491.0,False
2.498589,1,3,0,71,3,855.7052,3.845641613006592,665.0,False
2.498589,2,1,0,103,4,904.7233,6.0472331047058105,11112.0,False
2.498601,3,1,0,16,7,412.8292,0.1282919943332672,57.0,False
2.49894,4,3,0,662,12,9953.9682,18.96317481994629,1848.0,False
2.4991120000000002,4,1,0,1674,10,29240.3627,23.0,923.0,False
2.4991120000000002,2,2,0,62,5,832.1039,2.9926233291625977,2552.0,False
2.4991120000000002,4,2,0,952,11,17497.8381,21.0,923.0,False
2.4991120000000002,2,3,0,304,6,2904.4093,11.0,2247.0,False
2.4991120000000002,4,3,0,159,12,2271.3117,6.237705707550049,172.0,False
2.499202,4,2,0,60,11,974.3124,0.9486247897148132,90.0,False
2.499469,2,3,0,75,6,767.5899,3.675899028778076,357.0,False
2.499676,1,2,0,49,2,1071.31,2.0475399494171143,1184.0,False
2.499676,1,1,0,796,1,9940.8031,21.0,1093.0,False
2.500216,2,3,0,1821,6,34305.2398,24.722095489501953,747.0,False
2.500216,3,2,0,1702,8,31710.5153,21.0526180267334,1963.0,False
2.500216,3,3,0,640,9,15265.2517,17.0,1963.0,False
2.5004210000000002,2,2,0,147,5,1961.6745,7.2055816650390625,1309.0,False
2.500557,1,3,0,126,3,1509.7881,5.679717540740967,1968.0,False
2.500571,4,3,0,89,12,1272.3874,2.9079580307006836,1459.0,False
2.500571,3,1,0,23,7,593.8105,1.0,1970.0,False
2.500794,1,3,0,30,3,377.9324,0.0,237.0,False
2.500859,3,1,0,97,7,2480.5233,2.9740309715270996,288.0,False
2.501097,2,2,0,971,5,15738.6512,21.0,676.0,False
2.501097,4,2,0,210,11,3637.6254,11.550501823425293,1895.0,False
2.501097,4,1,0,1904,10,34098.4241,24.63936996459961,1985.0,False
2.501097,4,3,0,193,12,2762.6951,7.0,526.0,False
2.501299,2,3,0,32,6,442.5057,0.42505699396133423,1083.0,False
2.501342,4,1,0,71,10,1043.8893,3.1170382499694824,245.0,False
2.50201,2,1,0,250,4,2320.642,14.043423652648926,3421.0,False
2.502153,1,3,0,41,3,505.2923,1.0423383712768555,1359.0,False
2.502428,4,2,0,83,11,1379.6609,2.518643617630005,1331.0,False
2.502509,1,3,0,1728,3,27181.7997,23.0,356.0,False
2.502509,2,3,0,2061,6,42018.6291,33.42235565185547,1210.0,False
2.502509,4,3,0,65,12,933.8493,1.8676985502243042,1412.0,False
2.502509,1,2,0,35,2,763.9761,1.5279521942138672,2833.0,False
2.502509,2,2,0,1994,5,39973.7361,28.978988647460938,1412.0,False
2.502509,2,1,0,1045,4,14546.3905,23.0,499.0,False
2.502598,4,2,0,55,11,886.3382,0.772676408290863,170.0,False
2.502618,4,1,0,626,10,9685.4163,18.748332977294922,1276.0,False
2.502723,3,2,0,71,8,2094.876,1.729917287826538,2507.0,False
2.502947,3,3,0,22,9,581.8869,0.1637738049030304,2731.0,False
2.503014,3,2,0,19,8,544.0009,0.0880018025636673,291.0,False
2.503014,1,3,0,259,3,3153.8397,11.0,505.0,False
2.503256,1,3,0,26,3,331.7693,0.0,242.0,False
2.503256,2,1,0,267,4,2501.3945,15.00557804107666,747.0,False
2.5033529999999997,2,3,0,80,6,806.953,4.069530010223389,844.0,False
2.503406,4,1,0,201,10,2961.564,8.846256256103516,788.0,False
2.503648,3,3,0,44,9,1170.8768,1.1139178276062012,701.0,False
2.5041510000000002,1,3,0,101,3,1210.6072,5.28080940246582,895.0,False
2.504303,3,1,0,1594,7,30243.9093,19.195127487182617,3444.0,False
2.504411,2,3,0,37,6,479.0691,0.7906910181045532,1058.0,False
2.504496,3,3,0,23,9,608.7653,0.21753059327602386,848.0,False
2.504749,4,2,0,38,11,587.6134,0.17522679269313812,2151.0,False
2.50475,3,1,0,563,7,13248.4599,17.0,447.0,False
2.504777,3,1,0,42,7,1082.8598,1.110479712486267,27.0,False
2.504843,1,1,0,1732,1,30063.5601,25.02542495727539,5167.0,False
2.50527,4,2,0,93,11,1556.2412,3.2249648571014404,521.0,False
2.505594,3,2,0,1406,8,29075.007,19.0,2580.0,False
2.505594,3,3,0,552,9,13410.1818,17.0,1098.0,False
2.505614,4,1,0,90,10,1320.1008,3.853602170944214,2208.0,False
2.505727,2,2,0,47,5,638.4289,1.8305734395980835,3218.0,False
2.506246,3,2,0,40,8,1174.8286,1.1165523529052734,652.0,False
2.506278,3,3,0,36,9,957.2648,0.9145296216011047,684.0,False
2.506278,2,2,0,42,5,574.2479,1.445487380027771,551.0,False
2.506618,3,3,0,17,9,447.3431,0.0,340.0,False
2.506637,2,1,0,93,4,817.9793,5.179792881011963,3381.0,False
2.506637,4,2,0,1790,11,34522.9914,26.618392944335938,1367.0,False
2.506637,4,1,0,75,10,1101.9235,3.2717959880828857,1023.0,False
2.506637,2,2,0,1640,5,30693.6204,23.277448654174805,359.0,False
