DATE        TIME      a         b         c         
06-Apr-2021 19:49:17  -0.004483 26.1758     -10.517 
07-Apr-2021 07:49:31  -0.004577 26.3306    -12.5398 
07-Apr-2021 19:49:45  -0.004614 26.3906    -13.7215 
08-Apr-2021 07:49:58  -0.004591 26.3515    -12.7447 
08-Apr-2021 19:50:12  -0.004616 26.3837    -13.3754 
09-Apr-2021 07:50:25  -0.004671 26.4788     -15.252 
09-Apr-2021 19:50:39  -0.004687 26.5056     -15.572 
10-Apr-2021 07:50:52   -0.00473 26.5816    -17.0695 
10-Apr-2021 19:51:06  -0.004723 26.5662    -17.1822 
11-Apr-2021 07:51:19  -0.004688 26.5048    -16.8046 
11-Apr-2021 19:51:33  -0.004755 26.6264    -19.2084 
12-Apr-2021 07:51:46  -0.004562 26.3008    -12.1579 
12-Apr-2021 19:52:00  -0.004714 26.5512    -16.4692 
13-Apr-2021 07:52:13   -0.00458 26.3231    -13.2173 
13-Apr-2021 19:52:27  -0.004527 26.2309    -11.3957 
14-Apr-2021 07:52:40  -0.004569 26.3016    -13.2041 
14-Apr-2021 19:52:54  -0.004471 26.1415    -10.6604 
15-Apr-2021 07:53:07  -0.004421  26.059    -9.43917 
15-Apr-2021 19:53:21  -0.004265  25.791    -4.74106 
16-Apr-2021 07:53:35   -0.00414 25.5816   -0.590268 
16-Apr-2021 19:53:48  -0.004119 25.5572   -0.716075 
17-Apr-2021 07:54:02  -0.004079 25.4972    0.472367 
17-Apr-2021 19:54:15  -0.004066 25.4754     1.10686 
18-Apr-2021 07:54:29  -0.004124 25.5804   -0.574005 
18-Apr-2021 19:54:42  -0.004181 25.6917     -2.9857 
19-Apr-2021 07:54:56   -0.00419 25.7067    -3.28416 
19-Apr-2021 19:55:09  -0.004167 25.6628    -2.00656 
20-Apr-2021 07:55:23  -0.004162 25.6567    -1.27813 
20-Apr-2021 19:55:36    -0.0043 25.8746    -6.20035 
21-Apr-2021 07:55:50  -0.004309  25.877    -6.44903 
21-Apr-2021 19:56:03  -0.004334 25.9133    -7.37302 
22-Apr-2021 07:56:17  -0.004331 25.9058    -8.24838 
22-Apr-2021 19:56:30    -0.0043 25.8618    -8.19423 
23-Apr-2021 07:56:44  -0.004234 25.7471    -6.93346 
23-Apr-2021 19:56:58  -0.004055 25.4672    -1.96546 
24-Apr-2021 07:57:11  -0.004069 25.4959    -2.94434 
24-Apr-2021 19:57:25  -0.004125 25.5919    -8.95456 
25-Apr-2021 07:57:38   -0.00424 25.7742    -14.4625 
25-Apr-2021 19:57:52  -0.004305 25.8783     -17.274 
26-Apr-2021 07:58:05   -0.00431 25.8759    -17.5772 
26-Apr-2021 19:58:19  -0.004264 25.7896    -18.1572 
27-Apr-2021 07:58:32   -0.00413 25.5685    -13.8593 
27-Apr-2021 19:58:46  -0.003991 25.3292    -8.40385 
28-Apr-2021 07:58:59  -0.003886 25.1645    -3.70439 
28-Apr-2021 19:59:13   -0.00387 25.1357     -3.1192 
29-Apr-2021 07:59:26  -0.003818 25.0581     1.13917 
29-Apr-2021 19:59:40  -0.003831 25.0779     3.54838 
30-Apr-2021 07:59:53  -0.003932 25.2477    0.657737 
30-Apr-2021 20:00:07  -0.004012 25.3841    -2.24815 
01-May-2021 08:00:20  -0.003992 25.3552   -0.808619 
01-May-2021 20:00:34  -0.003953 25.2938    0.589624 
02-May-2021 08:00:48  -0.003861 25.1384     3.01546 
02-May-2021 20:01:01  -0.003833 25.0976     2.12429 
03-May-2021 08:01:15  -0.003824 25.0782    0.974219 
03-May-2021 20:01:28  -0.003833 25.0956    0.108593 
04-May-2021 08:01:42  -0.003845 25.1106    -1.05255 
04-May-2021 20:01:55  -0.003889 25.1885    -2.80068 
05-May-2021 08:02:09  -0.003872 25.1657    -3.37613 
05-May-2021 20:02:22  -0.003918 25.2262    -5.92668 
06-May-2021 08:02:36  -0.003801 25.0353    -2.82466 
06-May-2021 20:02:49  -0.003763 24.9726   -0.971677 
07-May-2021 08:03:03  -0.003838 25.0969    -2.91642 
07-May-2021 20:03:16  -0.003841 25.1034    -3.24273 
08-May-2021 08:03:30  -0.003935 25.2565    -6.15341 
08-May-2021 20:03:43  -0.003922 25.2416     -5.8532 
09-May-2021 08:03:57  -0.003896 25.2017    -3.88352 
09-May-2021 20:04:11  -0.003878 25.1702    -4.01846 
10-May-2021 08:04:24  -0.003831 25.0977    -2.54947 
10-May-2021 20:04:38  -0.003759 24.9713    0.782996 
11-May-2021 08:04:51  -0.003648 24.7859     4.53465 
11-May-2021 20:05:05  -0.003693 24.8598     3.80194 
12-May-2021 08:05:18  -0.003913 25.2262     -3.3891 
12-May-2021 20:05:32  -0.003916 25.2342    -2.51505 
13-May-2021 08:05:45  -0.003811 25.0419    0.681246 
13-May-2021 20:05:59   -0.00403  25.414    -8.40197 
14-May-2021 08:06:12  -0.004182 25.6554    -13.8488 
14-May-2021 20:06:26  -0.003965 25.2965    -5.99124 
15-May-2021 08:06:39  -0.003974 25.3199    -5.88354 
15-May-2021 20:06:53  -0.003997  25.355    -6.33657 
16-May-2021 08:07:06  -0.004048 25.4275    -6.05902 
16-May-2021 20:07:20  -0.003991 25.3299     -3.5714 
17-May-2021 08:07:33  -0.004138 25.5876    -7.54113 
17-May-2021 20:07:47   -0.00413 25.5715    -7.04478 
18-May-2021 08:08:01  -0.004231 25.7493    -10.9671 
18-May-2021 20:08:14  -0.004204 25.7039    -10.0542 
19-May-2021 08:08:28  -0.004086 25.4996    -6.99056 
19-May-2021 20:08:41  -0.004111 25.5368    -6.86797 
20-May-2021 08:08:55  -0.004107 25.5326    -6.26365 
20-May-2021 20:09:08  -0.004006 25.3614    -3.51615 
21-May-2021 08:09:22  -0.003805 25.0197     3.69651 
21-May-2021 20:09:35   -0.00382 25.0499     3.25997 
22-May-2021 08:09:49  -0.003865 25.1271     2.39232 
22-May-2021 20:10:02   -0.00379 25.0064     4.98137 
23-May-2021 08:10:16  -0.003753 24.9436     6.41017 
23-May-2021 20:10:29  -0.003819   25.06     6.11561 
24-May-2021 08:10:43  -0.004014   25.39   -0.422279 
24-May-2021 20:10:56  -0.004064 25.4775    -2.37259 
25-May-2021 08:11:10  -0.004057 25.4683    -1.58045 
25-May-2021 20:11:23  -0.004092 25.5346    -3.10912 
26-May-2021 08:11:37  -0.004096 25.5417    -3.45228 
26-May-2021 20:11:51  -0.004184 25.6892    -7.62595 
27-May-2021 08:12:04  -0.004055 25.4691    -1.19316 
27-May-2021 20:12:18   -0.00408 25.5049    0.520163 
28-May-2021 08:12:31  -0.004134 25.5868     1.72196 
28-May-2021 20:12:45  -0.004032 25.4019     8.16191 
29-May-2021 08:12:58  -0.004042 25.4146     12.2686 
29-May-2021 20:13:12  -0.004054 25.4375     14.5766 
30-May-2021 08:13:25  -0.004003 25.3511     16.1935 
30-May-2021 20:13:39  -0.003921 25.2144     19.0141 
31-May-2021 08:13:52  -0.003962 25.2901     17.0244 
31-May-2021 20:14:06  -0.004137 25.5872     10.7391 
01-Jun-2021 08:14:19   -0.00413 25.5829     10.6438 
01-Jun-2021 20:14:33  -0.004108 25.5449     10.8509 
02-Jun-2021 08:14:46  -0.004204 25.7032     6.88943 
02-Jun-2021 20:15:00  -0.004262 25.8041     4.88726 
03-Jun-2021 08:15:14  -0.004215 25.7269     7.78064 
03-Jun-2021 20:15:27  -0.004145 25.6111     10.0974 
04-Jun-2021 08:15:41  -0.004203 25.7007       7.828 
04-Jun-2021 20:15:54  -0.004199 25.6986     7.51125 
05-Jun-2021 08:16:08  -0.004261 25.8122     5.30278 
05-Jun-2021 20:16:21  -0.004235 25.7658     5.48913 
06-Jun-2021 08:16:35  -0.004428   26.09    -3.51276 
06-Jun-2021 20:16:48  -0.004414 26.0767    -1.83381 
07-Jun-2021 08:17:02  -0.004497 26.2238    -4.90902 
07-Jun-2021 20:17:15  -0.004695 26.5493    -10.6398 
08-Jun-2021 08:17:29  -0.004652 26.4651    -8.58455 
08-Jun-2021 20:17:42  -0.004728 26.5938    -10.8856 
09-Jun-2021 08:17:56  -0.004652 26.4659    -7.78085 
09-Jun-2021 20:18:09  -0.004686 26.5054    -9.62852 
10-Jun-2021 08:18:23  -0.004639   26.42    -8.52049 
10-Jun-2021 20:18:36  -0.004342  25.921    0.605755 
11-Jun-2021 08:18:50  -0.004544 26.2663    -6.13812 
11-Jun-2021 20:19:04  -0.004463 26.1344    -3.76684 
12-Jun-2021 08:19:17  -0.004497 26.1914    -5.08488 
12-Jun-2021 20:19:31  -0.004376  25.996    -1.46984 
13-Jun-2021 08:19:44  -0.004363 25.9812    -1.58664 
13-Jun-2021 20:19:58  -0.004555  26.302    -7.45369 
14-Jun-2021 08:20:11  -0.004475 26.1706     -4.6818 
14-Jun-2021 20:20:25  -0.004683 26.5197    -12.3283 
15-Jun-2021 08:20:38  -0.004547 26.2884    -8.62219 
15-Jun-2021 20:20:52  -0.004573 26.3254    -10.1681 
16-Jun-2021 08:21:05  -0.004592 26.3499    -10.4425 
16-Jun-2021 20:21:19  -0.004569 26.3089    -10.2537 
17-Jun-2021 08:21:32  -0.004548 26.2659    -10.8469 
17-Jun-2021 20:21:46  -0.004512 26.2019    -9.99838 
18-Jun-2021 08:21:59  -0.004384 25.9874    -5.97248 
18-Jun-2021 20:22:13   -0.00454 26.2573    -11.5051 
19-Jun-2021 08:22:27  -0.004461 26.1258    -10.3503 
19-Jun-2021 20:22:40  -0.004291  25.841    -5.93891 
20-Jun-2021 08:22:54  -0.004366 25.9707    -10.1558 
20-Jun-2021 20:23:07  -0.004392 26.0213    -11.3712 
                                                    
                                                    
