DAU 1 CH 2                                          
03-Aug-2018 12:23:36  -0.001021 18.9336     11.2766 
04-Aug-2018 00:23:47  -0.001019 18.9301     13.5561 
04-Aug-2018 12:23:58  -0.001039 18.9624     12.7209 
05-Aug-2018 00:24:09  -0.001049 18.9701     13.0713 
05-Aug-2018 12:24:20  -0.001049 18.9768     13.4399 
06-Aug-2018 00:24:31  -0.001039 18.9771     13.7905 
06-Aug-2018 12:24:42  -0.001035 18.9845     12.8636 
07-Aug-2018 00:24:54  -0.001036 18.9643     13.3962 
07-Aug-2018 12:25:05  -0.001041 18.9715     13.7546 
08-Aug-2018 00:25:16  -0.001035 18.9666     14.0635 
08-Aug-2018 12:25:27  -0.001038  18.968     14.3918 
09-Aug-2018 00:25:38  -0.001057 18.9965     14.2124 
09-Aug-2018 12:25:49  -0.001068 19.0423     12.8541 
10-Aug-2018 00:26:00  -0.001063 19.0562     12.3198 
10-Aug-2018 12:26:12  -0.001057 19.0375     12.3056 
11-Aug-2018 00:26:23  -0.001066 19.0553     11.5749 
11-Aug-2018 12:26:34  -0.001069 19.0748     10.6979 
12-Aug-2018 00:26:45   -0.00106 19.0718     10.0396 
12-Aug-2018 12:26:56   -0.00103 18.9852     11.5662 
13-Aug-2018 00:27:07  -0.001057 19.0182     10.7143 
13-Aug-2018 12:27:18  -0.001053 19.0031     11.2916 
14-Aug-2018 00:27:30  -0.001057  19.016     11.6881 
14-Aug-2018 12:27:41   -0.00106 19.0061     11.9506 
15-Aug-2018 00:27:52  -0.001072  19.023     11.6956 
15-Aug-2018 12:28:03  -0.001057 18.9889     13.4929 
16-Aug-2018 00:28:14   -0.00106 19.0004     13.5559 
16-Aug-2018 12:28:25  -0.001072 19.0449     12.2882 
17-Aug-2018 00:28:37  -0.001048 19.0265     12.5878 
17-Aug-2018 12:28:48  -0.001057  19.042     12.8293 
18-Aug-2018 00:28:59  -0.001043 19.0295     14.0052 
18-Aug-2018 12:29:10   -0.00105 19.0401     14.5649 
19-Aug-2018 00:29:21  -0.001026 19.0216     14.8643 
19-Aug-2018 12:29:32  -0.001051 19.0424     14.0074 
20-Aug-2018 00:29:43  -0.001061 19.0433     13.9896 
20-Aug-2018 12:29:55  -0.001049 19.0323     13.4373 
21-Aug-2018 00:30:06  -0.001055 19.0393     12.5922 
21-Aug-2018 12:30:17  -0.001073   19.09       10.94 
22-Aug-2018 00:30:28  -0.001102 19.1609     8.82541 
22-Aug-2018 12:30:39  -0.001088 19.1344     10.0615 
23-Aug-2018 00:30:50  -0.001089 19.1373     9.87697 
23-Aug-2018 12:31:01   -0.00109 19.1389      10.171 
24-Aug-2018 00:31:13  -0.001069 19.1146     11.2961 
24-Aug-2018 12:31:24    -0.0011 19.1542      10.782 
25-Aug-2018 00:31:35   -0.00108 19.0739     13.8694 
25-Aug-2018 12:31:46  -0.000979 18.9928     17.4075 
26-Aug-2018 00:31:57  -0.001043 19.0942     13.8135 
26-Aug-2018 12:32:08  -0.001025  19.075     13.1364 
27-Aug-2018 00:32:20  -0.001017 19.0425     13.4817 
27-Aug-2018 12:32:31  -0.000971  18.948     15.4247 
28-Aug-2018 00:32:42  -0.000989 18.9823     14.0408 
28-Aug-2018 12:32:53  -0.001005 18.9841     13.1714 
29-Aug-2018 00:33:04  -0.000965 18.8959     14.7824 
29-Aug-2018 12:33:15  -0.000929 18.8241     15.7385 
30-Aug-2018 00:33:26  -0.000941 18.8274      14.755 
30-Aug-2018 12:33:38  -0.000954 18.8509     13.2333 
31-Aug-2018 00:33:49  -0.000911 18.7775     13.8735 
31-Aug-2018 12:34:00  -0.000913 18.7901     13.3568 
01-Sep-2018 00:34:11  -0.000888 18.7729     13.9773 
01-Sep-2018 12:34:22  -0.000899 18.7814     14.3051 
02-Sep-2018 00:34:33  -0.000874 18.7495     15.4971 
02-Sep-2018 12:34:44  -0.000852 18.7266      16.086 
03-Sep-2018 00:34:56  -0.000884 18.7594     16.1476 
03-Sep-2018 12:35:07  -0.000874 18.7377     16.7134 
04-Sep-2018 00:35:18  -0.000904 18.7851     16.2076 
04-Sep-2018 12:35:29  -0.000902 18.7948     15.9504 
05-Sep-2018 00:35:40  -0.000948 18.8684     13.6779 
05-Sep-2018 12:35:51  -0.000971 18.9008     12.8384 
06-Sep-2018 00:36:03  -0.000991 18.9522     12.7725 
06-Sep-2018 12:36:14  -0.000999 18.9597     13.1268 
07-Sep-2018 00:36:25  -0.001031 19.0101     12.3707 
07-Sep-2018 12:36:36  -0.001046  19.033     12.1455 
08-Sep-2018 00:36:47  -0.001066  19.053     12.5465 
08-Sep-2018 12:36:58  -0.001078 19.0675     12.8693 
09-Sep-2018 00:37:09  -0.001093 19.0919     10.9038 
09-Sep-2018 12:37:21  -0.001097 19.0968     9.77417 
10-Sep-2018 00:37:32  -0.001015 18.9703     10.8522 
10-Sep-2018 12:37:43  -0.000989 18.9193     11.2657 
11-Sep-2018 00:37:54  -0.000985 18.9314     10.0291 
11-Sep-2018 12:38:05  -0.000984 18.9336     9.05177 
12-Sep-2018 00:38:16   -0.00097 18.9064     9.58117 
12-Sep-2018 12:38:27  -0.000972 18.9167     9.30852 
13-Sep-2018 00:38:39  -0.001008 18.9651     9.51753 
13-Sep-2018 12:38:50  -0.001035 19.0175     7.78186 
14-Sep-2018 00:39:01  -0.001028 18.9818     8.90812 
14-Sep-2018 12:39:12  -0.001033 18.9878     8.93442 
15-Sep-2018 00:39:23  -0.001036  19.004     8.69232 
15-Sep-2018 12:39:34  -0.001048 19.0153     8.40133 
16-Sep-2018 00:39:46  -0.001057 19.0365     7.84575 
16-Sep-2018 12:39:57  -0.001054 19.0328     8.49365 
16-Sep-2018 13:14:44  -0.001055 19.0329     8.49145 
17-Sep-2018 00:40:08  -0.001064 19.0598     7.97063 
17-Sep-2018 12:40:19  -0.001061 19.0606     8.31472 
18-Sep-2018 00:40:30  -0.001053 19.0258     9.77934 
18-Sep-2018 12:40:41  -0.001027 19.0086     12.0428 
19-Sep-2018 00:40:52  -0.001018 18.9536     12.3897 
19-Sep-2018 12:41:04  -0.001013 18.9532     12.3978 
20-Sep-2018 00:41:15  -0.001028 18.9771     12.5079 
20-Sep-2018 12:41:26  -0.001044 19.0056     12.3148 
21-Sep-2018 00:41:37  -0.001061 19.0423     11.1801 
21-Sep-2018 12:41:48  -0.001079 19.0621     9.93898 
22-Sep-2018 00:41:59  -0.001077 19.0631     10.2791 
22-Sep-2018 12:42:10  -0.001082 19.0783     9.69856 
23-Sep-2018 00:42:22  -0.001082 19.0818     9.05674 
23-Sep-2018 12:42:33  -0.001105 19.1203     8.24123 
24-Sep-2018 00:42:44  -0.001083 19.0933     9.12313 
24-Sep-2018 12:42:55  -0.001086 19.0924     8.77972 
25-Sep-2018 00:43:06  -0.001103 19.1293      7.6349 
25-Sep-2018 12:43:17  -0.001123 19.1415     7.32918 
26-Sep-2018 00:43:29  -0.001102 19.1076     7.83879 
26-Sep-2018 12:43:40  -0.001083 19.0853     8.41335 
27-Sep-2018 00:43:51   -0.00109 19.0905     8.09649 
27-Sep-2018 12:44:02  -0.001093 19.0976     8.46334 
28-Sep-2018 00:44:13  -0.001079 19.0939     9.46918 
28-Sep-2018 12:44:24  -0.001089 19.1199     10.2613 
29-Sep-2018 00:44:35  -0.001147 19.2267     9.75861 
29-Sep-2018 12:44:47  -0.001185 19.2896     10.4937 
30-Sep-2018 00:44:58  -0.001206 19.3145     11.0337 
30-Sep-2018 12:45:09  -0.001219 19.3449     11.5918 
01-Oct-2018 00:45:20  -0.001229 19.3485     11.5059 
01-Oct-2018 12:45:31  -0.001235  19.365     11.2497 
02-Oct-2018 00:45:42  -0.001246 19.3804     10.6921 
02-Oct-2018 12:45:53  -0.001229 19.3451     10.9248 
03-Oct-2018 00:46:05    -0.0012 19.3056     10.7578 
03-Oct-2018 12:46:16  -0.001193 19.2987     9.92596 
04-Oct-2018 00:46:27  -0.001187 19.2877      10.208 
04-Oct-2018 12:46:38  -0.001227 19.3585     9.06712 
05-Oct-2018 00:46:49  -0.001228   19.35      10.462 
05-Oct-2018 12:47:00  -0.001239 19.3825     10.4659 
06-Oct-2018 00:47:12  -0.001253 19.4097     11.6124 
06-Oct-2018 12:47:23   -0.00128   19.45     11.5077 
07-Oct-2018 00:47:34    -0.0013  19.478     11.3692 
07-Oct-2018 12:47:45  -0.001277 19.4322     11.7741 
08-Oct-2018 00:47:56  -0.001286 19.4704     10.6076 
08-Oct-2018 12:48:07  -0.001308  19.497     9.36454 
09-Oct-2018 00:48:18  -0.001313 19.5179     8.82933 
09-Oct-2018 12:48:30  -0.001299 19.4905     9.33616 
10-Oct-2018 00:48:41  -0.001279 19.4472     9.67728 
10-Oct-2018 12:48:52  -0.001186 19.2964     9.52264 
11-Oct-2018 00:49:03   -0.00116 19.2479     8.54276 
11-Oct-2018 12:49:14    -0.0011 19.1423     9.41789 
12-Oct-2018 00:49:25  -0.001128  19.193     8.73868 
12-Oct-2018 12:49:36  -0.001131 19.1951      9.3999 
13-Oct-2018 00:49:48  -0.001176 19.2743     8.53457 
13-Oct-2018 12:49:59   -0.00128 19.4456      7.3467 
14-Oct-2018 00:50:10  -0.001343 19.5547     7.76803 
14-Oct-2018 12:50:21  -0.001375 19.6133     7.17833 
15-Oct-2018 00:50:32  -0.001364 19.6015     7.47411 
15-Oct-2018 12:50:43  -0.001364 19.6004     7.11888 
16-Oct-2018 00:50:54  -0.001339 19.5874     7.43897 
16-Oct-2018 12:51:06  -0.001327 19.5695     7.69964 
17-Oct-2018 00:51:17   -0.00131 19.5415     8.60001 
17-Oct-2018 12:51:28  -0.001308 19.5295      8.5273 
18-Oct-2018 00:51:39  -0.001282 19.4927     8.69547 
18-Oct-2018 12:51:50  -0.001267 19.4713     8.85569 
19-Oct-2018 00:52:01  -0.001231 19.3868     11.0161 
19-Oct-2018 12:52:13  -0.001157 19.2541     14.5812 
21-Oct-2018 12:52:57  -0.001267  19.394     12.7507 
22-Oct-2018 00:53:08  -0.001296 19.4215     12.6292 
22-Oct-2018 12:53:19  -0.001251 19.3829     14.1603 
23-Oct-2018 00:53:31  -0.001233 19.3711       14.45 
23-Oct-2018 12:53:42  -0.001241 19.3826     14.5391 
24-Oct-2018 00:53:53  -0.001188  19.293     17.3646 
24-Oct-2018 12:54:04  -0.001269 19.4267     14.1804 
25-Oct-2018 00:54:15  -0.001247  19.403     14.3971 
25-Oct-2018 12:54:26  -0.001256 19.4143     13.7351 
26-Oct-2018 00:54:37  -0.001237 19.3757     13.7682 
26-Oct-2018 12:54:49  -0.001229 19.3697     13.7295 
27-Oct-2018 00:55:00  -0.001239 19.3955     12.8814 
27-Oct-2018 12:55:11   -0.00119 19.3198     14.4192 
28-Oct-2018 00:55:22  -0.001217 19.3722     12.7105 
28-Oct-2018 12:55:33  -0.001221 19.3731     13.0673 
29-Oct-2018 00:55:44  -0.001254 19.4326     12.1265 
29-Oct-2018 12:55:56  -0.001266 19.4594      11.636 
30-Oct-2018 00:56:07  -0.001229 19.3893     12.8458 
30-Oct-2018 12:56:18  -0.001221 19.3779     12.7559 
31-Oct-2018 00:56:29  -0.001174 19.3024     14.2921 
31-Oct-2018 12:56:40  -0.001156  19.273     13.3366 
01-Nov-2018 00:56:51  -0.001118  19.204     14.1714 
01-Nov-2018 12:57:02   -0.00113 19.2259     12.7782 
02-Nov-2018 00:57:14  -0.001115 19.2078     13.0702 
02-Nov-2018 12:57:25   -0.00111 19.1637     13.8794 
03-Nov-2018 00:57:36    -0.0011 19.1337     14.1538 
03-Nov-2018 12:57:47  -0.001069 19.0915     15.5623 
04-Nov-2018 00:57:58  -0.001072 19.0856     16.3794 
04-Nov-2018 12:58:09   -0.00107  19.071     16.9226 
05-Nov-2018 00:58:20  -0.001085  19.089     16.6331 
05-Nov-2018 12:58:32  -0.001084 19.0951      16.639 
06-Nov-2018 00:58:43  -0.001095 19.1189      16.361 
06-Nov-2018 12:58:54  -0.001107 19.1303     16.0725 
07-Nov-2018 00:59:05  -0.001128 19.1758      13.579 
07-Nov-2018 12:59:16  -0.001137 19.2016     11.9122 
08-Nov-2018 00:59:27   -0.00114 19.2041     10.5124 
08-Nov-2018 12:59:39  -0.001137  19.206     9.11705 
09-Nov-2018 00:59:50  -0.001195 19.2681     6.52007 
09-Nov-2018 13:00:01  -0.001201 19.2834     5.95292 
10-Nov-2018 01:00:12  -0.001214  19.308     5.22923 
10-Nov-2018 13:00:23  -0.001222 19.3133     4.90837 
11-Nov-2018 01:00:34  -0.001216 19.3022     5.19613 
11-Nov-2018 13:00:45  -0.001217 19.3048     5.86791 
12-Nov-2018 01:00:57  -0.001206 19.3258      5.6916 
12-Nov-2018 13:01:08   -0.00119 19.3032      6.2714 
13-Nov-2018 01:01:19  -0.001183 19.2836     7.11813 
13-Nov-2018 13:01:30  -0.001163 19.2545     7.69691 
14-Nov-2018 01:01:41  -0.001176 19.2767     7.12453 
14-Nov-2018 13:01:52  -0.001172 19.2784     7.41563 
15-Nov-2018 01:02:03  -0.001187 19.2985     7.40491 
15-Nov-2018 13:02:15  -0.001198 19.3121      7.3943 
16-Nov-2018 01:02:26  -0.001202 19.3208     7.67505 
16-Nov-2018 13:02:37  -0.001222 19.3561     7.94803 
17-Nov-2018 01:02:48  -0.001231 19.3632     7.93719 
17-Nov-2018 13:02:59  -0.001227 19.3523     8.21792 
18-Nov-2018 01:03:10  -0.001211 19.3319     9.07583 
18-Nov-2018 13:03:22  -0.001211 19.3402     9.36273 
19-Nov-2018 01:03:33  -0.001196 19.3157     10.4924 
19-Nov-2018 13:03:44  -0.001203 19.3268     10.2088 
20-Nov-2018 01:03:55  -0.001174 19.2947     12.1919 
20-Nov-2018 13:04:06  -0.001184 19.3082     12.1847 
21-Nov-2018 01:04:17  -0.001191 19.2962     12.1639 
21-Nov-2018 13:04:28  -0.001196 19.2967      12.156 
22-Nov-2018 01:04:40  -0.001209 19.3084     11.0246 
22-Nov-2018 13:04:51  -0.001202 19.2994     11.5881 
23-Nov-2018 01:05:02  -0.001225 19.3393     10.7383 
23-Nov-2018 13:05:13  -0.001231 19.3524     10.7371 
24-Nov-2018 01:05:24  -0.001243  19.385     9.90076 
24-Nov-2018 13:05:35  -0.001255 19.4066     9.01297 
25-Nov-2018 01:05:46  -0.001253 19.4124     9.03098 
25-Nov-2018 13:05:58  -0.001273 19.4371     7.89811 
26-Nov-2018 01:06:09  -0.001278 19.4309     6.71347 
26-Nov-2018 13:06:20  -0.001274 19.4316     5.84918 
27-Nov-2018 01:06:31  -0.001278 19.4303     5.54761 
27-Nov-2018 13:06:42  -0.001301 19.4734     4.77944 
28-Nov-2018 01:06:53   -0.00133 19.5175     4.49897 
28-Nov-2018 13:07:05  -0.001342 19.5575     5.16143 
29-Nov-2018 01:07:16  -0.001344 19.5557     6.90003 
29-Nov-2018 13:07:27  -0.001367  19.599     8.49583 
30-Nov-2018 01:07:38  -0.001374 19.6315     9.38395 
30-Nov-2018 13:07:49   -0.00138 19.6422     11.3991 
01-Dec-2018 01:08:00  -0.001369 19.6267     12.3562 
01-Dec-2018 13:08:11  -0.001376 19.6336     12.7536 
02-Dec-2018 01:08:23  -0.001371 19.6435     12.4975 
02-Dec-2018 13:08:34  -0.001331 19.5665     14.0511 
03-Dec-2018 01:08:45  -0.001334 19.5605      13.639 
03-Dec-2018 13:08:56  -0.001407 19.6926      10.703 
04-Dec-2018 01:09:07  -0.001396 19.6707     11.2527 
04-Dec-2018 13:09:18  -0.001446 19.7483      9.3086 
05-Dec-2018 01:09:29  -0.001472 19.7822     8.46366 
05-Dec-2018 13:09:41  -0.001505 19.8433     7.12047 
06-Dec-2018 01:09:52  -0.001506 19.8547     7.21605 
06-Dec-2018 13:10:03  -0.001481 19.8041     7.91396 
07-Dec-2018 01:10:14  -0.001496 19.8369     7.08647 
07-Dec-2018 13:10:25  -0.001464 19.7864      8.1608 
08-Dec-2018 01:10:36  -0.001463 19.7919     8.21191 
08-Dec-2018 13:10:48  -0.001493  19.902     6.57947 
09-Dec-2018 01:10:59  -0.001512 19.9608     5.25227 
09-Dec-2018 13:11:10  -0.001545 19.9728     4.97038 
10-Dec-2018 01:11:21  -0.001525 19.9386     5.82401 
10-Dec-2018 13:11:32  -0.001502 19.9131     6.10673 
11-Dec-2018 01:11:43  -0.001509 19.9203     6.10227 
11-Dec-2018 13:11:54  -0.001502 19.8863     6.96317 
12-Dec-2018 01:12:06  -0.001483 19.8444     8.18932 
12-Dec-2018 13:12:17  -0.001465 19.8217     8.75413 
13-Dec-2018 01:12:28  -0.001473 19.8435     8.20554 
13-Dec-2018 13:12:39    -0.0015 19.8685      7.9389 
14-Dec-2018 01:12:50  -0.001481 19.8488     7.90239 
14-Dec-2018 13:13:01  -0.001461 19.8063      8.0921 
15-Dec-2018 01:13:12  -0.001438 19.7785     8.15511 
15-Dec-2018 13:13:24  -0.001431 19.7681     8.79782 
16-Dec-2018 01:13:35  -0.001427  19.746     8.97455 
16-Dec-2018 13:13:46  -0.001394 19.7018     10.4592 
17-Dec-2018 01:13:57  -0.001404 19.6986     11.1184 
17-Dec-2018 13:14:08  -0.001426 19.7382     10.6958 
18-Dec-2018 01:14:19  -0.001392 19.6475     10.6971 
18-Dec-2018 13:14:31  -0.001301 19.4759     10.8551 
19-Dec-2018 01:14:42  -0.001138 19.1834     11.8615 
19-Dec-2018 13:14:53  -0.000976 18.9159      11.443 
20-Dec-2018 01:15:04  -0.000856 18.6988     8.25545 
20-Dec-2018 13:15:15  -0.000845 18.6837     5.14921 
21-Dec-2018 01:15:26  -0.000786 18.5869      3.9266 
21-Dec-2018 13:15:37  -0.000743 18.5384     2.35848 
22-Dec-2018 01:15:49  -0.000713 18.5323     1.42588 
22-Dec-2018 13:16:00  -0.000653 18.4326     3.23138 
23-Dec-2018 01:16:11  -0.000611 18.3556     4.60866 
23-Dec-2018 13:16:22  -0.000578 18.2556     5.56492 
24-Dec-2018 01:16:33  -0.000552 18.2244      5.8775 
24-Dec-2018 13:16:44  -0.000546 18.2166     6.26653 
25-Dec-2018 01:16:55  -0.000538 18.1865     7.09354 
25-Dec-2018 13:17:07  -0.000526 18.1717     6.42912 
26-Dec-2018 01:17:18  -0.000483 18.1134     7.83868 
26-Dec-2018 13:17:29  -0.000473 18.0901     9.00903 
27-Dec-2018 01:17:40  -0.000428 18.0115     9.39118 
27-Dec-2018 13:17:51  -0.000284 17.7401     9.46821 
28-Dec-2018 01:18:02  -0.000226 17.6435     10.1772 
28-Dec-2018 13:18:13  -0.000232 17.6028     13.5437 
29-Dec-2018 01:18:25  -0.000204 17.5505     13.8162 
29-Dec-2018 13:18:36  -0.000196 17.5383     13.8168 
30-Dec-2018 01:18:47  -0.000195 17.5341     13.9363 
30-Dec-2018 13:18:58  -0.000223  17.588     13.7855 
31-Dec-2018 01:19:09  -0.000234 17.6048     13.8265 
31-Dec-2018 13:19:20  -0.000292 17.7127     10.9944 
01-Jan-2019 01:19:32  -0.000551 18.1916     6.50654 
01-Jan-2019 13:19:43  -0.000522 18.1327     6.26472 
02-Jan-2019 01:19:54  -0.000459   18.03     7.83764 
02-Jan-2019 13:20:05  -0.000435  17.982     7.81308 
03-Jan-2019 01:20:16  -0.000415 17.9445     7.69703 
03-Jan-2019 13:20:27   -0.00035 17.8503     8.94869 
04-Jan-2019 01:20:38  -0.000343 17.8412     8.60594 
04-Jan-2019 13:20:50  -0.000321 17.7998      9.4127 
05-Jan-2019 01:21:01   -0.00027 17.7286     10.1873 
05-Jan-2019 13:21:12  -0.000226   17.66     11.9222 
06-Jan-2019 01:21:23  -0.000225 17.6463     12.4776 
06-Jan-2019 13:21:34  -0.000245 17.6519     13.0133 
07-Jan-2019 01:21:45  -0.000244 17.6399     14.7056 
07-Jan-2019 13:21:56  -0.000251 17.6519     14.7091 
08-Jan-2019 01:22:08  -0.000284 17.6917     14.1245 
08-Jan-2019 13:22:19  -0.000321 17.7531     13.2766 
09-Jan-2019 01:22:30  -0.000306 17.7231     14.3946 
09-Jan-2019 13:22:41  -0.000313 17.7281      14.069 
10-Jan-2019 01:22:52  -0.000311 17.7323     13.7595 
10-Jan-2019 13:23:03  -0.000328 17.7621     12.9377 
11-Jan-2019 01:23:15  -0.000331 17.7723     13.0352 
11-Jan-2019 13:23:26  -0.000327 17.7664     12.6261 
12-Jan-2019 01:23:37  -0.000347 17.8065     11.8997 
12-Jan-2019 13:23:48  -0.000336 17.7965     12.5511 
13-Jan-2019 01:23:59  -0.000349 17.7978     12.5261 
