DAU 4 CH 2                                          
06-Aug-2018 12:24:42   0.003674 12.0883    12.37777 
07-Aug-2018 00:24:54   0.003666 12.1097    12.35103 
07-Aug-2018 12:25:05   0.003661 12.1089    12.88864 
08-Aug-2018 00:25:16   0.003683 12.0873    14.39115 
08-Aug-2018 12:25:27   0.003662 12.1195    14.28053 
09-Aug-2018 00:25:38   0.003664 12.1345    14.49495 
09-Aug-2018 12:25:49   0.003636 12.2079    14.16589 
10-Aug-2018 00:26:00   0.003632 12.2054    14.45078 
10-Aug-2018 12:26:12   0.003658 12.1761    16.30425 
11-Aug-2018 00:26:23   0.003651 12.2009    15.96364 
11-Aug-2018 12:26:34   0.003648 12.2505    15.16339 
12-Aug-2018 00:26:45   0.003652 12.2598    15.29495 
12-Aug-2018 12:26:56   0.003653 12.2939    18.15066 
13-Aug-2018 00:27:07   0.003651 12.3177    18.72391 
13-Aug-2018 12:27:18   0.003587  12.439    16.06154 
14-Aug-2018 00:27:30   0.003549 12.5183    13.65823 
14-Aug-2018 12:27:41   0.003519 12.5698    12.34395 
15-Aug-2018 00:27:52   0.003509  12.594    11.58194 
15-Aug-2018 12:28:03   0.003506 12.6354    10.13892 
16-Aug-2018 00:28:14   0.003491 12.6595    9.039453 
16-Aug-2018 12:28:25   0.003503 12.6311    9.610028 
17-Aug-2018 00:28:37   0.003543 12.5634    11.68486 
17-Aug-2018 12:28:48   0.003558 12.5542    11.84929 
18-Aug-2018 00:28:59    0.00355 12.5672    10.65182 
18-Aug-2018 12:29:10   0.003513 12.6232    8.412253 
19-Aug-2018 00:29:21   0.003533 12.6048    8.595293 
19-Aug-2018 12:29:32   0.003553  12.583      9.2508 
20-Aug-2018 00:29:43   0.003559 12.5638     9.65793 
20-Aug-2018 12:29:55   0.003547 12.5854    8.479801 
21-Aug-2018 00:30:06   0.003607 12.4833    11.73871 
21-Aug-2018 12:30:17   0.003621 12.4679    11.47747 
22-Aug-2018 00:30:28   0.003597 12.5075    10.45508 
22-Aug-2018 12:30:39     0.0036 12.4959    10.56995 
23-Aug-2018 00:30:50   0.003601 12.5015    10.00462 
23-Aug-2018 12:31:01   0.003616 12.4599    12.31239 
24-Aug-2018 00:31:13   0.003617 12.4617    12.23848 
24-Aug-2018 12:31:24   0.003636 12.4191    13.72677 
25-Aug-2018 00:31:35   0.003688 12.3207    17.87272 
25-Aug-2018 12:31:46   0.003693 12.2991    19.89325 
26-Aug-2018 00:31:57   0.003651  12.364    16.72276 
26-Aug-2018 12:32:08   0.003586 12.4775    11.83238 
27-Aug-2018 00:32:20   0.003627  12.413    15.67143 
27-Aug-2018 12:32:31   0.003636 12.3975    16.26854 
28-Aug-2018 00:32:42   0.003662 12.3542    16.92817 
28-Aug-2018 12:32:53   0.003669 12.3428    17.03063 
29-Aug-2018 00:33:04   0.003717 12.2439    19.86253 
29-Aug-2018 12:33:15   0.003769 12.1501    21.33195 
30-Aug-2018 00:33:26   0.003781 12.1244     20.6649 
30-Aug-2018 12:33:38   0.003777 12.1253    19.80044 
31-Aug-2018 00:33:49   0.003732 12.1951    15.72778 
31-Aug-2018 12:34:00    0.00373 12.1982    15.43886 
01-Sep-2018 00:34:11    0.00375 12.1572    16.04011 
01-Sep-2018 12:34:22    0.00375 12.1496    15.96786 
02-Sep-2018 00:34:33   0.003778 12.0823    16.67034 
02-Sep-2018 12:34:44   0.003782 12.0701    15.54485 
03-Sep-2018 00:34:56   0.003864 11.8922    17.91963 
03-Sep-2018 12:35:07   0.003868 11.8751    17.13521 
04-Sep-2018 00:35:18   0.003865 11.8798    17.05087 
04-Sep-2018 12:35:29   0.003845 11.8985    17.01635 
05-Sep-2018 00:35:40   0.003806 11.9579    15.82486 
05-Sep-2018 12:35:51   0.003815 11.9447    16.67976 
06-Sep-2018 00:36:03   0.003756 12.0435    14.39757 
06-Sep-2018 12:36:14   0.003748 12.0601    14.06776 
07-Sep-2018 00:36:25   0.003749 12.0544    14.62564 
07-Sep-2018 12:36:36   0.003757  12.052    14.38137 
08-Sep-2018 00:36:47   0.003727 12.0995    13.15937 
08-Sep-2018 12:36:58    0.00372 12.1031    13.69033 
09-Sep-2018 00:37:09   0.003747 12.0685    15.21418 
09-Sep-2018 12:37:21   0.003757 12.0559     16.0383 
10-Sep-2018 00:37:32   0.003786 11.9898    18.34394 
10-Sep-2018 12:37:43   0.003794 11.9483    18.37332 
11-Sep-2018 00:37:54    0.00385 11.8139    22.12423 
11-Sep-2018 12:38:05   0.003855 11.8035    21.24151 
12-Sep-2018 00:38:16   0.003849 11.7824    20.97035 
12-Sep-2018 12:38:27   0.003834 11.8048    19.65932 
13-Sep-2018 00:38:39   0.003861 11.7663    22.92103 
13-Sep-2018 12:38:50   0.003845 11.8007    21.20552 
14-Sep-2018 00:39:01   0.003814 11.8538    19.41174 
14-Sep-2018 12:39:12   0.003799 11.8857    17.96576 
15-Sep-2018 00:39:23   0.003803 11.8815    18.79154 
15-Sep-2018 12:39:34   0.003801 11.8819    17.95749 
16-Sep-2018 00:39:46   0.003765 11.9244    14.78929 
16-Sep-2018 12:39:57   0.003753 11.9458    14.35333 
16-Sep-2018 13:14:44   0.003754 11.9442    14.41739 
17-Sep-2018 00:40:08   0.003769 11.9192    14.72049 
17-Sep-2018 12:40:19   0.003768 11.9048    15.13587 
18-Sep-2018 00:40:30   0.003765 11.9022    14.54873 
18-Sep-2018 12:40:41    0.00378 11.8834    17.56693 
19-Sep-2018 00:40:52   0.003801 11.9161    19.32708 
19-Sep-2018 12:41:04   0.003778 11.9574    17.86558 
20-Sep-2018 00:41:15   0.003746 12.0243    16.02018 
20-Sep-2018 12:41:26   0.003725 12.0753    14.80911 
21-Sep-2018 00:41:37   0.003692 12.1479    12.74738 
21-Sep-2018 12:41:48   0.003685 12.1737    12.54277 
22-Sep-2018 00:41:59   0.003674 12.1754    11.66517 
22-Sep-2018 12:42:10   0.003676 12.1723    11.95125 
23-Sep-2018 00:42:22   0.003681  12.155    12.80948 
23-Sep-2018 12:42:33    0.00369 12.1345    13.95736 
24-Sep-2018 00:42:44   0.003696 12.1254    13.98228 
24-Sep-2018 12:42:55   0.003682 12.1413    13.19628 
25-Sep-2018 00:43:06   0.003712 12.0971    15.43445 
25-Sep-2018 12:43:17   0.003724 12.0683    16.74504 
26-Sep-2018 00:43:29   0.003738 12.0516    18.70883 
26-Sep-2018 12:43:40   0.003761 12.0191    20.49559 
27-Sep-2018 00:43:51   0.003747 12.0352    19.86561 
27-Sep-2018 12:44:02   0.003734 12.0658    19.01061 
28-Sep-2018 00:44:13   0.003718 12.1013    18.14525 
28-Sep-2018 12:44:24   0.003725 12.0964    18.68534 
29-Sep-2018 00:44:35   0.003701 12.1419    16.00162 
29-Sep-2018 12:44:47    0.00366 12.1967    14.21884 
30-Sep-2018 00:44:58   0.003637 12.2454    12.47789 
30-Sep-2018 12:45:09   0.003646 12.2242    13.67321 
01-Oct-2018 00:45:20   0.003647 12.2232    13.35312 
01-Oct-2018 12:45:31   0.003626 12.2508    12.45795 
02-Oct-2018 00:45:42    0.00362 12.2626    12.17532 
02-Oct-2018 12:45:53   0.003616 12.2691    11.37839 
03-Oct-2018 00:46:05   0.003625  12.254    12.15037 
03-Oct-2018 12:46:16   0.003625 12.2461    12.10578 
04-Oct-2018 00:46:27    0.00363 12.2374    13.35192 
04-Oct-2018 12:46:38   0.003625 12.2447    14.32373 
05-Oct-2018 00:46:49   0.003603 12.2889    14.54824 
05-Oct-2018 12:47:00    0.00358 12.3591    13.65027 
06-Oct-2018 00:47:12    0.00359  12.337    15.52662 
06-Oct-2018 12:47:23   0.003554 12.4212     14.4481 
07-Oct-2018 00:47:34   0.003554 12.4345    14.26052 
07-Oct-2018 12:47:45   0.003561 12.4649    13.72526 
08-Oct-2018 00:47:56   0.003574 12.4661    13.48945 
08-Oct-2018 12:48:07   0.003558 12.4898    12.57907 
09-Oct-2018 00:48:18   0.003546 12.5093    11.82643 
09-Oct-2018 12:48:30   0.003537 12.5482    10.99116 
10-Oct-2018 00:48:41   0.003536 12.5611    10.14106 
10-Oct-2018 12:48:52    0.00361 12.3523    13.53428 
11-Oct-2018 00:49:03   0.003678 12.1909    16.49046 
11-Oct-2018 12:49:14   0.003755 12.0406    19.04204 
12-Oct-2018 00:49:25   0.003733 12.0755    17.19606 
12-Oct-2018 12:49:36   0.003733 12.0837    17.22471 
13-Oct-2018 00:49:48   0.003689 12.1852    16.78425 
13-Oct-2018 12:49:59   0.003591 12.3804    14.82065 
14-Oct-2018 00:50:10   0.003512 12.5873    11.19212 
14-Oct-2018 12:50:21   0.003492 12.6619    9.820312 
15-Oct-2018 00:50:32   0.003463 12.7492    7.679975 
15-Oct-2018 12:50:43   0.003477 12.7409    7.102659 
16-Oct-2018 00:50:54   0.003525 12.6632    9.194687 
16-Oct-2018 12:51:06   0.003497 12.7264     6.22903 
17-Oct-2018 00:51:17   0.003503 12.7237    6.855296 
17-Oct-2018 12:51:28   0.003515 12.6964     7.73353 
18-Oct-2018 00:51:39   0.003556  12.625    10.11854 
18-Oct-2018 12:51:50   0.003603  12.538    12.76477 
19-Oct-2018 00:52:01   0.003579 12.5794    10.82436 
19-Oct-2018 12:52:13   0.003656 12.4251    16.08354 
21-Oct-2018 12:52:57   0.003316 13.0476   -6.582636 
22-Oct-2018 00:53:08   0.003305 13.0662   -6.086589 
22-Oct-2018 12:53:19   0.003398 12.8776    0.450466 
23-Oct-2018 00:53:31   0.003453 12.7887    4.560275 
23-Oct-2018 12:53:42   0.003405 12.8771    0.460689 
24-Oct-2018 00:53:53   0.003436 12.8309     2.75779 
24-Oct-2018 12:54:04   0.003478 12.7427    6.678525 
25-Oct-2018 00:54:15    0.00347 12.7521    6.499342 
25-Oct-2018 12:54:26   0.003499  12.708     8.00679 
26-Oct-2018 00:54:37   0.003479 12.7414    6.199443 
26-Oct-2018 12:54:49   0.003515 12.6759    8.886721 
27-Oct-2018 00:55:00   0.003494 12.7158    7.707534 
27-Oct-2018 12:55:11   0.003488 12.7269    7.105084 
28-Oct-2018 00:55:22   0.003528 12.6688    8.618466 
28-Oct-2018 12:55:33   0.003502 12.7178    7.442095 
29-Oct-2018 00:55:44   0.003492 12.7419    6.865472 
29-Oct-2018 12:55:56   0.003498 12.7328    6.860352 
30-Oct-2018 00:56:07   0.003536  12.667    9.554645 
30-Oct-2018 12:56:18    0.00357 12.6171    10.75588 
31-Oct-2018 00:56:29   0.003587 12.5874     12.2437 
31-Oct-2018 12:56:40   0.003601 12.5569     12.1991 
01-Nov-2018 00:56:51   0.003628 12.5035    14.08024 
01-Nov-2018 12:57:02   0.003648 12.4618    15.51575 
02-Nov-2018 00:57:14   0.003655 12.4113    15.06702 
02-Nov-2018 12:57:25   0.003629 12.4229    12.56575 
03-Nov-2018 00:57:36   0.003624 12.4051    12.25952 
03-Nov-2018 12:57:47   0.003643 12.3587     12.0358 
04-Nov-2018 00:57:58   0.003656 12.3141    11.92628 
04-Nov-2018 12:58:09   0.003694 12.2461    12.89342 
05-Nov-2018 00:58:20   0.003746 12.1533    15.64996 
05-Nov-2018 12:58:32   0.003782 12.0885    17.66465 
06-Nov-2018 00:58:43   0.003798 12.0686    18.25946 
06-Nov-2018 12:58:54   0.003839  11.997    21.08072 
07-Nov-2018 00:59:05   0.003831 11.9907     21.8792 
07-Nov-2018 12:59:16   0.003809 12.0292     21.0728 
08-Nov-2018 00:59:27   0.003759 12.0995     18.3261 
08-Nov-2018 12:59:39   0.003761 12.0807    17.83464 
09-Nov-2018 00:59:50    0.00373 12.1003     13.8655 
09-Nov-2018 13:00:01   0.003736 12.0923     13.7697 
10-Nov-2018 01:00:12   0.003747  12.065     13.8702 
10-Nov-2018 13:00:23   0.003766 12.0265    14.41258 
11-Nov-2018 01:00:34   0.003793 11.9674     15.6227 
11-Nov-2018 13:00:45   0.003781 11.9882    15.12375 
12-Nov-2018 01:00:57   0.003792 11.9533    16.03486 
12-Nov-2018 13:01:08   0.003784 11.9446    15.74489 
13-Nov-2018 01:01:19   0.003771 11.9633    15.66398 
13-Nov-2018 13:01:30   0.003762  11.963      15.358 
14-Nov-2018 01:01:41   0.003748 11.9885    14.17521 
14-Nov-2018 13:01:52   0.003758 11.9705    15.05927 
15-Nov-2018 01:02:03    0.00373 12.0261    14.32272 
15-Nov-2018 13:02:15   0.003733 12.0365    14.55492 
16-Nov-2018 01:02:26   0.003725 12.0538    14.52588 
16-Nov-2018 13:02:37   0.003683 12.1492     12.7097 
17-Nov-2018 01:02:48   0.003689 12.1442    13.39802 
17-Nov-2018 13:02:59   0.003676 12.1751    12.50398 
18-Nov-2018 01:03:10   0.003691 12.1564    13.39958 
18-Nov-2018 13:03:22   0.003688 12.1735    12.94999 
19-Nov-2018 01:03:33   0.003692 12.1807    13.01296 
19-Nov-2018 13:03:44   0.003692 12.1807    13.01182 
20-Nov-2018 01:03:55   0.003665 12.2426    11.64114 
20-Nov-2018 13:04:06   0.003661 12.2332    12.20646 
21-Nov-2018 01:04:17   0.003656 12.2339     12.1878 
21-Nov-2018 13:04:28   0.003654 12.2381    12.20127 
22-Nov-2018 01:04:40    0.00363 12.2487    10.54894 
22-Nov-2018 13:04:51   0.003636 12.2401     10.5263 
23-Nov-2018 01:05:02   0.003665 12.1681    12.48645 
23-Nov-2018 13:05:13   0.003665 12.1711    12.18553 
24-Nov-2018 01:05:24   0.003659 12.1664    11.88559 
24-Nov-2018 13:05:35   0.003676 12.1378    11.68869 
25-Nov-2018 01:05:46   0.003688  12.117    12.18062 
25-Nov-2018 13:05:58   0.003719 12.0721    14.28822 
26-Nov-2018 01:06:09   0.003726 12.0427    15.63447 
26-Nov-2018 13:06:20   0.003718 12.0534    15.04946 
27-Nov-2018 01:06:31   0.003736 12.0144    16.76974 
27-Nov-2018 13:06:42   0.003731 12.0232    17.57406 
28-Nov-2018 01:06:53   0.003703 12.0554     16.6423 
28-Nov-2018 13:07:05   0.003677  12.101    15.16738 
29-Nov-2018 01:07:16   0.003644 12.1808    12.15873 
29-Nov-2018 13:07:27   0.003618 12.2232    12.80991 
30-Nov-2018 01:07:38   0.003581  12.288      10.856 
30-Nov-2018 13:07:49   0.003532  12.371    9.588957 
01-Dec-2018 01:08:00   0.003544   12.38    11.51693 
01-Dec-2018 13:08:11   0.003535 12.4061    12.36127 
02-Dec-2018 01:08:23   0.003548 12.3966    14.92183 
02-Dec-2018 13:08:34   0.003541 12.4349    13.92646 
03-Dec-2018 01:08:45   0.003525 12.4842    13.87012 
03-Dec-2018 13:08:56    0.00355 12.4596    17.49829 
04-Dec-2018 01:09:07   0.003569 12.4408    19.56352 
04-Dec-2018 13:09:18   0.003489 12.5891    16.49226 
05-Dec-2018 01:09:29   0.003474 12.6208    15.45507 
05-Dec-2018 13:09:41   0.003453   12.68    14.05525 
06-Dec-2018 01:09:52    0.00346 12.7123    14.18325 
06-Dec-2018 13:10:03   0.003419 12.7913     11.3648 
07-Dec-2018 01:10:14   0.003391 12.8419     9.27587 
07-Dec-2018 13:10:25   0.003405 12.8541    7.553427 
08-Dec-2018 01:10:36   0.003383  12.895    6.354485 
08-Dec-2018 13:10:48   0.003301 13.0503    1.526908 
09-Dec-2018 01:10:59   0.003249 13.1372   -0.860027 
09-Dec-2018 13:11:10   0.003285 13.0849    0.393599 
10-Dec-2018 01:11:21   0.003303 13.0538    1.032905 
10-Dec-2018 13:11:32   0.003356 12.9553     4.40975 
11-Dec-2018 01:11:43   0.003395 12.8896    5.485656 
11-Dec-2018 13:11:54   0.003452 12.8074    8.238612 
12-Dec-2018 01:12:06   0.003467 12.7678    9.405892 
12-Dec-2018 13:12:17   0.003465 12.7711     9.10622 
13-Dec-2018 01:12:28   0.003453 12.7757    8.768824 
13-Dec-2018 13:12:39   0.003426 12.8147    6.941207 
14-Dec-2018 01:12:50   0.003411 12.8356    6.325103 
14-Dec-2018 13:13:01   0.003395 12.8489     4.77163 
15-Dec-2018 01:13:12   0.003399 12.8357    4.754153 
15-Dec-2018 13:13:24    0.00344   12.78    7.217084 
16-Dec-2018 01:13:35   0.003488 12.7351    9.943376 
16-Dec-2018 13:13:46   0.003479 12.7841    9.978006 
17-Dec-2018 01:13:57   0.003488 12.7746    11.90545 
17-Dec-2018 13:14:08   0.003464  12.843    10.17457 
18-Dec-2018 01:14:19   0.003401 12.9641    8.408274 
18-Dec-2018 13:14:31   0.003346 13.0776    4.350287 
19-Dec-2018 01:14:42   0.003419 12.9335    3.650385 
19-Dec-2018 13:14:53    0.00357 12.6485    8.297562 
20-Dec-2018 01:15:04   0.003668 12.4859    10.17993 
20-Dec-2018 13:15:15   0.003687 12.4627    7.644654 
21-Dec-2018 01:15:26    0.00383 12.2024    9.660422 
21-Dec-2018 13:15:37   0.003874 12.1155    6.923622 
22-Dec-2018 01:15:49   0.003904 12.0454    7.351729 
22-Dec-2018 13:16:00   0.003964 11.9292    8.682158 
23-Dec-2018 01:16:11   0.004012 11.8515    11.29581 
23-Dec-2018 13:16:22   0.004049 11.7543    12.13652 
24-Dec-2018 01:16:33   0.004084 11.6913    13.92118 
24-Dec-2018 13:16:44   0.004048 11.7048    12.90173 
25-Dec-2018 01:16:55   0.004089 11.6388     15.5975 
25-Dec-2018 13:17:07   0.004096 11.6188    16.25481 
26-Dec-2018 01:17:18   0.004091 11.6211    14.79738 
26-Dec-2018 13:17:29   0.004096  11.598      13.359 
27-Dec-2018 01:17:40   0.004115 11.5574    14.52606 
27-Dec-2018 13:17:51    0.00423 11.2871    16.61538 
28-Dec-2018 01:18:02   0.004296  11.157    18.62323 
28-Dec-2018 13:18:13    0.00437 10.9436    22.65103 
29-Dec-2018 01:18:25   0.004393 10.8896     23.1565 
29-Dec-2018 13:18:36   0.004406 10.8628    23.98962 
30-Dec-2018 01:18:47   0.004406 10.8623    23.52671 
30-Dec-2018 13:18:58   0.004393 10.8922    23.68635 
31-Dec-2018 01:19:09   0.004382 10.9103    23.71587 
31-Dec-2018 13:19:20   0.004421 10.8901    27.73948 
01-Jan-2019 01:19:32   0.004049 11.6937    14.63932 
01-Jan-2019 13:19:43   0.004067 11.6526    15.23056 
02-Jan-2019 01:19:54   0.004124 11.5283    17.79322 
02-Jan-2019 13:20:05   0.004151 11.4996     18.1045 
03-Jan-2019 01:20:16   0.004169 11.4438    19.57833 
03-Jan-2019 13:20:27    0.00417 11.4228    18.42645 
04-Jan-2019 01:20:38   0.004189 11.3823    19.26108 
04-Jan-2019 13:20:50   0.004201 11.3562    18.99258 
05-Jan-2019 01:21:01   0.004235 11.2675    18.90306 
05-Jan-2019 13:21:12   0.004273 11.1744    20.73752 
06-Jan-2019 01:21:23   0.004266 11.1728    19.32831 
06-Jan-2019 13:21:34   0.004381 10.9428    25.46429 
07-Jan-2019 01:21:45   0.004352 10.9745    23.06159 
07-Jan-2019 13:21:56   0.004361 10.9588    24.25164 
08-Jan-2019 01:22:08   0.004348 10.9881    23.69507 
08-Jan-2019 13:22:19   0.004304 11.0661    21.95253 
09-Jan-2019 01:22:30   0.004305 11.0689    22.52623 
09-Jan-2019 13:22:41   0.004283  11.123    21.11912 
10-Jan-2019 01:22:52   0.004292 11.1226    21.28533 
10-Jan-2019 13:23:03   0.004262 11.1753    19.22592 
11-Jan-2019 01:23:15   0.004256 11.1924    19.49265 
11-Jan-2019 13:23:26   0.004257 11.2071    18.68929 
12-Jan-2019 01:23:37   0.004237 11.2459    17.72032 
12-Jan-2019 13:23:48   0.004226 11.2715    17.63566 
13-Jan-2019 01:23:59   0.004217 11.3022    17.16272 
13-Jan-2019 13:24:10    0.00424 11.2704    18.65698 
14-Jan-2019 01:24:21    0.00425 11.2521    20.08977 
14-Jan-2019 13:24:33   0.004247 11.2537    21.18341 
15-Jan-2019 01:24:44   0.004252 11.2607    21.20893 
15-Jan-2019 13:24:55    0.00424 11.2665    20.32083 
16-Jan-2019 01:25:06   0.004241 11.2406    20.59987 
16-Jan-2019 13:25:17   0.004214 11.2756    18.81466 
17-Jan-2019 01:25:28   0.004213 11.2616    18.25185 
17-Jan-2019 13:25:39   0.004187 11.2929    15.61622 
18-Jan-2019 01:25:51   0.004166 11.2922    14.67722 
18-Jan-2019 13:26:02   0.004174 11.2871    15.55714 
19-Jan-2019 01:26:13    0.00416 11.3227    15.21706 
19-Jan-2019 13:26:24   0.004177 11.3045    16.13765 
