lat,lon,alt,mlat,cr,time
45.2754349497132,20.2375272058789,410.762321785608,42.212276458740234,6292,2019-03-05T01:56:04
46.1685920891172,22.5862749801797,410.950917097114,43.21640396118164,6626,2019-03-05T01:56:34
47.0060837332754,25.0129145307758,411.130491690144,44.15754318237305,6936,2019-03-05T01:57:04
47.7852287071021,27.5186465797158,411.300073810233,45.0322151184082,6951,2019-03-05T01:57:34
48.5024336993281,30.1007362813766,411.458770813192,45.836151123046875,7247,2019-03-05T01:58:04
49.1542040345547,32.7567414889252,411.605297529106,46.56544876098633,7437,2019-03-05T01:58:34
49.7371783047909,35.4822888208265,411.739078411891,47.216556549072266,0,2019-03-05T01:59:04
50.2485414611667,38.2732591511691,411.859212765176,47.78671646118164,8084,2019-03-05T01:59:34
50.6853895262956,41.1232456671908,411.965092179334,48.27325439453125,8266,2019-03-05T02:00:04
51.0450810683337,44.0243033296934,412.056116847751,48.673927307128906,8375,2019-03-05T02:00:34
51.3253629874844,46.9671120494487,412.13183923716,48.987030029296875,8492,2019-03-05T02:01:04
51.5244905290557,49.9424189156421,412.191857666117,49.21149826049805,8686,2019-03-05T02:01:34
51.6412164055363,52.9389516826016,412.235859004054,49.346832275390625,8919,2019-03-05T02:02:04
51.6747100059316,55.9478262227215,412.263684696798,49.393001556396484,8568,2019-03-05T02:02:34
51.6247376901039,58.9535330505502,412.275427116102,49.350555419921875,8743,2019-03-05T02:03:04
51.4916655194458,61.9469186841181,412.270989552018,49.22063064575195,8655,2019-03-05T02:03:34
51.2763887741133,64.9162666242139,412.250495687686,49.004844665527344,8714,2019-03-05T02:04:04
50.9802618225147,67.8516543878093,412.214259289705,48.70518493652344,8410,2019-03-05T02:04:34
50.6052047645602,70.7428379087427,412.162531358383,48.32413864135742,8131,2019-03-05T02:05:04
50.1534344507976,73.5817913960553,412.096113356001,47.864410400390625,8056,2019-03-05T02:05:34
49.6276490823296,76.3606008510097,412.015064541185,47.32910919189453,8042,2019-03-05T02:06:04
49.0307172185407,79.0733442929545,411.920950250246,46.72146987915039,7607,2019-03-05T02:06:34
48.3658239517763,81.7149506653959,411.813834453069,46.045005798339844,7374,2019-03-05T02:07:04
47.6362046884223,84.2819215915608,411.69466699863,45.303260803222656,7046,2019-03-05T02:07:34
46.8453472827163,86.7716740164397,411.564263795945,44.50005340576172,6891,2019-03-05T02:08:04
