Ti,Tf,Counts
4.687,4.719,0
4.719,4.751,0
4.751,4.783,0
4.783,4.815,0
4.815,4.847,0
4.847,4.879,0
4.879,4.911,0
4.911,4.943,0
4.943,4.975,0
4.975,5.007,0
5.007,5.039,0
5.039,5.071,0
5.071,5.103,0
5.103,5.135,0
5.135,5.167,0
5.167,5.199,0
5.199,5.231,0
5.231,5.263,0
5.263,5.295,0
5.295,5.327,0
5.327,5.359,0
5.359,5.391,0
5.391,5.423,0
5.423,5.455,0
5.455,5.487,0
5.487,5.519,0
5.519,5.551,0
5.551,5.583,0
5.583,5.615,0
5.615,5.647,0
5.647,5.679,0
5.679,5.711,0
5.711,5.743,0
5.743,5.775,0
5.775,5.807,0
5.807,5.839,0
5.839,5.871,0
5.871,5.903,0
5.903,5.935,0
5.935,5.967,0
5.967,5.999,0
5.999,6.031,0
6.031,6.063,0
6.063,6.095,0
6.095,6.127,0
6.127,6.159,0
6.159,6.191,0
6.191,6.223,0
6.223,6.255,0
6.255,6.287,0
6.287,6.319,0
6.319,6.351,0
6.351,6.383,0
6.383,6.415,0
6.415,6.447,0
6.447,6.479,0
6.479,6.511,0
6.511,6.543,0
6.543,6.575,0
6.575,6.607,0
6.607,6.639,0
6.639,6.671,0
6.671,6.703,0
6.703,6.735,0
6.735,6.767,0
6.767,6.799,0
6.799,6.831,0
6.831,6.863,0
6.863,6.895,0
6.895,6.927,0
6.927,6.959,0
6.959,6.991,0
6.991,7.023,0
7.023,7.055,0
7.055,7.087,0
7.087,7.119,0
7.119,7.151,0
7.151,7.183,0
7.183,7.215,0
7.215,7.247,0
7.247,7.279,0
7.279,7.311,0
7.311,7.343,0
7.343,7.375,0
7.375,7.407,0
7.407,7.439,51
7.439,7.471,167
7.471,7.503,189
7.503,7.535,209
7.535,7.567,156
7.567,7.599,181
7.599,7.631,187
7.631,7.663,161
7.663,7.695,177
7.695,7.727,190
7.727,7.759,189
7.759,7.791,202
7.791,7.823,207
7.823,7.855,191
7.855,7.887,177
7.887,7.919,188
7.919,7.951,186
7.951,7.983,178
7.983,8.015,159
8.015,8.047,154
8.047,8.079,147
8.079,8.111,175
8.111,8.143,212
8.143,8.175,179
8.175,8.207,154
8.207,8.239,174
8.239,8.271,165
8.271,8.303,180
8.303,8.335,207
8.335,8.367,170
8.367,8.399,188
8.399,8.431,168
8.431,8.463,197
8.463,8.495,177
8.495,8.527,151
8.527,8.559,180
8.559,8.591,170
8.591,8.623,180
8.623,8.655,190
8.655,8.687,153
8.687,8.719,195
8.719,8.751,145
8.751,8.783,154
8.783,8.815,155
8.815,8.847,195
8.847,8.879,164
8.879,8.911,188
8.911,8.943,156
8.943,8.975,159
8.975,9.007,194
9.007,9.039,196
9.039,9.071,224
9.071,9.103,221
9.103,9.135,201
9.135,9.167,154
9.167,9.199,183
9.199,9.231,209
9.231,9.263,200
9.263,9.295,197
9.295,9.327,214
9.327,9.359,230
9.359,9.391,199
9.391,9.423,189
9.423,9.455,229
9.455,9.487,237
9.487,9.519,196
9.519,9.551,176
9.551,9.583,191
9.583,9.615,169
9.615,9.647,168
9.647,9.679,195
9.679,9.711,212
9.711,9.743,167
9.743,9.775,159
9.775,9.807,177
9.807,9.839,161
9.839,9.871,177
9.871,9.903,194
9.903,9.935,173
9.935,9.967,118
9.967,9.999,154
9.999,10.031,264
10.031,10.063,187
10.063,10.095,192
10.095,10.127,188
10.127,10.159,177
10.159,10.191,147
10.191,10.223,198
10.223,10.255,168
10.255,10.287,159
10.287,10.319,187
10.319,10.351,192
10.351,10.383,155
10.383,10.415,221
10.415,10.447,175
10.447,10.479,174
10.479,10.511,151
10.511,10.543,155
10.543,10.575,180
10.575,10.607,240
10.607,10.639,132
10.639,10.671,189
10.671,10.703,178
10.703,10.735,172
10.735,10.767,167
10.767,10.799,160
10.799,10.831,159
10.831,10.863,187
10.863,10.895,195
10.895,10.927,207
10.927,10.959,176
10.959,10.991,195
10.991,11.023,138
11.023,11.055,133
11.055,11.087,159
11.087,11.119,187
11.119,11.151,150
11.151,11.183,149
11.183,11.215,164
11.215,11.247,175
11.247,11.279,176
11.279,11.311,149
11.311,11.343,127
11.343,11.375,136
11.375,11.407,133
11.407,11.439,181
11.439,11.471,179
11.471,11.503,194
11.503,11.535,186
11.535,11.567,176
11.567,11.599,211
11.599,11.631,158
11.631,11.663,160
11.663,11.695,164
11.695,11.727,157
11.727,11.759,203
11.759,11.791,143
11.791,11.823,161
11.823,11.855,177
11.855,11.887,132
11.887,11.919,151
11.919,11.951,168
11.951,11.983,169
11.983,12.015,188
12.015,12.047,210
12.047,12.079,155
12.079,12.111,172
12.111,12.143,149
12.143,12.175,140
12.175,12.207,178
12.207,12.239,179
12.239,12.271,154
12.271,12.303,209
12.303,12.335,136
12.335,12.367,151
12.367,12.399,208
12.399,12.431,177
12.431,12.463,192
12.463,12.495,150
12.495,12.527,200
12.527,12.559,142
12.559,12.591,162
12.591,12.623,210
12.623,12.655,161
12.655,12.687,202
12.687,12.719,153
12.719,12.751,155
12.751,12.783,173
12.783,12.815,217
12.815,12.847,171
12.847,12.879,136
12.879,12.911,153
12.911,12.943,176
12.943,12.975,185
12.975,13.007,157
13.007,13.039,170
13.039,13.071,191
13.071,13.103,165
13.103,13.135,169
13.135,13.167,185
13.167,13.199,204
13.199,13.231,124
13.231,13.263,204
13.263,13.295,193
13.295,13.327,191
13.327,13.359,192
13.359,13.391,204
13.391,13.423,182
13.423,13.455,146
13.455,13.487,173
13.487,13.519,142
13.519,13.551,202
13.551,13.583,188
13.583,13.615,167
13.615,13.647,171
13.647,13.679,185
13.679,13.711,159
13.711,13.743,159
13.743,13.775,176
13.775,13.807,181
13.807,13.839,161
13.839,13.871,211
13.871,13.903,168
13.903,13.935,190
13.935,13.967,164
13.967,13.999,159
13.999,14.031,131
14.031,14.063,142
14.063,14.095,163
14.095,14.127,169
14.127,14.159,179
14.159,14.191,174
14.191,14.223,166
14.223,14.255,182
14.255,14.287,192
14.287,14.319,180
14.319,14.351,147
14.351,14.383,178
14.383,14.415,200
14.415,14.447,194
14.447,14.479,181
14.479,14.511,162
14.511,14.543,135
14.543,14.575,221
14.575,14.607,186
14.607,14.639,161
14.639,14.671,183
14.671,14.703,196
14.703,14.735,151
14.735,14.767,160
14.767,14.799,195
14.799,14.831,197
14.831,14.863,140
14.863,14.895,179
14.895,14.927,208
14.927,14.959,178
14.959,14.991,186
14.991,15.023,215
15.023,15.055,192
15.055,15.087,167
15.087,15.119,152
15.119,15.151,166
15.151,15.183,171
15.183,15.215,190
15.215,15.247,153
15.247,15.279,168
15.279,15.311,7
