Ti,Tf,Counts
-1.009,-0.945,392
-0.945,-0.881,380
-0.881,-0.817,318
-0.817,-0.753,351
-0.753,-0.689,329
-0.689,-0.625,349
-0.625,-0.561,317
-0.561,-0.497,346
-0.497,-0.433,330
-0.433,-0.369,299
-0.369,-0.305,335
-0.305,-0.241,354
-0.241,-0.177,322
-0.177,-0.113,369
-0.113,-0.049,413
-0.049,0.015,454
0.015,0.079,445
0.079,0.143,551
0.143,0.207,665
0.207,0.271,706
0.271,0.335,750
0.335,0.399,811
0.399,0.463,849
0.463,0.527,982
0.527,0.591,1102
0.591,0.655,1322
0.655,0.719,1255
0.719,0.783,1170
0.783,0.847,1197
0.847,0.911,1064
0.911,0.975,1077
0.975,1.039,1059
1.039,1.103,932
1.103,1.167,958
1.167,1.231,866
1.231,1.295,835
1.295,1.359,960
1.359,1.423,864
1.423,1.487,797
1.487,1.551,773
1.551,1.615,719
1.615,1.679,732
1.679,1.743,808
1.743,1.807,780
1.807,1.871,784
1.871,1.935,733
1.935,1.999,674
1.999,2.063,660
2.063,2.127,623
2.127,2.191,552
2.191,2.255,520
2.255,2.319,538
2.319,2.383,565
2.383,2.447,575
2.447,2.511,548
2.511,2.575,613
2.575,2.639,625
2.639,2.703,641
2.703,2.767,643
2.767,2.831,705
2.831,2.895,659
2.895,2.959,563
2.959,3.023,481
3.023,3.087,514
3.087,3.151,464
3.151,3.215,514
3.215,3.279,469
3.279,3.343,524
3.343,3.407,438
3.407,3.471,420
3.471,3.535,416
3.535,3.599,419
3.599,3.663,435
3.663,3.727,404
3.727,3.791,392
3.791,3.855,354
3.855,3.919,412
3.919,3.983,411
3.983,4.047,120
4.047,4.111,0
4.111,4.175,0
4.175,4.239,0
4.239,4.303,0
4.303,4.367,0
4.367,4.431,0
4.431,4.495,0
4.495,4.559,0
4.559,4.623,0
4.623,4.687,0
4.687,4.751,0
4.751,4.815,0
4.815,4.879,0
4.879,4.943,0
4.943,5.007,0
5.007,5.071,0
5.071,5.135,0
5.135,5.199,0
5.199,5.263,0
5.263,5.327,0
5.327,5.391,0
5.391,5.455,0
5.455,5.519,0
5.519,5.583,0
5.583,5.647,0
5.647,5.711,0
5.711,5.775,0
5.775,5.839,0
5.839,5.903,0
5.903,5.967,0
5.967,6.031,0
6.031,6.095,0
6.095,6.159,0
6.159,6.223,0
6.223,6.287,0
6.287,6.351,0
6.351,6.415,0
6.415,6.479,0
6.479,6.543,0
6.543,6.607,0
6.607,6.671,0
6.671,6.735,0
6.735,6.799,0
6.799,6.863,0
6.863,6.927,0
6.927,6.991,0
6.991,7.055,0
7.055,7.119,0
7.119,7.183,0
7.183,7.247,0
7.247,7.311,0
7.311,7.375,0
7.375,7.439,51
7.439,7.503,356
7.503,7.567,365
7.567,7.631,368
7.631,7.695,338
7.695,7.759,379
7.759,7.823,409
7.823,7.887,368
7.887,7.951,374
7.951,8.015,337
8.015,8.079,301
8.079,8.143,387
8.143,8.207,333
8.207,8.271,339
8.271,8.335,387
8.335,8.399,358
8.399,8.463,365
8.463,8.527,328
8.527,8.591,350
8.591,8.655,370
8.655,8.719,348
8.719,8.783,299
8.783,8.847,350
8.847,8.911,352
8.911,8.975,315
8.975,9.039,390
9.039,9.103,445
9.103,9.167,355
9.167,9.231,392
9.231,9.295,397
9.295,9.359,444
9.359,9.423,388
9.423,9.487,466
9.487,9.551,372
9.551,9.615,360
9.615,9.679,363
9.679,9.743,379
9.743,9.807,336
9.807,9.871,338
9.871,9.935,367
9.935,9.999,272
9.999,10.063,451
10.063,10.127,380
10.127,10.191,324
10.191,10.255,366
10.255,10.319,346
10.319,10.383,347
10.383,10.447,396
10.447,10.511,325
10.511,10.575,335
10.575,10.639,372
10.639,10.703,367
10.703,10.767,339
10.767,10.831,319
10.831,10.895,382
10.895,10.959,383
10.959,11.023,333
11.023,11.087,292
11.087,11.151,337
11.151,11.215,313
11.215,11.279,351
11.279,11.343,276
11.343,11.407,269
11.407,11.471,360
11.471,11.535,380
11.535,11.599,387
11.599,11.663,318
11.663,11.727,321
11.727,11.791,346
11.791,11.855,338
11.855,11.919,283
11.919,11.983,337
11.983,12.047,398
12.047,12.111,327
12.111,12.175,289
12.175,12.239,357
12.239,12.303,363
12.303,12.367,287
12.367,12.431,385
12.431,12.495,342
12.495,12.559,342
12.559,12.623,372
12.623,12.687,363
12.687,12.751,308
12.751,12.815,390
12.815,12.879,307
12.879,12.943,329
12.943,13.007,342
13.007,13.071,361
13.071,13.135,334
13.135,13.199,389
13.199,13.263,328
13.263,13.327,384
13.327,13.391,396
13.391,13.455,328
13.455,13.519,315
13.519,13.583,390
13.583,13.647,338
13.647,13.711,344
13.711,13.775,335
13.775,13.839,342
13.839,13.903,379
13.903,13.967,354
13.967,14.031,290
14.031,14.095,305
14.095,14.159,348
14.159,14.223,340
14.223,14.287,374
14.287,14.351,327
14.351,14.415,378
14.415,14.479,375
14.479,14.543,297
14.543,14.607,407
14.607,14.671,344
14.671,14.735,347
14.735,14.799,355
14.799,14.863,337
14.863,14.927,387
14.927,14.991,364
14.991,15.055,407
15.055,15.119,319
15.119,15.183,337
15.183,15.247,343
15.247,15.311,175
