tus;erg;typ;adr;dau;det;kev;cal_abc
-581189.0277777778;22;0;1;1;1;259.1195;0.005286, 8.364000, 72.553100
-579825.0555555555;1715;0;1;1;1;29964.1284;0.005286, 8.364000, 72.553100
-579243.2222222222;283;0;1;1;1;2862.9156;0.005286, 8.364000, 72.553100
-576812.0555555555;25;0;1;1;1;284.9569;0.005286, 8.364000, 72.553100
-576154.1388888889;1807;0;1;1;1;32446.4073;0.005286, 8.364000, 72.553100
-572118.6111111111;1745;0;1;1;1;30763.7352;0.005286, 8.364000, 72.553100
-570620.6666666666;66;0;1;1;1;647.6029;0.005286, 8.364000, 72.553100
-567710.1666666666;449;0;1;1;1;4893.652;0.005286, 8.364000, 72.553100
-567696.5555555555;41;0;1;1;1;424.3629;0.005286, 8.364000, 72.553100
-566888.4722222222;343;0;1;1;1;3563.2977;0.005286, 8.364000, 72.553100
-566306.8611111111;122;0;1;1;1;1171.6379;0.005286, 8.364000, 72.553100
-565601.9444444445;36;0;1;1;1;380.5078;0.005286, 8.364000, 72.553100
-564937.1666666666;84;0;1;1;1;812.4271;0.005286, 8.364000, 72.553100
-564863.4444444445;1696;0;1;1;1;29462.6321;0.005286, 8.364000, 72.553100
-564644.5;248;0;1;1;1;2471.9352;0.005286, 8.364000, 72.553100
-564544.9722222222;32;0;1;1;1;345.614;0.005286, 8.364000, 72.553100
-559947.6666666666;32;0;1;1;1;345.614;0.005286, 8.364000, 72.553100
-559511.1944444445;83;0;1;1;1;803.1804;0.005286, 8.364000, 72.553100
-558357.0277777778;131;0;1;1;1;1258.9501;0.005286, 8.364000, 72.553100
-557208.0555555555;48;0;1;1;1;486.204;0.005286, 8.364000, 72.553100
-556535.2222222222;1486;0;1;1;1;24173.9812;0.005286, 8.364000, 72.553100
-552522.5277777778;157;0;1;1;1;1515.9957;0.005286, 8.364000, 72.553100
-551764.1388888889;371;0;1;1;1;3903.1674;0.005286, 8.364000, 72.553100
-551281.7777777778;44;0;1;1;1;450.8028;0.005286, 8.364000, 72.553100
-547995.4722222222;38;0;1;1;1;398.0181;0.005286, 8.364000, 72.553100
-545783.8888888889;1638;0;1;1;1;27955.3557;0.005286, 8.364000, 72.553100
-545271.6944444445;24;0;1;1;1;276.3338;0.005286, 8.364000, 72.553100
-544375.4722222222;211;0;1;1;1;2072.6951;0.005286, 8.364000, 72.553100
-544353.6111111111;25;0;1;1;1;284.9569;0.005286, 8.364000, 72.553100
-543041.9444444445;161;0;1;1;1;1556.1755;0.005286, 8.364000, 72.553100
-541862.6666666667;37;0;1;1;1;389.2576;0.005286, 8.364000, 72.553100
-539360.5833333333;431;0;1;1;1;4659.3697;0.005286, 8.364000, 72.553100
-535404.5555555555;44;0;1;1;1;450.8028;0.005286, 8.364000, 72.553100
-535261.4444444445;100;0;1;1;1;961.8131;0.005286, 8.364000, 72.553100
-534561.6666666667;41;0;1;1;1;424.3629;0.005286, 8.364000, 72.553100
-534323.1388888889;230;0;1;1;1;2275.9025;0.005286, 8.364000, 72.553100
-533211.3055555555;1445;0;1;1;1;23195.8332;0.005286, 8.364000, 72.553100
-531259.8055555555;31;0;1;1;1;336.9169;0.005286, 8.364000, 72.553100
-529751.1111111111;49;0;1;1;1;495.0808;0.005286, 8.364000, 72.553100
-528026.3055555555;114;0;1;1;1;1094.746;0.005286, 8.364000, 72.553100
-525090.75;25;0;1;1;1;284.9569;0.005286, 8.364000, 72.553100
-524650.4722222222;214;0;1;1;1;2104.5268;0.005286, 8.364000, 72.553100
-520708.72222222225;43;0;1;1;1;441.9789;0.005286, 8.364000, 72.553100
-519351.0833333333;253;0;1;1;1;2526.9967;0.005286, 8.364000, 72.553100
-514034.1388888889;1720;0;1;1;1;30096.7355;0.005286, 8.364000, 72.553100
-513065.55555555556;508;0;1;1;1;5685.5914;0.005286, 8.364000, 72.553100
-512945.8333333333;589;0;1;1;1;6832.7735;0.005286, 8.364000, 72.553100
-512681.1111111111;1690;0;1;1;1;29305.0577;0.005286, 8.364000, 72.553100
-512061.5833333333;72;0;1;1;1;702.1637;0.005286, 8.364000, 72.553100
-510201.55555555556;434;0;1;1;1;4698.1789;0.005286, 8.364000, 72.553100
-505416.05555555556;579;0;1;1;1;6687.393;0.005286, 8.364000, 72.553100
-503556.0833333333;1781;0;1;1;1;31735.8229;0.005286, 8.364000, 72.553100
-502366.77777777775;32;0;1;1;1;345.614;0.005286, 8.364000, 72.553100
-500617.52777777775;66;0;1;1;1;647.6029;0.005286, 8.364000, 72.553100
